Attacker,Fast Move,Charged Move,Level,"Alakazam, Tier 3","Alakazam, Tier 3","Banette, Tier 3","Banette, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Dusclops, Tier 3","Dusclops, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
Crawdaunt,Waterfall or Snarl,Night Slash or Crabhammer,50,1.7834887194889641,0.87770104,1.859124349083144,0.6975204,1.7673706838739862,1.1692194000000002,1.7763406393170458,0.5687389,1.8043932820857962,1.1798131,1.6559324134069817,0.91213495,2.0214797890694554,0.81408834,1.859995047862041,0.8424568000000002,1.7124235271388815,0.8032284,1.6955412067138271,0.97205144,1.7980316166458943,0.599848,1.7891519825719482,1.0082502,1.882324746565578,0.80444664,1.780469198006848,0.6454789,1.9050249050772035,0.6248335,1.7552933918294202,0.9622712,1.704467353649855,1.1710637,1.768298257391804,0.9128950000000002,1.896337853136467,0.8707232500000002,1.7272906936638925,0.9264809,1.716119140888829,0.9160912,1.8638699501204405,0.9770965,1.870130610098177,0.58476126,1.7928600386669211,0.7817611700000002
Deoxys (Attack),Poison Jab or Zen Headbutt,Dark Pulse,30,1.7585329973613675,0.9781925,1.903155275618451,0.86541456,1.9236189942382633,1.3590095,2.0938969451345386,0.67029107,1.704761312423907,1.2126756,1.6100935037206088,1.0191453,1.596198699167255,0.88248616,1.8817869957320534,1.0191295000000002,1.462228552201588,0.8006535,1.7196889984109927,0.9810373,1.7624627476549106,0.67212903,1.6145977541561591,1.0151927,1.8089941416693904,0.8764594,1.799422397537028,0.6954984,1.8696672151036053,0.67025685,1.7217219003267796,1.0013467000000003,1.8297569475584337,1.5854425,2.0655255391812366,1.1587313,1.9830006178283286,0.8803367,1.8100525996858259,0.9715775,1.606912157289648,0.9502208,1.8238247930521716,1.016905,1.4888034469788836,0.5172843,2.031045490392612,0.9135631
Shadow Absol,Snarl,Dark Pulse or Payback,50,1.335990680005588,0.64984536,1.453544897726157,0.51019037,1.3027599002624046,0.8408356300000002,1.2992746441022305,0.40402326,1.289120896263052,0.8509465,1.2244982315112092,0.66105294,1.4508742690152505,0.61118627,1.427414455208335,0.6359898000000002,1.216918167768839,0.5683619,1.2297889046383097,0.6900972,1.3207364076624728,0.43501177,1.2984059289925736,0.7174764,1.3690533218534444,0.6034665,1.469270662249812,0.47332773,1.4151565994308415,0.453133,1.3421529750732246,0.6948719,1.3477154599460055,0.8716139,1.286782321798418,0.6547628000000001,1.35243881153671,0.6126494000000001,1.3078237491547486,0.67411345,1.275179946353795,0.66657805,1.425159082262975,0.73599386,1.3089233938396807,0.4050175,1.3073859310437534,0.5570453000000001
Shadow Gardevoir,Charm or Confusion or Charge Beam,Shadow Ball,50,1.5445557167712276,0.7890844,1.6091289838176137,0.6079026,1.629394969101322,1.0734432000000003,1.5482815587171306,0.47950715,1.5748086011449176,1.0388662,1.4964233171846764,0.81232756,1.4792748058998777,0.6315248,1.575553766341411,0.7208750000000002,1.502133136454992,0.7016796,1.5530112373984355,0.8712536,1.4071972901750653,0.4584237,1.5563689109922114,0.8736258,1.5787709653105442,0.713187,1.5834774378531862,0.55927956,1.6334084467302217,0.5470943,1.5820648065093006,0.8355877,1.626885035479014,1.0613855,1.6294179951647014,0.8203118000000003,1.6197139439231623,0.7468226000000001,1.462311036072731,0.7850518,1.470268038054071,0.7784295,1.5028151391721702,0.7968162,1.604915376523897,0.5070651,1.4799183114545014,0.6380521000000001
Shadow Houndoom,Snarl or Fire Fang,Foul Play,40,1.2862236315551283,0.6767016,1.3631208110431787,0.53030413,1.3294005511933558,0.90903044,1.2652623247200243,0.43382287,1.2980265253560475,0.90691626,1.1966059542171323,0.7040925,1.4373408492053852,0.63918924,1.526302920797003,0.6794111,1.2381142746739446,0.6157635,1.1906854042106152,0.7540784,1.3408191138815608,0.46481338,1.26705063221855,0.7577046,1.3667278726641563,0.6179403,1.307014208563775,0.4953956600000001,1.3184302400507764,0.4844253,1.3025821225950684,0.7447093,1.281405777943153,0.8856997,1.2316533591383025,0.70617014,1.336250361963715,0.6411261,1.2914117636082518,0.7224728,1.2386827445243238,0.7098307,1.4032477435818578,0.7810437,1.3254881854707468,0.4516813000000001,1.2952631145737394,0.5941083400000001
Espeon,Confusion,Psychic or Shadow Ball,30,,1.1499892,,0.8146337,,1.478594,,0.6593142,,1.3381306,,1.1527514,,0.82548696,,0.9607410000000002,,1.0092005,,1.2440106,,0.56529,,1.2476106,,1.0133443,,0.8186682,,0.6972887,,1.0779195000000001,,1.6093544,,1.2584099,,1.0611254,,1.1765952,,1.1624715,,1.222944,,0.72448575,,0.9916888
Bisharp,Snarl,Dark Pulse,40,1.588549521379717,,1.613498164923248,,1.5725166650950793,,1.5233252690404686,,1.64938034949964,,1.3891382273357598,,1.6532944543913652,,1.7703158049597187,,1.5160618688171952,,1.4595896030946383,,1.5440587897938043,,1.6028706992829775,,1.616767414167751,,1.5364645655106972,,1.6992400991957592,,1.6305287300333686,,1.5462484624068282,,1.5442353804981008,,1.5771012760328373,,1.5323778394659064,,1.518730684046445,,1.5898250668790184,,1.6546270728434471,,1.52688485900437,
Yveltal,Snarl,Dark Pulse or Psychic,45,1.3468872323128063,0.74156517,1.4013156984993984,0.57997143,1.4090980563097626,0.99841034,1.4317898390266923,0.47588894,1.4808842056063194,1.0133094,1.3080144277683603,0.7734516,1.4277839731802906,0.6710468500000001,1.3938480824772257,0.6808163,1.3885624318332608,0.66540265,1.369480874293053,0.8280823,1.393318499936572,0.5012429000000002,1.4274887308313102,0.8373125,1.4556937200794928,0.67947227,1.372830622922088,0.5436734000000001,1.5097965741307346,0.53300077,1.4483464593946576,0.8230515,1.3404953175284784,0.9781009,1.4463953171292188,0.7853112,1.4000096521500587,0.6907213,1.364659201100242,0.79109275,1.3631702020862544,0.78338355,1.4531545357632216,0.8178141000000002,1.4703544854351325,0.49005303,1.3918798411912225,0.6474281500000001
Mega Gyarados,Bite or Waterfall,Crunch,30,1.1725888149600672,0.7624894,1.2471344560037982,0.60006976,1.2251927001324368,1.011919,1.3189521464347023,0.50503385,1.3679700382860025,1.0582285,1.1211251605643713,0.8097914,1.1586495633759168,0.6965883,1.2288864120653373,0.7087140000000001,1.2301447752319583,0.6967228,1.2514601541030137,0.85176957,1.2310638559840588,0.52474946,1.310085678248564,0.8930137,1.265255660209957,0.69875747,1.24047056559701,0.55734617,1.300903602887054,0.53326994,1.295519162642539,0.8345661000000002,1.158358829150318,1.0243032,1.2950046973744045,0.82206064,1.2955097949621086,0.7173901,1.271327237472638,0.83252764,1.2702311441939813,0.82510793,1.2851180010300973,0.831596,1.4195243122670103,0.515764,1.2463029736090847,0.6866622
Shadow Gardevoir,Charge Beam or Confusion or Charm,Shadow Ball,30,1.738275429560715,0.9728074,1.7948909828436022,0.7519741,1.5823580610047483,1.2356169,1.5950068876758732,0.56725335,1.5984844940589549,1.205412,1.4480635449060437,0.9595456,1.5622980025961353,0.7745013,1.532393281414469,0.8724109500000002,1.4918373133846796,0.83381873,1.5497061405969175,1.0116624,1.5230163370498564,0.5691161,1.5180677378409624,1.0140451,1.61644236265113,0.84740376,1.6326092523082663,0.68475604,1.6193880987453901,0.63782644,1.573350837701604,0.9813494000000003,1.5874471370185557,1.2776198,1.5870778864015511,0.9554757,1.6912766125778242,0.8777177,1.4812488748071932,0.8981666,1.448340970938917,0.8868013,1.530289460555187,0.9265793,1.6434929850726763,0.58922803,1.4926616168759193,0.75004506
Bisharp,Snarl,Dark Pulse,45,1.5749800355053882,,1.5736121956154803,,1.5751144563062047,,1.5449270201642646,,1.6178350110194886,,1.415571376746275,,1.6751157490407131,,1.761218430556873,,1.5258501395949415,,1.4927202103115245,,1.5338659192157593,,1.5849079546514793,,1.618426645586456,,1.518164596923616,,1.718796653896248,,1.6632513505879818,,1.5731183239771702,,1.5549654092902427,,1.5733675589543166,,1.487324539811001,,1.4857181920005729,,1.620840917769335,,1.585008317204714,,1.540344089889163,
