Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Exeggutor (Alola),Bullet Seed,Draco Meteor,30,3.5817703620182724,2.25634755718578,3.6900320055653517,2.1173648531980915,4.860839934472673,2.240021844907443,2.829899707941168,2.560902659251942,2.728436103014811,2.509535054083389,3.990827755650663,2.3260723095376514,5.214775354123585,2.2873700102495316,4.627273371300499,2.3170579475915476,2.3356925061545106,2.248167463800813,2.2892350781077684,2.193768700278386,2.1652375234730035,2.2187795033969357,2.3211551688767873,2.2689131168871146,2.6113188827628284,2.251855392145029,2.435610276067366,2.27272624178835,2.098802521358891,1.9676760575764087,3.9707233687228847,2.6778780842771535,2.1644879539875284,2.0910021704758694,3.3050775875084475,2.4080317618652596,3.4958621018435774,2.340969333421303,2.5044314860357715,2.344324076245909,2.269608908215777,2.2994958893430573
Exeggutor (Alola),Dragon Tail,Outrage,30,1.7335254755686376,1.488950999603894,1.7532909817777649,1.4720766596020698,1.869231810222921,1.4819344593616504,1.7634284919491807,1.5878318967792533,1.773359443802663,1.6256635126867542,1.7248124906672806,1.4614114491411136,1.897892438782454,1.466650471002775,1.8738529058367204,1.4922098416469465,1.5596026899113338,1.5204904545593727,1.5983686271267183,1.534324865385776,1.543301435030552,1.5589918046920326,1.600057008590532,1.5472402883892111,1.6850100784990591,1.5130748108214667,1.6005398945623757,1.5495867452556682,1.5255208254791577,1.4672374595250575,1.961073200768579,1.6348572306347076,1.4468227900333748,1.4576943681901642,1.8636013343903401,1.598524235112311,1.8459112124646047,1.5835752325282944,1.5880008827526344,1.569367867126002,1.5474352594041725,1.5430497676526669
Duraludon,Dragon Tail,Outrage,45,1.2976604188739642,1.231715424461312,1.263490719731912,1.232603547034967,1.2680046703288068,1.2161917888956657,1.2607085212639888,1.2266624548973408,1.3252262181439616,1.3008879383499838,1.2067816769221258,1.1798154548345237,1.325420336121203,1.1900730933406718,1.1523122785032225,1.1643988103695928,1.2825470682670121,1.279808868126888,1.2957860252045201,1.262252117837997,1.2792172922727632,1.3070692851261738,1.291952953108437,1.2972033949485124,1.2784412310134823,1.2548225529179273,1.2521641170180504,1.2389867611954226,1.2864353639136383,1.2271987003730274,1.2350343425033692,1.2279815089432302,1.3374458896728043,1.2500182802056055,1.3539665227831574,1.301384814282721,1.2920349790889478,1.2858518391818992,1.2553421483252512,1.2506227197226478,1.2674443947583804,1.2861733855895343
Duraludon,Dragon Tail,Dragon Claw,45,1.3075140066114266,1.2660488816448379,1.2776055202042491,1.2707745463048867,1.2919756015900048,1.2672378061101774,1.291706305616372,1.2769071313242524,1.3508814759852394,1.3550284037440206,1.2117010687782386,1.2102067185383543,1.321443728683462,1.2324877777760885,1.197218086492593,1.2073314973609368,1.3254393312445265,1.338758681432222,1.32656734882319,1.3125237688788067,1.3261324823392346,1.361124356212098,1.3240393194781621,1.3371643959968031,1.3012716481395428,1.3063657379677698,1.2904706906054135,1.307988016385139,1.2946394445463418,1.2638697960224725,1.2686348534888348,1.2714526258574137,1.3534358335387942,1.3035362919953275,1.3685272874369026,1.3423109944625649,1.3176405991888736,1.3260901802956484,1.2812983737810137,1.2902570184844824,1.3103103782033276,1.3434342839341469
Mega Salamence,Dragon Tail,Outrage,40,1.0,0.9555678041562139,1.0,0.9783987796275535,1.0,0.9744328061111018,1.0,0.9928004439674086,1.0316188884072253,1.0300325429593953,1.0632068572414148,0.9509668219305469,1.0636538460285403,0.9511430866271093,1.1085154568482092,0.9787903539679322,1.0205447560481469,1.0346858590082775,1.0123395538124147,0.9957158925857684,1.0139120030313782,1.0427706817928108,1.0,1.0088850919715877,1.0,1.0023631431653364,0.9999999999999999,1.0060667590877037,1.0,0.9698041937378449,1.0028047088912388,0.9748388892499399,1.0,1.008090139234539,1.000515472260773,1.002777518085974,1.030270896419299,1.024275657119551,0.9999999999999999,1.000865276351815,1.0132279188407594,1.0342962874075337
Mega Salamence,Dragon Tail,Draco Meteor,40,1.0035183082251555,0.9676183909887511,1.001804732353772,0.9917858958644808,1.0141298614671252,0.9804861896961032,1.0137999683279417,1.0105028344257958,1.0494322317281355,1.0514540084822075,1.0912147860436259,0.9542626126856163,1.1049147794591487,0.9498245916205793,1.1919781333034591,0.988183691233644,1.0313832161153003,1.037919768803874,1.0516848231043898,1.0071320424361376,1.0229149971987004,1.059251494856248,1.0302198402584515,1.0178724046228187,1.0154040204133445,1.0226545091251251,1.0376086423216722,1.020713557710429,1.056761486577106,0.9831290675654424,1.029434902854337,1.0069518049590012,1.026888437099374,1.0173608674260697,1.0367732144055923,1.0132278602320137,1.039104577597987,1.0437055313099084,1.031226049093252,1.0189569278975414,1.0341697253890312,1.0415457328992752
Mega Salamence,Bite,Outrage,40,1.2038641260067693,1.1926053987949363,1.2183360113819317,1.2130194914254948,1.1959938000100203,1.1876774921839197,1.1943286347527389,1.1999575471526847,1.1724486749086187,1.1865496962924422,1.2957097210454174,1.1265554974735015,1.3420448737900221,1.1674160690669408,1.496954762336032,1.193120195176961,1.113083977384118,1.121571987995946,1.2327654308408917,1.2488878238016308,1.0994937221016508,1.1431609769800786,1.081804390037455,1.1045010820117689,1.0974318980509739,1.0988911328065325,1.0922687602916774,1.1083204937083069,1.2265198490855973,1.202772829455673,1.215828733216878,1.2036575767183888,1.248178042221212,1.2769536579334437,1.2457491006875292,1.2650590559799515,1.1154063658285218,1.118419497361222,1.0982142444343277,1.1131208048830028,1.2564765840911207,1.3210245599319126
Mega Salamence,Fire Fang,Outrage,40,1.3231141996728102,1.3163668633241337,1.2640421671450006,1.2806478867308557,1.2702950486047344,1.261295486575162,1.2539625403895551,1.2764488640092861,1.293011872354617,1.3165089362240072,1.2599546528079721,1.1329630266069854,1.303175660545256,1.1416790269917354,1.4283012385717786,1.167766375244714,1.2952548461078244,1.341521646563992,1.2895918691754376,1.3180591677124736,1.2988128150151752,1.3791637819483102,1.2638515483143105,1.315119390228972,1.2590968167210803,1.2833261624936265,1.2734920040401103,1.3120422628184871,1.3786844403126643,1.3347753370471591,1.2604919744953658,1.2791547601932869,1.2576395643174796,1.3079395250380024,1.3583736867862117,1.3909942007601712,1.275973872198218,1.3029810943240367,1.2543650792427683,1.289637797100663,1.2864934932480343,1.3378039571163451
Mega Salamence,Bite,Draco Meteor,40,1.389812711135729,1.3386955233589781,1.3632156791533454,1.3671266378056992,1.3339577200468624,1.309914918374625,1.3353718520306008,1.3572056306998883,1.2785029908484424,1.293329919758185,1.6038520579986952,1.298029386356844,1.6432547919653582,1.307058818929944,1.9583466586435796,1.3369445720578426,1.1508210238737446,1.1715790632896588,1.4585143724070246,1.4020874779714658,1.14688924725491,1.1946123331602065,1.1823877763806312,1.165050267900427,1.1515476579047599,1.1584522974577875,1.1937990874675288,1.172805661007421,1.4792767743832487,1.3583828289401467,1.4110190103135827,1.3709596929360726,1.4367343211870705,1.4558719511097278,1.4231417857399038,1.4236744168233588,1.1773750450620197,1.1871508404441529,1.198072184137761,1.1952704924828865,1.4336600439836675,1.4853804038573815
Mega Salamence,Fire Fang,Draco Meteor,40,1.6814658253977968,1.6027485786077038,1.4977776164553498,1.5001855406175404,1.4594566763313497,1.4547427630886882,1.4793001871556117,1.5211725476428475,1.5364456144836216,1.5301580166106359,1.5674650199590092,1.281992508760277,1.6008033469204601,1.2570486975449995,1.7823352060498927,1.2824591379518178,1.4708081929149528,1.5550020218888572,1.598071726790738,1.5265705271989918,1.5188116829652163,1.6003017751696371,1.5498585477284803,1.5380945924320508,1.4620085632852944,1.4700134704899526,1.584520177793137,1.5455896751744973,1.8094236482430102,1.6491437029980027,1.5355316736809006,1.540060564644191,1.497504706004689,1.5189021918976984,1.6985488500625812,1.7066133198279836,1.5082679369588812,1.5293374688702366,1.531640548305278,1.5446072105232496,1.5012152141683488,1.5804352286051706
Naganadel,Dragon Tail,Outrage,40,1.2909238003304104,1.190813311332816,1.453908718094546,1.217920934665895,1.7393354015989155,1.2813833357890985,1.3533180112069931,1.2319248204761255,1.338725791486377,1.2534250061439636,1.4483015672171387,1.186941882143181,1.5207049110219493,1.2082699208294843,1.5881292527193045,1.220000066035227,1.2892481354390954,1.291104748713494,1.3248008582104902,1.2526693965020135,1.2588447430167977,1.2622075079020756,1.3485098927293837,1.2825785530674547,1.4098634558552448,1.2775465689331167,1.4335866868134188,1.3153575945676557,1.2845366343976001,1.210911479846208,1.296027258685079,1.2254978071082385,1.2268900538411762,1.2078045087254452,1.2974037020779068,1.2547911811081007,1.8025957015952216,1.3695827076012157,1.5714399316729732,1.3813181617416117,1.287655945191914,1.2842656987813863
Mega Charizard Y,Dragon Breath,Dragon Claw,45,1.2892876997034035,1.1813000768059048,1.2000074838199355,1.1803727543888296,1.1877372532395298,1.1837306280355426,1.2075974956171625,1.244091471362622,1.2040372798255823,1.222149920258193,1.2066393629090173,1.1350360319964383,1.1311154830474404,1.1261447101754454,1.161271984444881,1.1475602329606958,1.274232588234943,1.3237202427109693,1.2380273177723378,1.2594917719898564,1.3114150991356066,1.322150811066627,1.2072978985543175,1.219026017865355,1.2681041535695978,1.2772330591530963,1.2063869572090387,1.2363120261226306,1.3380454463632585,1.2689629341686093,1.1839600848403926,1.2134013553193628,1.327704193571026,1.2904742124170914,1.2793929526946295,1.29576671501504,1.3028801636731147,1.301645185121912,1.2086309104588617,1.2276511166790005,1.248751689527212,1.3267220386717655
Mega Charizard Y,Wing Attack,Dragon Claw,45,1.4420064596664337,1.3239912985511542,1.4468020969581892,1.4566549945245253,1.305363002425014,1.3143429676351133,1.3123571580388238,1.3568226054708872,1.3192013366245796,1.3534975780283374,1.3396531552609774,1.269162741171805,1.235132043892059,1.2418609187046452,1.2592311309986561,1.2580372256793853,1.3907937343751493,1.4636942587899475,1.3427697118434658,1.3663659860516693,1.4337889659719407,1.4422891936921756,1.3279174193202725,1.3478172595035272,1.3753886305129417,1.3872374600415092,1.3227954784476534,1.367812361558988,1.4673363062844746,1.3950871407079362,1.2902373154619713,1.328993698677438,1.5980744972576015,1.5668316049506101,1.3793872301388175,1.406372928260112,1.4147540342787794,1.4268013380756952,1.3230966185704154,1.3514925886073745,1.3612480563389482,1.4334005245255146
Mega Charizard Y,Air Slash,Dragon Claw,45,1.4794739942773965,1.3920842820016555,1.5859264624967073,1.6245056052434863,1.373606337981169,1.3973999734888312,1.3390972569595438,1.3988856127579743,1.3529102103947845,1.3934889080820598,1.3954189543998288,1.3157826346741932,1.2837744208276383,1.2978376616733776,1.2847280851817355,1.2956484581093084,1.414651847248829,1.505942749076831,1.3771184354743344,1.4185216826713685,1.472177199360811,1.4904332868808512,1.3992148746833215,1.4447614721563793,1.3859393755985632,1.40554715085974,1.3774017430453591,1.4269037523141521,1.5210624508615624,1.4602326160338461,1.3329548207185438,1.3772653481088484,1.7164005227955081,1.69059521084334,1.430467276311971,1.4554774101888204,1.4352964207054268,1.4479797116982143,1.3960877784068964,1.4181535120393711,1.415682279516594,1.4930469654484009
Mega Charizard Y,Fire Spin,Dragon Claw,45,1.8168032239157808,1.709955864782963,1.5164608097890813,1.5326925422969646,1.502086136895616,1.5441041212296227,1.4564848539691877,1.5371749808613069,1.517076916763327,1.5746405486500497,1.3240450782822657,1.2499754667634118,1.2162201492448166,1.2247015331726219,1.2213041459174618,1.2255168458470764,1.5563842948268158,1.656089380660345,1.4946742187272435,1.5454957532936533,1.6022074450104113,1.6294183097550736,1.5258947893067298,1.5781333751928974,1.5203543594256854,1.5535551954396192,1.5245550015673386,1.5888859931492811,1.815456056052375,1.7283717604076796,1.4530117223374304,1.5061133135214868,1.6353170632767018,1.6061181551653245,1.6858980215789,1.7408640988518005,1.563061982588222,1.5830761894046395,1.5190301926675434,1.5640090901329273,1.5371081016353598,1.6230665842442744
Mega Charizard Y,Ember,Dragon Claw,45,1.8368201590542408,1.727001602940845,1.5182540717103907,1.5299907201652394,1.5196168784817863,1.555594744059067,1.5048995333817632,1.5691581740024907,1.534782310290679,1.5933071127993974,1.4079553320918734,1.3133225670304312,1.280116713034628,1.2961582936821925,1.2835918737976446,1.281708421686826,1.5980367860239737,1.7033160440905843,1.5274122044156464,1.575515982552596,1.6615686334113013,1.6952095943330419,1.5159618178737675,1.5679654136917902,1.5366094520807383,1.5704863177554393,1.5273495221528561,1.5923185258712707,1.8312657259908711,1.748640857058017,1.470868379885921,1.524456798949145,1.6848735983491596,1.6462837168747055,1.703871534548007,1.757810470543564,1.5894791068381966,1.621312515214572,1.5354965807205467,1.5811816494713808,1.5681121608764825,1.6579189030304369
Mega Charizard Y,Dragon Breath,Outrage,45,1.3483409944673987,1.129700285888646,1.1902768355737976,1.1315010651443584,1.1516229956474724,1.1240578505505876,1.152135866986292,1.1734540111377278,1.1551109050282387,1.1677251344006772,1.2845692951356855,1.0859541591695148,1.1117530130124955,1.0718363124449812,1.108534050977921,1.0796517487489365,1.2291819654890768,1.2566904264221268,1.1850370932388798,1.1850373996375754,1.2537248898478703,1.2401835283586375,1.1692285675545921,1.160281379457497,1.2157787654902208,1.2027206253907483,1.163790522091302,1.1790022800389073,1.3701508537819955,1.2018434294384688,1.1327993719027578,1.1499764004014885,1.3301408806760038,1.2410817398934346,1.2233663009744176,1.2139898888541683,1.2608435816896082,1.2367990516241667,1.1772313314307712,1.1619589711123515,1.1915998499432239,1.2368093849775936
Gyarados,Dragon Tail,Outrage,30,1.6909569198577883,1.66053068130219,2.1234631978311604,1.783472697388427,1.699724914268537,1.640976838593015,1.7042451450840022,1.6825409593170455,1.7468480405591218,1.7616298744272907,1.6992627709303023,1.6077012272353335,1.6527549388991973,1.5574798012125246,1.5394601318978358,1.5520948719996908,1.7938459639767146,1.7912627938552146,1.7338360695894353,1.691584302271546,1.7566404949993266,1.7740479119181276,1.6991661847412018,1.7118550609458492,1.9578824684948406,1.7874701122650143,1.762718824158823,1.7360019077069238,1.7006792871550465,1.6286163422600857,1.685598665030778,1.6662856595185158,2.038129569362449,1.893816440279946,1.7258363311889815,1.7171260174894396,2.0091685051694905,1.8377604936336134,1.8733652201009925,1.7187767095087312,1.7032644080844184,1.7241033829926566
Shadow Flygon,Dragon Tail,Dragon Claw,30,1.4897945864718556,1.376885528608187,1.5661264568787443,1.4045302906337391,1.7624325642937446,1.4508135545654026,1.6705955101086654,1.479569427582006,1.6815869067773224,1.50895431391149,1.5659185233158146,1.4073724818650528,1.660167387290451,1.4123911055180443,1.624187614652939,1.4296513693360096,1.5072089836851397,1.517558876718525,1.7466335260390482,1.4936062150074816,1.4954316019083427,1.5033101979357908,1.6033405248127186,1.5047685359578278,1.65802350462485,1.499268446814339,1.5945911803788904,1.5203600295734658,1.5971847761561777,1.4994123051640442,1.6761970970196234,1.4599867658440613,1.4787581255054614,1.4162168572523546,1.5539360614505202,1.5171650582334177,1.6858304689779926,1.5401843080552382,1.6735220751344546,1.5510888464019659,1.5728787692382264,1.5510033995029413
Shadow Dragonite,Dragon Breath or Dragon Tail,Dragon Claw or Outrage or Draco Meteor,35,1.1101938302476788,1.0291474484176695,1.2227096617899653,1.039465628747167,1.0949646157239334,1.04224528895233,1.104123651738067,1.0665711477602073,1.1269247823197248,1.0896493671835457,1.2375634545261058,1.0234817590606764,1.1423453334008093,1.0220333970951625,1.2052572961250703,1.0228094362949187,1.0870982999799246,1.0832601360973875,1.09199065230689,1.064919204093846,1.0956358949981735,1.0791207535679228,1.1111284481561388,1.0787050472811766,1.108125574080908,1.056789588797056,1.0996326946829738,1.068929942986632,1.1002972967841136,1.0353471101901892,1.0785149123860802,1.0536523578920143,1.1159137732806226,1.0731108096459225,1.0971418442921752,1.0670947999303386,1.2549066670692863,1.1030311149755234,1.1219193273819448,1.0993984398333494,1.0860539258545168,1.082396081559123
Shadow Reshiram,Dragon Breath,Draco Meteor,30,1.2211452533306713,1.048277824831011,1.2871336770826518,1.0567624801236524,1.1852736002555722,1.0638725053110154,1.209767059551011,1.1668492976986367,1.210744153092949,1.21695156103845,1.4333452140753231,1.0755084699140742,1.344519237473103,1.0327085803497873,1.2213268527674523,1.0316437911565277,1.1935861247664963,1.2113769903252019,1.1559317704848262,1.1357485734791666,1.1896564175964588,1.1613246137534636,1.1664878196423027,1.1235069612282838,1.1754310178732914,1.1473407602158958,1.304970275944996,1.1916123029796,1.3101722132991827,1.156701872913127,1.1839119009591481,1.1443332407730165,1.1652241226695492,1.1169676868429919,1.254337799020125,1.1596877872610245,1.4240632322255025,1.1764716847125019,1.2698376000224385,1.1916451654960842,1.2178602906786233,1.1875090356361282
