Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Mega Charizard X,Fire Spin,Dragon Claw,35,1.596628274024655,1.654263373670341,1.6559233882679019,1.683410515838205,1.6563029770338475,1.7035603136259956,1.6214875042866232,1.6587703959542766,1.6374899928821751,1.4115039957314293,1.3985217130856693,1.4155395947058642,1.5430398204583273,1.3878627136898498,1.7187410040289657,1.8119886329273809,1.791742665458666,1.7563038774019566,1.743233249984408,1.7926701337443651,1.6945528009758668,1.7537505589826246,1.615718632465147,1.679755703778214,1.6403966118897169,1.7052725721715625,1.8784002496168748,1.8149896276032256,1.9432925962811127,1.8041328158461691,1.6187584970042623,1.6568475268999319,1.6678268932505806,1.700827349245257,1.7974178979080122,1.8714330986790624,1.774898743599539,1.7434112760633242,1.6971187558119427,1.703851902217885,1.7311041812421961,1.7881272709004468
Mega Charizard X,Air Slash,Dragon Claw,35,1.770506520533017,1.869096365957979,1.6292329361156628,1.660327126379704,1.6099069305111127,1.6550144772588196,1.5994066652924315,1.6412004054780098,1.8167704426114495,1.5606833855186781,1.5362787577107686,1.571281482448411,1.7133746184800278,1.5345984331230844,1.6618261353563113,1.7543040004009236,1.7618840104451725,1.7092359311217367,1.7204626939749261,1.7723260429665368,1.6436114777608923,1.7087377414493576,1.590266630434416,1.6560836429335404,1.6348459168515534,1.687495684741409,1.6968884913865294,1.6361855090650694,1.7302339017560695,1.6244904262325173,1.596077018061078,1.6365675614820416,1.8044356964831822,1.8579325803970788,1.6282099712748925,1.671288699225916,1.790297570653007,1.7630209588287744,1.6723227767748519,1.6840235643171904,1.7007547101856004,1.7394990130013863
Mega Altaria,Dragon Breath,Dragon Pulse,32.5,1.5722755263131465,,1.6781749297148978,,,,,,,,,,,,,,1.673735556927223,,,,,,,,,,1.5806676980864258,1.5378200577158865,,,,,1.6667026146756796,,,,,,,,1.6685571307178644,
Mega Altaria,Peck,Dragon Pulse,32.5,2.0614489929495585,,2.021984257468191,,,,,,,,,,,,,,2.0802547243512732,,,,,,,,,,1.954908843799024,1.9421453374013644,,,,,2.192241256090799,,,,,,,,2.0437850727841003,
Palkia,Dragon Tail,Draco Meteor,40,1.1125595576715754,1.1231805663752887,1.14837597829264,1.1137968357052572,1.1229199291819476,1.1304877636649993,1.2173031466999251,1.183822201005959,1.1205580769680912,1.0700404787783255,1.0717529087578868,1.0494006120179935,1.298020281271836,1.0510676477029905,1.172120614525411,1.2024604809572144,1.204929007217977,1.14384730379974,1.1795277150462542,1.1817342690914197,1.1794662036109043,1.16157646847056,1.1537727893552245,1.1572310987490673,1.2061538211604932,1.1718486955484253,1.2185133116725497,1.1047275654554172,1.2635307509427645,1.0814106865675006,1.1575620794167518,1.1315758032889767,1.1839682229398758,1.1734000594520053,1.1536421325869304,1.1316520399496308,1.2492616343774763,1.221617209958298,1.2661711868183823,1.20291961803688,1.1872217465861494,1.2050096007052467
Palkia,Dragon Breath,Draco Meteor,40,1.1446448042942852,1.1416396019688564,1.1923838255247095,1.1459535987987521,1.1395570883267798,1.1484131991488205,1.2354182871714512,1.1944322718230993,1.1535173120748767,1.0904655664873013,1.1215014705329778,1.091748399746053,1.3493043970830272,1.085790070653638,1.267199857522261,1.2870544138387008,1.269278963388665,1.1956022309256702,1.279283014062052,1.2786826083059974,1.2401236611734605,1.213369454440008,1.1676389584387967,1.1799063324056336,1.2357376780609537,1.2154886518391084,1.259456511158286,1.142362128935753,1.3139926430570361,1.1093686598899277,1.200195033121495,1.1901716698471967,1.2471673030137904,1.2225927357586175,1.1845299592601788,1.1704824556787166,1.3291122311609738,1.2953015747870271,1.3014302195446488,1.2333044938705096,1.2797977565872418,1.2808221684146646
Mega Ampharos,Charge Beam,Dragon Pulse,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3918646762312723,1.3020653261349378,,,,,,,,,,,1.38332916717652,,,
Mega Ampharos,Volt Switch,Dragon Pulse,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375278761137983,1.3188345060259699,,,,,,,,,,,1.4138344968263747,,,
Mega Sceptile,Fury Cutter,Dragon Claw,45,1.19391724495914,1.155988348283725,1.1515784406145193,1.1578887089227092,1.2363045578438199,1.2564255317009656,1.2570473266800852,1.2640652661102745,,1.1148402928779906,1.210460625097603,1.1274920380972404,,1.104357380794975,1.13056162141728,1.1620204205212674,1.2497381823146592,1.2201822492123613,1.269700525617085,1.3175744466974801,1.2571879349519293,1.2825412483941367,1.091255532197313,1.1144712434144954,1.0909862482961157,1.107512798615235,1.1925852004707973,1.1571395441195473,1.3390054339775153,1.2076193832662958,,1.2277386201685647,1.1671207628963634,1.1962209211533394,1.3048471816677967,1.2927556954245292,1.2672019024600398,1.1646326279425268,1.1359728787814807,1.1197836762886908,1.2120196554853948,1.2173599162940354
Mega Sceptile,Bullet Seed,Dragon Claw,45,1.3145414852660253,1.297912416977647,1.3044249433494772,1.3244587164342072,1.3668902423526923,1.3961085820944503,1.3852015149292418,1.3942514199513483,,1.258881137849389,1.3344883151217182,1.286045596621977,,1.293395961760506,1.3288172058497134,1.4056960534614698,1.3970116771811125,1.3785266438790467,1.364716780491844,1.4056972510577592,1.327239649216226,1.3566485387495097,1.2893526740430208,1.333904267604624,1.308464046439013,1.3470721145181146,1.2707437289296208,1.2267984035622108,1.4747991694657077,1.3437470815366332,,1.4152952969512207,1.2866614575735718,1.3201018326870653,1.422060691463406,1.419371001784252,1.6300366049410933,1.4006969075303575,1.3449001463137833,1.3565092064873685,1.3509141328877634,1.375920246405479
Zekrom,Dragon Breath,Outrage,40,1.1271131404203714,1.1044133584962335,1.1696196238852692,1.1297164321734665,1.1675777550431607,1.1762885207221565,1.1958739216223648,1.181429003375996,1.2609873852433962,1.0663753088160983,1.233950165862567,1.0800128059411227,1.2583264483885754,1.1064137988600582,1.1866880500367583,1.2269270046894825,1.2470232856063577,1.1811949557296781,1.2122619878063545,1.248895700987871,1.20452619070055,1.1786467344957667,1.1489347727484527,1.1412465637132676,1.1716994251825015,1.1699291735849262,1.2310414495574165,1.1563551327094148,1.2087841017412557,1.1018017888368976,1.166771371422232,1.163760338363757,1.14126033474639,1.1516480845467776,1.1706083165275636,1.1486105289543194,1.2414374406799749,1.2185316896390759,1.182289251284599,1.1705897274593706,1.2196068801940707,1.2281942309598637
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,40,,,1.3983658101315928,,,,,,,,,,1.3226244855262077,,1.366524745115252,1.4356257460600101,1.4355104690102027,,1.4711125483021084,1.5266201023771477,1.466810472755369,1.4852764622903212,1.4250488438489908,1.4284816005787928,1.398005536928407,1.4291851626100203,,,1.4039199089117391,,,,1.402481349597266,,1.4179471732918147,,1.4509274864979402,1.444046415276268,1.4291696114871266,1.4440949735806066,,
Mega Latios,Dragon Breath,Dragon Claw,40,1.0053095357375597,1.019550001169984,1.0255147816405903,1.0133768629226512,1.0043630355238164,1.0282949344536416,1.0,1.0107482805156873,0.9999999999999999,0.9327238647218218,1.0,0.9373134955636406,1.0,0.9856965381263941,1.0351909360364762,1.070960482977054,1.052195998261453,1.028419050955778,1.0449611984635567,1.072633897663732,1.0933755359829718,1.0848227787152576,1.01951440099864,1.0316233575581089,1.0344663165089807,1.0518217129518204,1.0526874269577307,1.0081221675806777,1.0717047328217233,1.0081753203466408,1.027467241197087,1.0248587470484092,1.0088979589737068,1.0206770253273627,1.0419641120570182,1.052085429355756,1.0,1.0172741878340097,1.0177275777286194,1.0357637490109872,1.0728267475362063,1.0981224221614134
Mega Latios,Zen Headbutt,Dragon Claw,40,1.1678547910543473,1.207613756994351,1.2178016861029526,1.2237760815641812,1.0219490158061448,1.0442749123502315,1.0636710382755958,1.0727681138432816,1.2008583340466734,1.1322303218484508,1.211852967118748,1.1394954359287013,1.1754955668640559,1.1721786869219493,1.341791192714198,1.439181249470524,1.2626889402449417,1.2652305174244647,1.252019844416504,1.3023987404896011,1.2789322709275694,1.280896317917123,1.3501878735710664,1.3858668625127295,1.3471514968151874,1.3914676003923647,1.2413893475657969,1.1824294349116635,1.2614197458803373,1.1954902998328625,1.0465132659940617,1.0424778987626457,1.2209886706818203,1.2476376279017298,1.2181152589960655,1.2353003505972022,1.3324075755485572,1.3981913248037283,1.3277632176333536,1.3887568938080017,1.259520888707723,1.2951522202798469
Salamence,Dragon Tail,Draco Meteor,40,1.1942384680477847,1.1407027480250336,1.1548567481740295,1.1248007733718417,1.1635635031754452,1.1603184298702705,1.2078665611304327,1.1984098573232507,,1.150045646688682,1.2745647207181927,1.1015434460448732,1.5211933399650466,1.127182862491545,1.2635186556789728,1.2372119115745777,1.2299180677632173,1.17182221963304,1.2238592107200938,1.1826333578436123,1.1839891749475209,1.1864378889526235,1.197462652344664,1.1782013183717095,1.1630655322751806,1.163397935754351,1.2824791388498376,1.136463587594286,1.300035796462742,1.1189213943089562,1.1263143072648032,1.140872929127025,1.2131058602113596,1.1741273176820477,1.1881388842183676,1.1708033433523757,1.3115137674164836,1.2333187797401575,1.3248564525241513,1.1941984288605862,1.211592340372392,1.2019350019884714
Salamence,Dragon Tail,Outrage,40,1.2108581050916942,1.133526692537505,1.1456461505838096,1.119257739033592,1.1529777181203555,1.137966503027698,1.182233261178122,1.1752059583946353,,1.1327209334779698,1.2576916009663532,1.1179418272314343,1.382772556199888,1.097265487041948,1.1521364957349474,1.1927891369857073,1.251578004348492,1.146273572936841,1.1764310343110715,1.174654239972579,1.1710996172246781,1.1678642152189438,1.154222944397494,1.1465598780905628,1.1437696738210423,1.145723480497563,1.1749072115499506,1.103444611671763,1.1976631461276621,1.1076196449216322,1.1329360460727183,1.130076654384372,1.161427718964712,1.148515096142858,1.1634101904125167,1.148738600991656,1.3360207067089722,1.2082597466847487,1.196901396469051,1.1657045669811676,1.172746047419355,1.1784758398660597
Salamence,Bite,Draco Meteor,40,1.5828053323338591,1.5150343468080667,1.6127716539771098,1.5672053511888706,1.5915466326373582,1.6006164600302253,1.6334161569496128,1.6307944180263185,,1.6010919626780438,1.9336003482103938,1.5422513522148564,2.455897186163674,1.5061833590880374,1.4094932350883285,1.370021585354066,1.6356576547729094,1.603809042364767,1.4026445944876504,1.3672841754614544,1.3420718110849046,1.3551336165276975,1.3913669254150987,1.3620004010082962,1.335566375810985,1.3612855016225371,1.803692940983675,1.5255243825597042,1.8793877587167458,1.483411454224003,1.5079736445985805,1.553432970247438,1.6683180704333564,1.6144831405062532,1.6026123688400378,1.5671892176788589,1.5092512869175059,1.4240610864150447,1.4490480049143182,1.297159687917354,1.629351684377215,1.6076272802411278
Salamence,Bite,Outrage,40,1.4503958089384847,1.3435902790073089,1.412916356152597,1.3804011653821815,1.382176172054687,1.377476139125801,1.4178307964227745,1.4263153624561136,,1.342201691242739,1.547738511196402,1.3512318225030533,1.786137966241286,1.2954033168104313,1.2220538632128228,1.285158457598851,1.5174422972613961,1.4273902907809413,1.2836081786416762,1.2949802493968952,1.261634887001501,1.2649152308577678,1.2611644417325927,1.269225100204248,1.2360362187928016,1.2629786231649567,1.4109397962113486,1.328778600242713,1.4640201269310162,1.329109981386242,1.3521567538506079,1.366564981609381,1.3942075815637052,1.4088549867114846,1.379738543766098,1.4051920651589487,1.4762546165948605,1.2979327520582717,1.2617132551904096,1.2202918446786875,1.3944278378545314,1.4198647839668814
Salamence,Fire Fang,Outrage,40,1.5382273063483847,1.445232330040945,1.4492745571719645,1.4590317396373962,1.4300684021502368,1.483277236922917,1.4494086464553457,1.4436432265219223,,1.3332081359434431,1.474985518383237,1.330688180329197,1.7966726123472088,1.3296387009990378,1.4410741613142377,1.5362690328181807,1.5521626825099577,1.4994971384608762,1.4624042539921795,1.5136934544976188,1.4666928602262626,1.510083012591473,1.4388914643990354,1.4665561176129456,1.4193157013911204,1.4570672318475235,1.6002357993704368,1.4883408669126328,1.6496971440118766,1.4968275296837914,1.419221429879652,1.469580478569661,1.4797492984626621,1.4916510902167643,1.5353742838955515,1.5724911169924793,1.6803801362687885,1.5274795848110128,1.5088806024663441,1.49831312259258,1.4671296390575777,1.5108159194150008
Salamence,Fire Fang,Draco Meteor,40,1.7800478301739768,1.6877128370605694,1.7624043707562949,1.7156255147631532,1.7445637872185091,1.7603121178021826,1.6841409559677107,1.700334321241793,,1.5201164043663637,1.809759230496732,1.4595314015967897,2.4263675070074093,1.4863860559551234,1.8677475678055815,1.875013663191313,1.7973075807000034,1.7664212644616608,1.8204891084739703,1.7475721983204782,1.7626858800812784,1.8193585523107867,,1.756843900733958,1.6987895966677788,1.7196011559117368,,1.8800611557335454,2.5771354899637062,1.8395092714549326,1.6783526364263577,1.746794623098985,1.8405528816034258,1.787901480163864,1.9642760387566505,1.9219162124074736,,,,,1.8408940394843205,1.8206370479005267
Salamence,Splash,Outrage,40,1.6788244754150652,1.6391916332524472,1.571739103105338,1.6184206682848217,1.545150362678585,1.631270208742326,1.5721904397568454,1.6242421698073601,,1.6992335646962689,1.7547545531571447,1.6549327199397583,2.3730444087480924,1.6699347346047122,1.5933767522768425,1.650521882680331,1.7482678566810705,1.6969509775568676,1.5783093986875558,1.6827448857284664,1.5601126918370796,1.6903027118558835,1.5541476437483106,1.6152715747154884,1.5635195779161508,1.60929599928519,1.644463687192541,1.5806139911801436,1.7350200307223618,1.5850128251369464,1.53306943796194,1.6465965046335957,1.605771290560469,1.6369899317404262,1.5808715213693236,1.6323186248318058,1.8692578370685604,1.7257092187946939,1.705786622290675,1.6816091557229278,1.5985824717326595,1.631282377871439
Mega Latias,Dragon Breath,Outrage,36.5,1.1266309744193552,1.0987957014528857,1.1482190650801132,1.1079997359975642,1.1344145403236416,1.109577390283828,1.1639517501923378,1.159023395175491,1.1161724688656236,1.0558712070925906,1.084835667586786,1.0586216606760086,1.04093755425098,1.0498057956106617,1.1824902961336816,1.1858169429192702,1.191427446566008,1.1476026283452048,1.1972805120220038,1.2283725786054087,1.2000994477968387,1.1695776453008213,1.127610824090268,1.1130355116440438,1.1391052122416256,1.136280626600074,1.1419116822992006,1.0973290383172223,1.107956375212142,1.0863900882543323,1.1816995780956339,1.1431205693312878,1.1560008862684605,1.1507871695370568,1.1485466698307298,1.1336760734457754,1.136265504902479,1.1281295999195866,1.1252379718018477,1.1286303741496493,1.1910992231078013,1.2211004803129584
Dialga,Dragon Breath,Draco Meteor,50,1.0751116544640806,1.075990187631295,1.1131977923628236,1.0750325242496777,1.0607219832853085,1.073196696609889,1.1193671882628362,1.1232856454841043,1.0326546937391818,1.0174305990846448,1.0706013840233721,1.03522339699308,1.0649764622067361,1.0069492808329334,1.1049303234325474,1.1387437287635076,1.1533691539282092,1.1224868208729086,1.100588718388422,1.1473072147745098,1.131987165312458,1.128250646986405,1.0770936627662338,1.085173360477763,1.0867841028853644,1.1114354972420057,1.1098088800662158,1.0727616356738905,1.0986438605191886,1.0630346826161026,1.0390085280218153,1.0561092106705634,1.139388864249907,1.146335158659324,1.1602208605821775,1.143137660546657,1.1050934197972577,1.0897613455462178,1.1087018635512236,1.1109567355659618,1.115800880918773,1.1677732708758748
Dialga,Metal Claw,Draco Meteor,50,1.415329218489868,1.414269809347648,1.2575872044600882,1.231118834188907,1.239020311173785,1.2702728684690694,1.239814464093073,1.2318316039825148,1.0046917956396262,0.9677800543299675,1.0225407695249877,0.9833076425361411,1.0357080276766382,0.9560816503570275,1.2911875328699645,1.34096089221415,1.281377320147949,1.2722272337700713,1.3182232266253957,1.3811447121474725,1.2889857335179729,1.2848929702486125,1.2318134948856867,1.2427744035001593,1.2408961559821523,1.2581784996134002,1.4708729461429446,1.4043325942454752,1.4708896361944201,1.399259475143548,1.2310251022266336,1.237821655306693,1.4943218374417557,1.504430423700259,1.558795546171075,1.503897219713506,1.280055307101154,1.2670834950878005,1.2755414950759723,1.2678367351467776,1.3130895757833003,1.3674049114478208
Mega Rayquaza,Dragon Tail,Outrage,27.5,0.9202843178643421,0.9098348558505653,0.9446808593242315,0.9170999535777229,0.9061898765041086,0.9209894976683053,0.9595033790620325,0.9636068627483352,1.0841032273632039,0.918251804042525,1.0183904587050754,0.9029491131082145,1.1598642755967454,0.9079691949141522,0.9446656998367091,0.9802854273597422,1.031012205249051,0.9403966294345951,0.966345412550975,0.9690680975219111,0.936747253377336,0.9404119822375707,0.9380395267373328,0.9345199547175821,0.9491800336169522,0.9418411006933054,0.9638991394319963,0.9096530097986547,0.9808840649484901,0.8915739031408302,0.9260657073216524,0.9162995435660405,0.9531505888430851,0.9322305929437303,0.9522732653955988,0.9441801386273667,1.0501733401199544,0.9584743794367864,0.9725369614137849,0.9422237784093623,0.9418045959852577,0.9492150546194212
