Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Mega Charizard X,Fire Spin,Dragon Claw,30,1.9814561385783958,1.947228523930674,1.7533760294114948,1.8206159315933244,1.695400320316125,1.79471993959563,1.6852420465206954,1.818455971049457,1.7728249031435768,1.8657084427780009,1.6811004484268603,1.551135650137931,1.4616680114369187,1.5414286490391096,1.5709089568295393,1.523313870766241,1.8260667452243757,1.9746532469919242,1.8467654294899853,1.9490136295714913,1.8493286628304542,1.9932361518256294,1.7556522734111126,1.877162908372781,1.740985241813499,1.8633089407628471,1.7770736163869787,1.8946405731595901,1.9363973639066576,1.949977858899792,1.7321768153063997,1.870747952807855,1.7092571710823483,1.8276503027014028,1.943677855480877,2.0785074955765404,2.0709590343791513,1.8785184883682207,1.723754803466242,1.8145746960751625,1.8161543277974894,1.9193178091177434
Mega Charizard X,Dragon Breath,Outrage,30,1.3745584466875465,1.298972234723587,1.3775447492446242,1.310794671734915,1.3217297736000306,1.3382328728165367,1.3061820456271602,1.3143375857489246,1.2754515751602473,1.3013221028212278,1.5249956453579516,1.2981795570822685,1.322978267037166,1.2773191250475364,1.3475217760966132,1.2579361292337592,1.3866552794023848,1.422724078658609,1.4191395106636682,1.4186980212216806,1.33276190149658,1.4085013819126586,1.3279823026101107,1.3721346628977782,1.2922824087322677,1.3379551122194515,1.3511333365389238,1.3722863874597298,1.3604347842266058,1.3437601169943176,1.3156920673729964,1.3539920246827337,1.3211169568029013,1.3568301979988886,1.351906462463786,1.392168046094717,1.5001554110808102,1.3296287525300554,1.35519099917711,1.3670639665096103,1.411014043352515,1.43744098909727
Zekrom,Dragon Breath,Outrage,30,1.3389329243090826,1.2869219394362446,1.280682378970194,1.2878536323159535,1.308251882231436,1.3220291344645847,1.2853667353064215,1.2940401197337263,1.2338732790914886,1.2808170332430802,1.506045863495137,1.2655805041662787,1.3561521729944646,1.2721781455048118,1.5284433995002777,1.2630244482232094,1.322418136020151,1.3899071361390687,1.4192338460145202,1.4001705583143405,1.3474610331106653,1.3966632190279182,1.2859594773845495,1.3450715566159674,1.2807195126936757,1.314880013082049,1.3150935231042937,1.3628273308650285,1.3263151627463894,1.3132240046738188,1.2763200023285597,1.3505307175845072,1.2858554117421497,1.3392887898118149,1.348377416699613,1.3756505564161228,1.4003269183092755,1.3277194163943888,1.3268770705563657,1.3527066121965101,1.330143017581522,1.3630301042567359
Guzzlord,Dragon Tail,Dragon Claw,50,1.429087869798029,1.4806598271443923,1.4073635141159397,1.4962419256897448,1.4491460731338592,1.5230050508830313,1.422826983140614,1.508634799949637,1.4775535871438061,1.5659095736968638,1.3846850277279301,1.4313262821889066,1.4036403366687658,1.4476113057283186,1.3842917129372572,1.4545564963908941,1.503903741581172,1.635145565993881,1.5203575687138695,1.637823947594826,1.5475002714301225,1.6885506012415308,1.4567799734708666,1.591923870710735,1.444315440905932,1.5228584277012387,1.4515055056017694,1.5657431360292349,1.5023908667031343,1.532030171435376,1.4499311134396708,1.532345150774246,1.4640869076362644,1.5588976014610259,1.4630276555340234,1.5720942893623089,1.474951064010864,1.5603059748160044,1.4333184023135224,1.5467368985914323,1.5202301797906914,1.6219624914278898
Dialga,Dragon Breath,Draco Meteor,30,1.3260615189617642,1.324551558180332,1.309464623467922,1.3184887716408025,1.3367094586391388,1.3387584174454206,1.303129810367446,1.3370577508092585,1.2532175889241435,1.280921560627569,1.2777572985826149,1.2989876976298596,1.4438325348550363,1.2850275761740246,1.2587603241254859,1.2763395335924488,1.353570231673171,1.4251154041577927,1.4144416101912367,1.4367877681010672,1.333544763112932,1.4162119021632504,1.3488835303241555,1.3756478660151632,1.3003998201218265,1.3432026491149176,1.3408453142280135,1.391831514160696,1.3460188813348664,1.359258887139928,1.3356158070400124,1.3851631932316528,1.4281624416288357,1.3818977086982378,1.382060522000635,1.4231063380236046,1.3173142745077724,1.352152258456028,1.3192308167267837,1.3924601717853122,1.3426359362731943,1.407436119144876
Dialga,Metal Claw,Draco Meteor,30,1.836408056798038,1.811087741212561,1.7446802655693616,1.8020319468420984,1.5209361346857793,1.5520247604697304,1.5841019767437137,1.6073196784897628,1.5837820705188943,1.614191952740135,1.2289812568104577,1.2692748609552669,1.3998273596693676,1.2537531162786952,1.2554179969461412,1.2469591546363132,1.6456881547226516,1.7187446622198677,1.624296258282644,1.6656075951277678,1.6561732733710859,1.7448213989794228,1.5505261328914637,1.5917649501837121,1.5203712031396919,1.5589714238992682,1.5293301918545943,1.5998192046929844,1.9486847442237776,1.8754014237285612,1.5224414949353824,1.565820623277836,1.9332269626846998,1.7749935820153446,1.9934733717455975,1.9663363384772927,1.5569766624360317,1.5972040806509504,1.5528249377219305,1.5977325057282352,1.6288499955275948,1.675830128109564
Dialga,Dragon Breath,Outrage,30,1.2387923987619056,1.279693599199096,1.2483411087649263,1.279988919322024,1.30252577413888,1.310768176609605,1.243614268945994,1.2977746910195642,1.2269710998641143,1.2647105434412438,1.2073153935583705,1.2472910075628993,1.3488984621328122,1.2659345214261137,1.1983555142976126,1.2307398667406997,1.3228311045285996,1.3946876249986486,1.3351848218193894,1.40384963699757,1.3218856488703745,1.3945793975965577,1.2638398589633297,1.340420482525099,1.276345202567352,1.3126348064265567,1.2963292782612876,1.343243737077463,1.2867235265004782,1.3086841488328478,1.271233554546513,1.3372409477238327,1.3672127098843463,1.3324256082462167,1.3377319480721492,1.3685697804797428,1.275760311710225,1.3138508275640053,1.2919878800533924,1.3400994428372082,1.3203335420455788,1.373575041990916
Drampa,Dragon Tail,Outrage,50,1.3347612443399433,1.2643129402904194,1.326404852016078,1.2836029815095773,1.2650108684624992,1.2861923127456214,1.2893551518400734,1.3003293895935633,1.3083279664703127,1.3458583552784644,1.5176676942271625,1.2937155426289078,1.503985013692511,1.3063561018698677,1.5075305385896725,1.2848244031093838,1.3585755829666706,1.3967092247651376,1.3998498181214436,1.3779413762395665,1.3216304093166247,1.3919012870549736,1.283255709484801,1.3203477604919331,1.2827455950288214,1.3153051796737665,1.3104428523344713,1.3417627542434003,1.317134978845016,1.2972079886578027,1.3045828967283735,1.3393803120270111,1.3111406464779074,1.2838081558774115,1.323505583605006,1.3473857840055479,1.4943580227270206,1.3299071973831735,1.3304088741898799,1.3404216385278689,1.318703598795432,1.3514018505819096
Mega Ampharos,Volt Switch,Dragon Pulse,45,1.4905902991449065,1.443412290933806,1.4125259359412063,1.5145287134488976,1.4134622580790013,1.478075974461192,1.4003362941843038,1.4850535918087184,1.4298284064968827,1.4982011174314587,1.4598258953346595,1.4560930556624525,1.4972041522212853,1.4749923036216237,1.439458547334814,1.4725434654358691,1.4884790434698003,1.6084755840477398,1.4820611896819766,1.5766719997585015,1.4797627415013799,1.603458686430589,1.4186750689715089,1.53311056207012,1.3938645190302932,1.4604030906340706,1.4161715632062315,1.504349665817185,1.4056063498442681,1.4017995690858145,1.412945822175651,1.5205883494392052,1.4449596885571396,1.524393216108979,1.4555871696988159,1.5200206104050138,1.4633840392820008,1.5191349893247388,1.4202823871220516,1.5031944523964287,1.4435532762853196,1.5390639752725683
Mega Ampharos,Charge Beam,Dragon Pulse,45,1.4938490222912093,1.4352360921039338,1.410098827172611,1.5067887498096655,1.3990563480302887,1.464752752872617,1.3782334807666532,1.4510951899371682,1.3898087486048967,1.4549073921091942,1.4501970728703777,1.4261148896351419,1.439627193467837,1.4368564972524431,1.4161576901721267,1.448945464325375,1.4616101447551917,1.5908649636220147,1.4630620500203766,1.5515486091195871,1.4752293822631366,1.573134703626878,1.4154034250551983,1.4997033483495574,1.3851600506929398,1.4355799027022609,1.4267442419579746,1.5081444439101792,1.4212632707056498,1.387394829774012,1.4045217720339969,1.4896718671168547,1.4187905592258123,1.4830743933785895,1.4669941863102838,1.5248945175026412,1.4146626654480465,1.4747632756215519,1.3906594683434315,1.4714239365577602,1.471391514356421,1.5346512020831469
Mega Ampharos,Dragon Tail,Outrage,45,1.07379703702343,1.0380998741699348,1.009765306103729,1.0334163161148648,1.0540479409793424,1.0596343473351062,1.0244341281735732,1.0623606389589502,1.0512816406078773,1.0858228834047605,1.0962780975682869,1.0275618460441622,1.067858917838897,1.0230810866280204,1.0464303685452527,1.0136209050527485,1.085826099177306,1.1442038464449031,1.0922222389929512,1.1134024119662507,1.0854538216408856,1.1375074524235376,1.0461568778685155,1.075131268355321,1.0427276072114795,1.054710764073423,1.044791075635909,1.078888301197288,1.0902184712593634,1.0731158667961642,1.033194104862809,1.0717972600613186,1.0158873554328647,1.0439867545795163,1.0643038155174314,1.0978540549999676,1.051571502048096,1.0702578343835916,1.0663610859454198,1.0859925704143527,1.0779291769780455,1.129163063895763
Mega Ampharos,Dragon Tail,Dragon Pulse,45,1.1377958613848655,1.1191840333587442,1.0868072053759634,1.1215022023764751,1.1375213918284461,1.15386483191719,1.1116167708447564,1.1482801476770113,1.135992656108277,1.1777926513876853,1.1553047641809426,1.1206175084966157,1.1458327883827946,1.1192827981416011,1.1041955857856747,1.112491758051083,1.196185987178517,1.2550999448654607,1.1758901483706399,1.2101036934176566,1.1736581351893438,1.2309898913708077,1.1277911741896114,1.1704962982111906,1.1223547688156659,1.1444421732553862,1.1433072077703514,1.1813146126845218,1.181207229534367,1.1697813054690378,1.1205078200799472,1.1572578297822795,1.0965297388286446,1.1309528838685987,1.1594487040721753,1.1902184832556661,1.1323538118267833,1.160453615342774,1.1553634356164322,1.1850806555728066,1.1737579136726397,1.2116839102736119
Mega Latias,Zen Headbutt or Dragon Breath,Outrage,35,1.1530258916024505,1.1613472083176428,1.1411667366852996,1.1721541094822352,1.1696760749133932,1.1782278169441576,1.204790161364347,1.2284668153184437,1.1836124664079333,1.2185760335566622,1.1591733066518677,1.1488659701939943,1.138846690154873,1.1476376645666786,1.0662500867573572,1.1307823778456414,1.2382590458481528,1.302375109458276,1.2454945436433067,1.2626145231159345,1.258024331567609,1.3245066162282833,1.1928553568931248,1.2315705162162507,1.15108458362291,1.1803654797432648,1.186736548540655,1.2327758811367022,1.19594873684093,1.1854493899103564,1.217577230566228,1.2278568517871695,1.1719532445755843,1.2093465354256505,1.2104173282952342,1.2380469372808525,1.2032120140165994,1.247508797377253,1.1658869980005906,1.2106677084701543,1.2484768975421647,1.2907460965840762
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,35,1.5175620195266217,1.5049698283384,1.4740695624416384,1.5172126591242228,1.504309964891623,1.5417882820178919,1.5079646484954083,1.5562947529171895,1.4930404993037127,1.52601551725882,1.5173841361402884,1.504672632188704,1.5078804878196008,1.507560559934163,1.428080319961133,1.5136339186563021,1.5709603139425519,1.6547950832963967,1.6060027470454168,1.6489743860655368,1.5830109505387648,1.6796495979977029,1.5393762687155408,1.5957061792538787,1.4988446915498141,1.5287960426801848,1.5197384238111264,1.5802125306534596,1.593805701612393,1.58008008008008,1.5046959289013078,1.552133057787092,1.498997494548775,1.5697253102567519,1.5334011705154544,1.6030909126261415,1.5018316305952615,1.544755616075426,1.5077882669127478,1.5745939155532953,1.5706292177266268,1.6389377540574654
Shadow Dialga,Dragon Breath,Draco Meteor,45,0.9590345068288068,0.9805156277267008,0.9337911145437567,0.9708508456355154,0.9818836783467297,1.0265233725995,1.0221434286573008,1.0349189522892779,0.96590046969886,0.9889925920431057,0.9331856130728381,0.9647982889294873,1.0713499548277923,0.9565823653334996,0.9556843420322044,0.9517564026929485,1.049874055415617,1.1094712489594707,1.04352633088313,1.0712609240336286,1.0276211102158679,1.0938805364602082,0.9997711544410871,1.0312480134934123,0.9893561179019664,1.0220612403417686,0.9737481367504928,1.019164302543636,1.0297379163550167,1.0444440723251132,0.9587990452904878,0.9957188458105328,1.059760373575451,1.0108082111208239,1.0752960315248459,1.0990790130338126,0.97654310252321,1.0148445334152325,1.0023564068107904,1.0487918784233292,1.0084478766013696,1.053539660295974
Shadow Dialga,Dragon Breath,Outrage,45,0.9100856930297492,0.9422853311535034,0.9151392514671808,0.9483592708033308,0.9625832181625562,0.9854227890121258,0.945289241429169,0.994222482159756,0.9343289847693486,0.9775594878832531,0.9063853230334235,0.9201237123424735,1.005404567926324,0.9356643131510481,0.8852547196002222,0.9272995037479179,1.0223175965665234,1.0668144128171586,0.9993245588878995,1.039639714428026,1.0105848223894613,1.0724842237193737,0.9408752071264203,0.9992223488877682,0.9480053963452026,0.9893136012427947,0.9610713083617829,0.9931778621916622,0.9611916749463217,0.9990213261588726,0.9280547793689603,0.9727485737571312,1.0064179846553298,0.9770544862525143,0.9902262607669922,1.0430161188922231,0.9524266330189343,0.9831989520852837,0.9642104577760864,1.001761411284483,0.9860361569118539,1.0292594690758023
Mega Latias,Zen Headbutt or Dragon Breath,Outrage,50,1.0156415037152016,1.0424074873481084,1.0243884988433167,1.0498685545402344,1.0265300250631568,1.0576169877311938,1.0567902588409221,1.100469918322753,1.0813846843778767,1.1374627831933453,0.9929069969983352,1.0260407594495733,0.9972454007851311,1.0314917694024188,0.9761026860077735,1.0230969773736813,1.127475378644555,1.181825061350688,1.112768478408525,1.1516082290613257,1.1239035651632294,1.188387743168056,1.0516089114155793,1.1019697669589392,1.0671665099546217,1.1098041780793917,1.0565754676155215,1.103520700100976,1.0692346621714652,1.103348701861713,1.062514553498661,1.099582314588427,1.0391903265535585,1.0853510718846777,1.1185487163865682,1.1531554011575529,1.0571440993742853,1.1039496616108728,1.033040213839147,1.080184066917912,1.1193436496814653,1.1765009888984963
Reshiram,Dragon Breath,Draco Meteor,45,1.282123864544394,1.1704400378408661,1.1217682120298738,1.1785530175584717,1.1628888988675843,1.1774977090578282,1.13521016355757,1.1909322415956916,1.2113080084835774,1.2318459536100725,1.1093480999582765,1.1587054358085256,1.1288906953300588,1.1583643032916353,1.1920027068295393,1.1504589464186563,1.2608793418449529,1.349235143403855,1.223325736193078,1.2734970491902253,1.2969159823770422,1.3404667074288044,1.171807922294219,1.244178211360063,1.1475851355218512,1.183325293324067,1.1879655719574937,1.2522440736644707,1.3057611514860585,1.2057131480923302,1.1992883339154732,1.2477854426204058,1.190544277594897,1.227599608746657,1.2066970853776304,1.2604364480105774,1.1333149553563169,1.1879197486780808,1.1677977194831846,1.217300224638877,1.223560630907302,1.2619338680342287
Garchomp,Dragon Tail,Outrage,30,1.3285321968827208,1.2949842482801692,1.2726305419442188,1.3092921758305462,1.2828294923671295,1.294903713904148,1.27910589611434,1.3178264348348787,1.3213289813974975,1.3588189079922988,1.4205956340156283,1.3031762556559712,1.344000949723031,1.3060905013612025,1.52750642004442,1.3260254719600224,1.366249013524178,1.4213467962508513,1.4411875688648061,1.4059929361689283,1.3576725200334478,1.435486298016941,1.2914284624544958,1.34557586442172,1.2910314377989454,1.320662278729406,1.3246852911477616,1.3726499014280904,1.3536770971715208,1.3376685235421295,1.2779524197617107,1.328741704505763,1.2605344312690712,1.3034423145039953,1.345564550103376,1.382987342100317,1.4043195029805626,1.3678811549263463,1.400353404889965,1.376096672178795,1.351968355248119,1.396314738066132
Shadow Flygon,Dragon Tail,Dragon Claw,40,1.318623768105293,1.3154256638224786,1.381628456061626,1.325718730565243,1.4377853283240283,1.3363934666154427,1.4180729693395555,1.3516548679395481,1.3095207588013744,1.3396996692214058,1.3669565710535805,1.2955282889699957,1.4313754685736246,1.2850939763011908,1.4296246009161577,1.3199654705719046,1.3973362450135673,1.4613960930152106,1.351048254418668,1.4131020482091377,1.3688706792610243,1.4509530530650652,1.328213267109384,1.3825937525162417,1.399993458975512,1.3376591308613712,1.4058316103284128,1.3990748665672932,1.3992784606167505,1.3663626451730542,1.334992432180696,1.3479717274032676,1.2769059789620087,1.3357369633671183,1.354272122158778,1.4055064780188085,1.426600641625748,1.3792714920573836,1.373447258137125,1.3943383369089197,1.363447528747627,1.4093443453889503
Shadow Palkia,Dragon Tail,Outrage,50,0.9176208014548527,0.8842932850831672,0.8717173032858613,0.8908314727945507,0.8967537640470927,0.9015119386775899,0.8683355468638942,0.9070418702505554,0.8933062011713812,0.9246652594808024,0.9217480950972807,0.878695875850168,0.840985780312161,0.8708577890367353,0.9256381003609107,0.866111708772904,0.9236635279618598,0.9675181889925514,0.9827668181063499,0.9536134212790365,0.9265976757962426,0.9820627546443123,0.8867659460856815,0.9288565774027724,0.8881304934385349,0.9166542659744082,0.9131124681444438,0.9317940087512622,0.9222772958832438,0.9133092200006698,0.8806079481507354,0.9171202507082702,0.8831081893484202,0.9011110425081809,0.9058564660284786,0.9373489056393438,0.9629705347991312,0.9216607894142852,0.9415691940504938,0.931028792170308,0.9206893467306717,0.9517775326237117
