Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Salamence,Fire Fang,Outrage,40,1.561882100852515,1.2432942635476882,1.3799937134218443,1.2629003743673923,1.3232465385662007,1.277540178625824,1.2789077225506031,1.2818092004329458,1.511706898158088,1.175475871232222,1.5252612241366472,1.1677931213492505,1.4234171120210994,1.1652771029983344,1.245580047783267,1.3603982659646923,1.2672746894480251,1.3472861606266886,1.2477804635074106,1.3591811000824767,1.2378934342513996,1.2971644340098405,1.267939986100323,1.251567801806958,1.2516555272395056,1.2725046881761792,1.3566614942079627,1.331422500567482,1.3512642706907794,1.331201263811457,1.2857627973764894,1.280278553964373,1.2642617367878881,1.2853744690945605,1.3400263139133195,1.4249243312960573,1.520522588260543,1.2749286774146997,1.2318057665170197,1.2732309267448243,1.261327608654601,1.327946569665166
Shadow Salamence,Bite,Draco Meteor,40,1.6428756193897187,1.3364031458851975,1.4317548700191758,1.3448171487208143,1.3921462311088366,1.4226239069423627,1.3149317368742266,1.3386704116693025,2.070338608864026,1.4032033962157149,1.9560330551905782,1.3816417733260626,1.9738816976679625,1.3587763742365353,1.185792586026097,1.2675733235316373,1.3753377205560504,1.4975548277059152,1.2047345032447805,1.2625729289881655,1.122864637851903,1.1510740908686385,1.1004145374269245,1.1133314255345244,1.1980631821897387,1.1810164927633793,1.5169984110504557,1.3744301922740585,1.5257455660975228,1.3316017156975302,1.3687201653277448,1.4378953700469592,1.4237397190385046,1.3770102915227358,1.461993894653609,1.4220952615512246,1.3922251906560938,1.2236892740452394,1.1351852288431379,1.1497491476408428,1.3607143922001252,1.4026854308914
Shadow Salamence,Splash,Outrage,40,,1.4274224765315275,1.6055970502976145,1.4349663468494764,1.3814481769849682,1.4049887698862367,1.3708724327568593,1.4244587336001593,1.9440175319914286,1.510110871211968,3.2516222758341766,1.5013853481076969,1.8160635584397558,1.4722766865630206,1.3427876455389671,1.4643625474319195,1.4351916139646508,1.546080932184203,1.3633354095356736,1.4981133225523193,1.3446032707963402,1.492077281992821,1.4069678263357999,1.4012983933608603,1.3728807039476847,1.4390844833389431,1.3541124767890567,1.375834942749441,1.4036646858381476,1.3767682798019782,1.3749223813404743,1.4812842007218534,1.3999785525576074,1.4137244133637064,1.3987594869435027,1.469385771043029,1.8541827782320879,1.4516412520212691,1.3761067758764116,1.4622093643314777,1.368247910392876,1.433614597930767
Shadow Salamence,Fire Fang,Draco Meteor,40,2.0511032062418706,1.5030279236754096,1.6229466755144433,1.4873844342329128,1.5993286300885818,1.6308257484373285,1.5742085422476086,1.605822175316027,1.940471030490596,1.372824198036968,1.8517667464138898,1.305995931483117,1.935714967379234,1.3176316976679623,1.5454103198884335,1.6539453627528349,1.4758312831117082,1.6187304725823737,1.5351954392120335,1.6125520717261241,1.4782511961418334,1.5112452164921366,1.4870250603000696,1.491113200605045,1.61188248305044,1.5962706159542241,2.122432841763697,1.7871756514879191,2.206076581830873,1.703030024706779,1.5242121706058136,1.5590799278146465,1.6371255227814083,1.5349609559060082,1.905457868573021,1.8169497896831313,,1.6128210441404471,1.5558145095833573,1.5575658171702238,1.5315602731148812,1.5717622270590457
Shadow Salamence,Splash,Draco Meteor,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Gyarados,Dragon Tail or Dragon Breath,Outrage,50,,1.2937168519867253,1.2191687414037695,1.244250192505667,1.1918927920134192,1.2454358624443063,1.2025420385537458,1.2524791535304967,1.1749006533988489,1.2016199268420138,1.1823609068245244,1.196993080301899,1.1558118753470294,1.2016739832037757,1.282554783191533,1.3487681214257141,1.2898510256139346,1.3102425550541108,1.2963559791770238,1.357984902770873,1.204257374971924,1.277093830917035,,,1.2458469971630524,1.2845160359667258,1.2042469979272954,1.254471944063022,1.2065413264509492,1.2376663574492317,1.209463655062677,1.265645011060659,,1.3191671893126744,1.2828227181105831,1.3036502453156698,,,,1.2772443399647269,1.2746156216146376,1.310693024041663
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,32.5,,,1.5140774446556602,,,,,,,,,,1.4578055594114383,,1.5861536632036408,1.6730327239705516,,,1.6447065411802353,1.7422385270772975,1.5944644802027403,1.652991731894714,1.5327877028739627,1.580831527738032,1.5686031639178726,1.645062268596432,,,,,,,1.514283671672153,,,,1.5648859763701153,1.6083844278097028,1.518975305440392,1.5909922167849362,,
Garchomp,Dragon Tail,Outrage,36.5,1.199819113435689,1.2311275323660367,1.2329027526231495,1.2456887877714413,1.2062015409421922,1.2445890346975992,1.2086526757324505,1.2370824383878505,1.2732487250013167,1.2304436063727655,1.2829591116065409,1.2257081171137272,1.396576554691838,1.2359973625763465,1.245435184484492,1.3225132701268094,1.2923339320483602,1.3164686882103454,1.2868435438678696,1.3528039207843092,1.2342213106069917,1.2793462645200389,1.217856996852132,1.235540656555333,1.2376746646150887,1.2837274606914457,1.2944394208334729,1.2696953459035243,1.2547057688951753,1.2216648144236155,1.2245556331742151,1.2662514068382038,1.1982718560811623,1.2387912741405587,1.2563597358238652,1.3006947910117894,1.2298076602861785,1.2706169449881777,1.2490505330823125,1.2804348631454159,1.2694375701919158,1.3134062832324558
Palkia,Dragon Tail,Draco Meteor,36.5,1.1414070626480253,1.1812993379111454,1.1660005887430336,1.170198293310449,1.1428255209919866,1.2066259701965372,1.230331992460541,1.2380400441038126,1.1841547741054756,1.1738697172115709,1.0976725749365677,1.138154519132291,1.3234856503331485,1.1668430732926154,1.2704078874822975,1.3234992054139953,1.2781949496626568,1.2653200609783708,1.2781958754050022,1.3109941580618556,1.217848258442918,1.2438794407692602,1.1860856056579863,1.20894812149953,1.204108284848776,1.2332413328845506,1.304849459124552,1.2260810996870477,1.2707532353022217,1.1612516876842676,1.2010153490899211,1.2168907905460473,1.2173275836856454,1.2357756337556747,1.2347252918187062,1.2706768379231452,1.2494440353597212,1.2579148643298268,1.4000424355299894,1.2952390254197805,1.2295138992416788,1.264925410218949
Palkia,Dragon Breath,Draco Meteor,36.5,1.1718018760101487,1.209584419539418,1.2125894548472345,1.2244125458812103,1.2362547875213736,1.3065130598303094,1.2246167048247818,1.2570412680857665,1.210969242049234,1.2267755799775586,1.1441144335767333,1.1902564855821178,1.4260567046085508,1.243603813853415,1.3416784683408827,1.4025642966021987,1.3540481185757627,1.3559838799752464,1.3382933616763524,1.3822802796968363,1.2572308839795396,1.277538808392699,1.2774391889129635,1.3209173786844366,1.232160407751118,1.2858643073520217,1.4004283093502423,1.3217529797455447,1.318884612911818,1.196399606895855,1.2427766134978848,1.284181317188652,1.253174058993465,1.2768897308995901,1.3167942394566112,1.3608668036372826,1.3230802106190171,1.3485972299824978,1.391466641519686,1.291601694277827,1.3188924336841688,1.3585576989971873
Reshiram,Dragon Breath,Draco Meteor,50,1.1003315030646146,1.152944543408189,1.1196994416919877,1.1627774701013336,1.1213400592170193,1.1760284794060427,1.176920184912315,1.2196280511037756,1.083187841029235,1.1278563413715301,1.1073086418759444,1.1305587470094791,1.1343285848139923,1.1274248681288175,1.1780564534437465,1.257454514005254,1.1968929708843374,1.252920622462379,1.189928704354501,1.2429880551698391,1.1605012565316337,1.218606839091907,1.1329234291320878,1.1666620334409878,1.170811174688657,1.2234687695340674,1.2757013519095304,1.180479736241818,1.2267053647694186,1.1409682485740789,1.14659981759615,1.1751683354678464,1.1675207731478021,1.2088135989783217,1.1979473851358795,1.2371363203297665,1.1157979063907257,1.168547942468298,1.1543250000280658,1.1934858093566976,1.2139797449735135,1.2399395728356044
Mega Salamence,Dragon Tail,Draco Meteor,35,1.0363295804569128,1.0886472583577482,1.0748668259931713,1.0759229045986818,1.07515443944877,1.1153614959405067,1.1052472747013384,1.1177964615794425,1.1505612424705203,1.0630673693506116,1.1303575345029144,1.0588285005442797,1.2389037340366464,1.0873711653248197,1.1269197089761191,1.1788564447951912,1.1420048903445883,1.1522798967593921,1.1351569628016922,1.187292498814279,1.0881097780621867,1.1235766018129654,1.0611340501206001,1.0870659417031192,1.1006799057556378,1.1312535461845459,1.1890310384734177,1.1029821643204543,1.1793859125435124,1.0795080687381173,1.0840779873481585,1.1108467225521015,1.0967214659651836,1.103087456820774,1.1168992358595122,1.14219559144733,1.085567675975297,1.128967145357464,1.0897859475528284,1.1157591862257412,1.132472643787829,1.151723863760597
Mega Salamence,Dragon Tail,Outrage,35,1.0468415481394917,1.069369813958352,1.0543489649598108,1.0723305742240317,1.0596130179966126,1.0810781721517548,1.08288431516018,1.1007854727166668,1.1145615179269475,1.0598591121391219,1.0962157963890402,1.049971126005308,1.1497475360910607,1.07934177193226,1.1063923633258017,1.1531226689441194,1.1153683606780072,1.1354995245498318,1.1145930357697282,1.17299527425871,1.0600062720634664,1.1068433297876399,1.0382420996688606,1.0685581129144353,1.0733394239553782,1.1143568783959223,1.1019718603361726,1.0818625316766581,1.1099791507848304,1.0592044233400992,1.060571661427407,1.0839542826095392,1.0558803362698999,1.08663141920326,1.0914246456371401,1.1277488641592834,1.0860912633070738,1.1111855275281128,1.0632323075834986,1.095884090380943,1.093125416182156,1.1355039406859675
Mega Salamence,Bite,Outrage,35,1.2573414077964677,1.3241373490395216,1.2560716204237286,1.3090984082317585,1.3040131918298383,1.362036123194145,1.3603092661840424,1.4210573787903822,1.3364578733953651,1.2634659710041602,1.3692309859211609,1.2873938352512238,1.5260662479178235,1.3110923618822878,1.2225532696943815,1.2933243964930108,1.401762939036723,1.4608432825683366,1.2387727929873884,1.3266952001630485,1.1441832968169279,1.213792606593295,1.1349380646743796,1.1815804750419034,1.156349473481752,1.2125152666249939,1.3423553665189352,1.3409636402201457,1.3562717562019526,1.3149260174325155,1.3265756587883726,1.376785229169092,1.2955717530684465,1.377234514784112,1.3423012359761748,1.4112910020675218,1.1489115673947552,1.1874618410292654,1.1532439043830962,1.2067766622547187,1.3561525388353857,1.430374588787183
Mega Salamence,Fire Fang,Outrage,35,1.3090316698251492,1.3897463368636178,1.3329774265276966,1.3886286112483182,1.322074788902292,1.3857635461978042,1.3586857198733533,1.4145193594831627,1.3146644090041846,1.2585887719099258,1.3359806192113677,1.2614857129059713,1.4622822390338701,1.2765520891171573,1.3869471681387227,1.4949351898898389,1.4325804114530662,1.4896646189606508,1.4259586245254734,1.534065908948051,1.3281242716142512,1.449965461272127,1.3487952250521238,1.4226973549732227,1.367208732028658,1.435995576285041,1.5117273407236231,1.480130688309127,1.496767912414927,1.453779953525538,1.3589960026390344,1.4096349012302556,1.3432825635542962,1.4430164202918803,1.4803196557154985,1.5522130260352192,1.338551013687276,1.3881863526869467,1.3134649732869461,1.3994620342335728,1.4032718129143187,1.4827713010723833
Mega Salamence,Bite,Draco Meteor,35,1.3825824217151936,1.513864606590068,1.3850396071054965,1.4363633642173959,1.4784536153655574,1.5795530699028888,1.5899314839853933,1.6349684563328422,1.6330089968930137,1.4347715129444267,1.6559447229001965,1.4295142528879023,1.9824164526651862,1.4799113339811216,1.304729678598069,1.4026378093209801,1.5654762803193818,1.6540156672150697,1.31786467351242,1.3978479877027867,1.2285213610377723,1.2805032059567651,1.2030235885695597,1.25486447814889,1.2333298071837284,1.2881819493196134,1.7406830622444005,1.5106314492931594,1.7172295342450654,1.481962214241759,1.5705238289284744,1.594748127449839,1.5243672192091093,1.5604541658407234,1.521323343552119,1.5861067722679871,1.1906653444390585,1.2494347847001492,1.2347650272855968,1.2770467565446701,1.5342337775922557,1.5753898446584573
Mega Salamence,Fire Fang,Draco Meteor,35,1.5249507882141213,1.6272360863192152,1.519961548760064,1.577816362066987,1.536052117475519,1.6672230954498746,1.5809252696637928,1.6626943450684992,1.6128885252143903,1.4073251155499205,1.6241330256123399,1.3778348327018612,1.7958621078567465,1.3961666261799002,1.6416017124139197,1.744614652814564,1.6446425067544113,1.728551914630281,1.6604209166909525,1.781947325413288,1.6232841880432434,1.6814109600071196,1.6164457708188547,1.6924622869056867,1.6461585805645045,1.6886608645477712,2.293687739784394,1.8212245702952021,2.5276008707073117,1.7766488790102593,1.637123064384678,1.6829229246710908,1.6771412509058294,1.6920179768562598,1.8595219423038285,1.908675813884154,1.5396936551576128,1.6236535664992915,1.597950296543525,1.6553684874652406,1.7116690022560799,1.7786656330441177
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,36.5,,,,,,,,,,,,,1.4016778872848419,,1.5692284407736132,1.6460730154268601,,,1.5672813368457343,1.6673200037333546,1.500716201841783,1.5578407150152351,1.487278524998978,1.517695924124116,1.504593931817089,1.5671471846900995,,,,,,,1.4467047304608924,,,,1.4887696992795587,1.527740877924596,1.494001210198448,1.556686795477585,,
Mega Latios,Dragon Breath,Dragon Claw,36.5,1.0224071855628305,1.088876577024471,1.0468050711730454,1.0860013870386724,1.034041663112833,1.1018589595187906,1.0225256513573386,1.0684308753662675,1.0666118454365379,1.0619047811944278,1.0519148388187216,1.0648608514910851,1.075769537756802,1.061968611188229,1.1112787969859785,1.194456276148366,1.1229793367847494,1.1652793081068027,1.0917738577553777,1.1712466928382448,1.073351358452665,1.1360359711315566,1.0368946486243409,1.092050202362945,1.0796903399528777,1.143605327691494,1.0929982026636302,1.0997391443488098,1.085147459977773,1.083325220202614,1.046369872317305,1.1081106648038188,1.0728140669225195,1.1343747258139467,1.100284527289343,1.1492050735298882,1.0821689836485342,1.1487607816437313,1.052591991360216,1.115393207845409,1.1096534382857768,1.1676853811980084
Mega Latios,Zen Headbutt,Dragon Claw,36.5,1.2166841254611598,1.3137574689089753,1.239187667662873,1.303961043172826,1.0702257801172155,1.1271338231531234,1.0889873656738813,1.1325348227923648,1.274316118656907,1.2599032661840779,1.2570449528860914,1.2678359796131486,1.2891123854802888,1.2605843975569129,1.4500989178495367,1.5737256894520057,1.3190383831675547,1.3861410049356255,1.3148151322769464,1.4178309590340517,1.2605576203452178,1.3401789233240242,1.3791586607252362,1.4681901802869874,1.4064316968793575,1.5132894167427993,1.325773729119454,1.3194160703454383,1.31400571286865,1.3028702113394013,1.085152520665968,1.1389786354639655,1.2496742263485079,1.32772666859477,1.316930345904816,1.382987342100317,1.3874823774935152,1.4948372068928515,1.3818512892879475,1.4843656505714764,1.3105737599014082,1.3868431775942436
Latios,Dragon Breath,Dragon Claw,32.5,1.323023777593915,1.3756606670788287,1.322057407435126,1.39276145429508,1.2965481107821275,1.3785482488739425,1.2782367241792072,1.3394670114946405,1.4277433232197616,1.3334521576744998,1.3224450538947699,1.330590136160503,1.4109132079400335,1.326242365352582,1.3965730100215132,1.503272397055167,1.4368292756554422,1.4875250932033266,1.3947508271475837,1.492282813044646,1.3504473083100603,1.4278204155665835,1.3162781570663507,1.3970745267977598,1.3595364716064815,1.4455642640765494,1.3849909388942845,1.3884237397248549,1.3810795668506664,1.3620617761327,1.3496065704195288,1.4208896068614894,1.367609162607359,1.4354350743673816,1.4000946263877996,1.4706010071877167,1.359908936507173,1.4005544845347473,1.3675635382250948,1.4287324462286826,1.3739725891250982,1.4495959927248874
Mega Gyarados,Dragon Tail,Outrage,40,1.2658115220705457,1.3019062802127344,1.230226799117218,1.2684302347820735,1.2478565307274594,1.2996165921377019,1.284633968702478,1.3352260657578405,1.1962039673827185,1.2322138190008225,1.1897192481895904,1.2370705873594279,1.2204461063298169,1.2467357544419768,1.3508502610782585,1.411024745678425,1.330535975729401,1.37679803178724,1.3483334190481089,1.4259681483894193,1.254124517411333,1.320436755987066,1.2666448632517069,1.3100314786803484,1.303684185219022,1.3602961965668123,1.2762744156796202,1.3029590929219181,1.2537432148203935,1.2832186779576953,1.2739113983001513,1.324800131951721,1.2986588849279723,1.3243275739368081,1.3365653213732491,1.3706599866486056,1.2929850398333402,1.3370699830897943,1.39896133988502,1.332381340491242,1.3177594243517496,1.3727501316874882
Mega Gyarados,Dragon Breath,Outrage,40,1.2856173166780716,1.3195895012410725,1.2822291075221068,1.334652184253286,1.3066186594534,1.3753457372275224,1.2488476698822888,1.2985951182339592,1.2247319363371587,1.2714501565645724,1.2140579129836393,1.26679571095421,1.277684272626319,1.3133003366185454,1.4249575680262916,1.492232516405228,1.402181787994506,1.4738955217122245,1.4177985778966355,1.5105933938670126,1.2918840346319613,1.3727639881847886,1.2880487306324353,1.3446743796247087,1.3235678222820597,1.3885618117997787,1.2944859357498761,1.3243038577611068,1.2751545321785134,1.3095786988987572,1.310394593860364,1.3717012069701555,1.3261701042150724,1.3727305518816881,1.3566734287806805,1.3939665955888547,1.2975141627598048,1.343505666954054,1.417339965849502,1.3674557654505184,1.386942564377789,1.449983601180715
Mega Gyarados,Dragon Tail,Dragon Pulse,40,1.3744278499265263,1.4157437354726625,1.3282807871860245,1.3731134028848409,1.352599172261416,1.4154492248581512,1.4040135143792591,1.4607786278589083,1.3001907940841684,1.345438563089649,1.29649870117327,1.3463470875495736,1.3176794142143256,1.3541587139089395,1.462857698835688,1.5315293888714716,1.446315638537123,1.4947625013206949,1.4626426436722495,1.5452412109021574,1.3627668275648714,1.4315751778850432,1.3685556600302522,1.416874207922816,1.4038544020772226,1.468232918209357,1.3875957742128746,1.4221489147139705,1.358909595231316,1.392317936754319,1.3790992354562035,1.4359743082236969,1.4042485433612042,1.4458403335402252,1.446046755805588,1.485935667018815,1.42113997728038,1.45933317545541,1.4990597948051279,1.4503116990714702,1.4296093105538825,1.4886549986582784
