Attacker,Fast Move,Charged Move,Level,"Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Muk (Alola),Poison Jab,Gunk Shot,40,1.5737564444939283,1.5988154375637242,1.4886612977557618,1.4622464158196222,1.4891660955298163,1.4622102830747077,1.5693561921040335,1.576545418236756,1.5963841844162199,1.5678626342997166,1.509385400958386,1.5263298170908903,1.5821156555351088,1.5626077752043905,1.645384508618376,1.5980040183025737,1.6753793329449203,1.661154621186596,1.5752208136107835,1.5750599908266314,1.4112670457305918,1.4220386402551284,1.5617380466867865,1.5715816105746196,1.6088564002289902,1.6764157048546193,1.5975699008571593,1.6606995617381415,1.7144837711873633,1.7584484746678672,1.5832995809575037,1.6292669753523952,1.5545308710962635,1.6315652828807627,1.7890556895668834,1.9013559712572081,1.5119570647903822,1.557472950092834,1.621547117899382,1.6484378075669748,1.676388336473995,1.751193756380782,1.5684604370024822,1.6427124138045874,1.5669002199977704,1.618130233189426,1.6309330607984587,1.7140038429407891,1.5490037589934273,1.603253340892911
Nihilego,Acid or Poison Jab,Sludge Bomb,45,1.0808649207054173,1.114106353308705,1.0480637942503874,1.0569936222751612,1.0479550508963573,1.0564603620288207,1.1288951780364125,1.141233796470801,1.1047453970138241,1.1139462359985404,1.1268744718076114,1.141069810524052,1.0840734362588333,1.100005490557105,1.1523576326106382,1.1714713665831453,1.1245950923853876,1.1450902137301537,1.0726070967674852,1.1394545350215106,0.9858725408959297,0.9944772409987079,1.089849489454523,1.1234180221619814,1.1666806979219588,1.209889948594361,1.1276080519919205,1.1880646430581523,1.2389819907884052,1.2889510354135754,1.1162947222354982,1.1646566451812543,1.1344522008978564,1.190469745168747,1.3147470808612132,1.3888197237404794,1.1258130505738442,1.1640806484158426,1.1326424939907085,1.1712155982194234,1.240850820896135,1.2666011979988312,1.126503617850458,1.1801621857637956,1.1027525955798523,1.1724273737315554,1.1495398796857224,1.2112490926044228,1.1247332264717038,1.1645462792316834
Shadow Venusaur,Vine Whip,Sludge Bomb,50,1.2432849129199142,1.2937107106699155,1.2863696171175445,1.312037269757075,1.3546075421160544,1.393786305952996,1.4443674442396046,1.4941031545981427,1.5755665352578114,1.6161318473304485,1.1450719892463066,1.1437828745779521,1.2986826806764504,1.3233024768628268,1.5148977560734345,1.410259215280763,1.3677497261167082,1.3939431702672984,1.3556148371341965,1.3858229478246369,1.1969950017353408,1.1817670842489838,1.4703928533914945,1.501874112635284,1.1861901335141047,1.2385596465002147,1.528179722831108,1.6422384393850962,1.5225353384883082,1.567168842267438,1.3050594338835513,1.4062231415469335,1.50464769679459,1.5950362878010529,1.5643733377545648,1.6544704101138283,1.327822182841641,1.3646474885213573,1.516905032671727,1.5890140182832118,1.5074097384475342,1.5188842341181459,1.4731253927183987,1.578778663285314,1.4887419357776872,1.5474500001860148,1.5457610397462591,1.6702348747187619,1.338283609601631,1.3740109750919949
Shadow Vileplume,Acid,Sludge Bomb,40,1.2486922879863669,1.269945614357748,1.3479023439489068,1.2311316659752807,1.3471431410469428,1.2390012400294796,1.2003157187106712,1.2177521576991404,1.234383775351014,1.2276060461441594,1.2214242802260018,1.2259586037602257,1.3619966888602582,1.2722572739234335,1.3892633450304603,1.3240698806600637,1.3695235620106445,1.308030742149458,1.2343835723531154,1.2499795312955515,1.3608267415882944,1.1560586746505763,1.3167411159888553,1.2932756580368954,1.2745305996055631,1.303109429882035,1.2150550049800084,1.2752222137197078,1.4666852124730723,1.464636943076602,1.2690345173396755,1.2679439780766169,1.2073454630418687,1.2698380621905914,1.4278696855061825,1.490140185894074,1.256350937058331,1.2648623863013881,1.2314456056156895,1.2585517055945532,1.437186525055739,1.4372954026099785,1.2354816447724313,1.2730219735029074,1.3338952690537196,1.302002583937892,1.2759015950879031,1.3071174025253434,1.2352568711730567,1.2541982159149951
Salazzle,Poison Jab,Sludge Wave,35,1.655092466562434,1.6072409984030516,1.9268228784059063,1.5738711123060216,1.9598298482496153,1.578899114446891,1.6278894511339275,1.5973203755772185,1.5464325102567085,1.5171818615675219,1.757476197364597,1.6005788157169547,1.790713890982859,1.6351449984765716,1.841070616084855,1.720209234480278,1.8297327015052605,1.6902402160911656,1.599874453477889,1.569458613357919,1.7588318512476064,1.4838205305982322,1.6512285803801394,1.6319085514958809,1.6262271979900411,1.6461568208738226,1.513126046054549,1.5660644622413646,2.0716534093112613,1.894718638197465,1.6309675888085762,1.6029120739808878,1.5212888558869941,1.5830343376814673,1.8422561923079055,1.8626701736258091,1.6274006574506472,1.5969369121980421,1.5818440518693508,1.5596817790797637,1.9412303221251492,1.8886534693087886,1.5190525384027955,1.5622399230037844,1.6315537020214932,1.6179726979033822,1.6543741909639265,1.6275701765899095,1.5240706450048414,1.535053242128727
Salazzle,Poison Jab,Poison Fang,35,1.779142948210538,1.7714369140104467,1.8923281396231686,1.711327899963669,1.8977673842825626,1.71076148101036,1.7723362608687847,1.7692201651343962,1.6915978006729524,1.693628127644386,1.8213613171516736,1.7409383100583335,1.8799188111205765,1.795913747837014,1.9496551950111662,1.8729377088417332,1.9082732695469589,1.830268219230187,1.7535520230512658,1.7357322731969345,1.812002062545816,1.6180902098057894,1.804426852358551,1.7601206565139655,1.7841559797305706,1.816359632298144,1.6956305577956412,1.764254302058519,2.186093463178876,2.0593757377239834,1.7850973405017978,1.7722034604015777,1.7129364611870246,1.778607929175649,2.0412240457989106,2.0848047472538376,1.8025922069807763,1.7815040479049697,1.7589636795599208,1.7441964162313552,2.090399774235376,2.0159138706229833,1.7003017159115037,1.763274092280512,1.8151213092259872,1.7817435846384622,1.815012910365179,1.817538222580792,1.6863716766592947,1.7125269125779141
Salazzle,Incinerate,Poison Fang,35,2.209600032132087,2.2542329423068113,2.4384096123466805,2.229326663282868,1.9264830584639259,1.7770137851540153,1.764920098293468,1.8177676499766346,2.1241277085530723,2.209665569142046,2.802338249387019,2.7213320498331877,2.4363380263208327,2.3563280051908206,2.53310650153278,2.4725588412149873,2.414903689060302,2.3524901929248463,2.170980653126898,2.261178897247104,2.457994821088108,2.22773737596608,2.600448842758376,2.6716695646065673,2.6432846168149586,2.746978033642802,1.7214740764118464,1.80855909395998,2.7271658218092973,2.618088886749595,2.207898096447009,2.2367168875017116,1.7157754390793678,1.8255252241427675,2.5459210059520174,2.657164173794869,2.22537155695537,2.229850356880339,1.799267465336809,1.79801144033972,2.6728297201437736,2.6348098741195116,1.7205301196494924,1.805759541385147,2.2535450891517583,2.300935628747316,2.2808531602247544,2.3576549041659645,2.117534124813548,2.1948235967761383
Salazzle,Incinerate,Sludge Wave,35,2.1765719823344245,2.206145651467407,2.7085778265244764,2.2414354358939175,1.944260951922239,1.6781609165781128,1.6373998209723621,1.6787688194723713,2.0144925385704378,2.090236415626291,3.2456804427541326,2.8989728265397456,2.490651376903954,2.3767430360570754,2.7497687038278746,2.5760613471448526,2.523419284815782,2.349931128278448,2.114915119382804,2.131851422237986,2.611567113399488,2.41304962859949,2.6924713964325027,2.78763925472427,2.617234615277621,2.6618931726107946,1.5548950258931755,1.6401978359037845,2.73090142418799,2.5601887474600535,2.1071891750460314,2.1283205249817536,1.553113858552435,1.6455597160795261,2.3675581583960588,2.5366290437705183,2.1101266892314428,2.078686613153299,1.6237534332327155,1.6297808734071433,2.7112141720026224,2.649737969267949,1.5696075166744814,1.632965161732367,2.1656278275050194,2.2061780259058312,2.1915397764276823,2.2435328432101307,2.0222971306430186,2.075018177173631
Victreebel,Acid,Sludge Bomb,50,1.3328553715642004,1.3740256051206796,1.4027111234036904,1.3345404466837472,1.3971895041733255,1.3348366076150462,1.3473938808824413,1.3681773470424252,1.3475498999394424,1.3431915106938468,1.3411634538813142,1.3233843117695714,1.4258811624741023,1.3625056301231528,1.5079562149022425,1.402307339400566,1.443881588687593,1.4120330181885488,1.3504179813428627,1.3665009529597207,1.4314600107958864,1.2458363899757696,1.420761543894721,1.398442210960209,1.365933368862912,1.4160510300893558,1.3676337346168006,1.4394521855059497,1.541150184966023,1.5664174315435742,1.3198418201657216,1.372938202370065,1.3475461688354404,1.421156264390544,1.5541771336385766,1.6169170852639503,1.3467507870711872,1.3682897444777165,1.331827369087629,1.3775488847385913,1.5111589409172883,1.5206466156986798,1.3633918626566148,1.4259847879331677,1.4000485434464487,1.406530453379626,1.3573452078005852,1.41811715184468,1.3206311603621697,1.3557281226254163
Roserade,Poison Jab,Sludge Bomb,45,1.1650207056574369,1.188400833457735,1.1733131032436124,1.146226384716267,1.174341161054321,1.144638308127504,1.1791470209351724,1.1872340312934666,1.1973051425913077,1.1847133936771352,1.2005688388094464,1.186313621416681,1.2987680317895196,1.208574466054832,1.373846194869635,1.2808113560990162,1.2570627687130307,1.2424155600976927,1.1684595557270587,1.1704542049805,1.2895828149455655,1.1176232246309412,1.2466513021975676,1.212894325940879,1.2121868040802404,1.261763670224993,1.2008878134465808,1.2609764317844518,1.357107491256266,1.3603925712841316,1.202521221468779,1.241622592814308,1.1779828171704285,1.2300800274937371,1.3856929317627953,1.4375035859951832,1.1855227911097967,1.2094211246058775,1.2005752558189402,1.2439607632142289,1.3704138859649515,1.3700375539687943,1.175159543087938,1.2211565489540852,1.2736309664084224,1.2689036249664691,1.2091621605314182,1.2532054156975858,1.189444185336617,1.214443796973794
Vileplume,Acid or Razor Leaf,Sludge Bomb,40,1.4258142059092849,1.4549666400667267,1.4830117822998707,1.406985323066759,1.4831650245972179,1.411706409158359,1.4297706162341326,1.44056493580848,1.46354017862514,1.4522484549767596,1.4776866205104022,1.4556603140416873,1.5731670834080083,1.5073148148467885,1.6599199694995679,1.5486091698735547,1.5788618195034252,1.544912421845478,1.4348380815721198,1.4386063257731991,1.593563053265702,1.3522780743380807,1.5743035546737578,1.5342231498993173,1.4755881231158465,1.5279528227713364,1.4485051749372237,1.522919282510534,1.7171113166760694,1.7314180595710829,1.4657264874874543,1.5218123243695125,1.4642121108551112,1.531636134453146,1.7136374866473696,1.7757735224149584,1.465746398816952,1.4894819075691563,1.462857566458199,1.5106309106956035,1.6780297109818096,1.664638405656908,1.4397536332891496,1.5046386261896392,1.5507268111073667,1.5575807506248494,1.4920520855946948,1.5520074202720415,1.459876960587285,1.4888715081388013
Muk,Poison Jab,Gunk Shot,40,1.5500175960348426,1.5723469030502681,1.5316487500224332,1.4965062178802817,1.5272810136329367,1.5020666370564582,1.5794429306989337,1.5747139467178761,1.5587306145202107,1.5430407982386134,1.4973406113638699,1.5184446139044487,1.5594797691387638,1.5489666184487552,1.7549267754528743,1.687061104632966,1.656071936658135,1.66286756782761,1.5393344570902399,1.5743533872721247,1.460405844273496,1.4633061315643325,1.543632578015506,1.5594714598502142,1.6126360177686938,1.6755166186187682,1.5836628560811568,1.6560322850034812,1.7755722747313782,1.7845986172715482,1.5598578876467113,1.6284275740169352,1.5528129662158225,1.6283928980561564,1.8387686304484687,1.907511839903551,1.5119570647903822,1.557472950092834,1.621547117899382,1.6541579774270097,1.826660393506357,1.771681118128401,1.5817941719024897,1.6485783812528152,1.537182753375559,1.6142826775713242,1.622120360308356,1.7211264705717695,1.5223193563093838,1.6099720867152514
Mega Beedrill,Poison Jab,Sludge Bomb,45,0.9948010211004179,0.9921913770407991,1.0679189526699535,0.9677181830976253,1.0728777922621833,0.9693293390906161,0.9499783621757238,0.9719676940876001,0.9483892856999628,0.9500138360290197,0.9905782410539749,0.9915714947518277,1.1119634519972792,1.0249861210917621,1.1090341016102192,1.0418244383293747,1.0843162894314127,1.0314438256108127,0.9726819240351116,0.9784741630263952,1.045334805353278,0.9115640534017914,1.0523791635557578,1.0301575481840943,0.9846128984083432,1.017003996345529,0.9788562085436385,1.0360580068707361,1.1419733076502825,1.135790566259819,0.9823692507215583,0.997252772622665,0.9543648765239324,1.0184803887838254,1.1157084376222868,1.1688818189799421,0.9839906758939271,0.9907810776308231,0.9813274300949563,1.0131366086682896,1.124738354617853,1.1340599327863334,0.9625274887559016,1.0129691546298663,1.0747314299187987,1.0324441869030447,1.014395632558131,1.0304094927728702,0.9547691823849217,0.986320026473238
Mega Beedrill,Bug Bite,Sludge Bomb,45,1.207243391989654,1.2361117237373118,1.3217251465327642,1.1909608783129964,1.0692427891476137,0.973455869944612,0.9728630398100169,0.98560344055155,1.188445913157863,1.2083027403358346,1.19383705401048,1.2175187689495548,1.3246830009013952,1.2521045121214118,1.241515489440898,1.188558961340155,1.3654182417100968,1.2675793308856917,1.2037920441245962,1.2248116128222282,1.2579111677300157,1.0325828017929437,1.2965109483563504,1.2953793000148799,1.2384657591006722,1.3280808244228761,0.9745901096235736,1.0389463060171693,1.2706347624268155,1.2731917811747524,1.2299444057867235,1.2576802518629286,0.9827600808479201,1.0238889082128086,1.2858119590613977,1.35514403869709,1.0082332960959552,1.0126255340944976,1.0091265286384028,1.031908004859366,1.299229991660596,1.3101761906195606,0.968986540549456,1.0120390418895866,1.4057889599322853,1.380162535876801,1.3057286596422173,1.3557488291720137,1.1892356696808495,1.2581102367114863
Mega Beedrill,Infestation,Sludge Bomb,45,1.2051072519463417,1.2248532987544691,1.339866838278096,1.2266768844677203,1.1079312708152484,1.022926393119711,0.9773464613350162,1.001075016710232,1.1746968305467438,1.202699910567117,1.1859845471660024,1.2211816638914263,1.3720768107068855,1.3140739093445712,1.258358468542958,1.2503031398583564,1.3844213100787275,1.3187044092458406,1.1945106131099068,1.2164577626454425,1.3602264854611188,1.1397801579549336,1.3009940294404592,1.3095373246132198,1.2296736525236494,1.2712611951115593,0.9968280086713573,1.0500398687433128,1.3180890734834163,1.3300706716523876,1.20853210782507,1.2544449246282448,0.9744992374193088,1.0269145803764586,1.2860139823622887,1.3299893962244813,1.0106618167282357,1.0179611519462288,1.0114544398117344,1.034839232430099,1.3060424449594288,1.3435361983294398,0.9968033124740362,1.0340678773291814,1.3917028935819635,1.3744804895498812,1.3162639810453074,1.343426226173674,1.17540733189829,1.2043400725067182
Drapion,Infestation or Poison Sting,Sludge Bomb,30,1.972156875847247,1.9685471387188156,1.820429001667484,1.78558705285707,1.8001217308562638,1.7963705461150645,1.8231439787208952,1.8312823532945917,1.9529814035749091,1.9391059117943124,1.8962889264166882,1.9110094312792247,1.972858806467991,1.96063005811818,1.8948150054006363,1.8779385237889645,2.1271804299455828,2.02958495778641,1.905427037252272,1.8966578822612394,1.7090030098029978,1.6978591826638783,1.9239184874308317,1.8743329110695326,1.9255827973393813,2.0080862124249084,1.9189880417919216,1.9908950144223272,2.1301575784987703,2.1098066784872778,1.892207656496941,1.9382538086855936,1.8957047084915266,2.0045393778218696,2.163653234020985,2.2960174973719023,1.9052516252982186,1.9455793537545363,1.842660846446651,1.9030391142126968,1.9285886844269515,2.019840406076687,1.8385062360303128,1.9158322242450716,1.9270718103049371,1.891053188813096,1.9544863752260326,2.036859077034852,1.9550645312772514,1.9387665370477576
Haunter,Lick or Shadow Claw,Sludge Bomb,40,1.6701577822368403,1.5877506301638062,1.859190254865985,1.5176689417002291,1.8705740115402498,1.5201027930363695,1.778484401803268,1.615068683554356,1.8844077979057465,1.7615570946745327,1.8010077796616346,1.6871296945420713,1.8823455337656023,1.6234838954593322,1.7647717798000486,1.5608623577530514,1.7920382893398126,1.709415123517607,1.7430868346756414,1.7630220049163403,1.6820686550746435,1.3489993136478848,1.7103442512420535,1.6346967921906888,1.677885966890142,1.661291652696417,1.663421322283888,1.658525836047472,1.868066629158375,1.69521160622615,1.673017243683783,1.6666990014427117,1.6177418915781903,1.6246491448283265,1.6504699897487045,1.6440514908112036,1.718623741339252,1.5706798974548446,1.7220024531367397,1.6157405326260763,1.9641254365078051,1.6872281212369862,1.602686206513201,1.592109244263666,1.7008099597194588,1.6463561177506987,1.7295004799010716,1.7006152872906148,1.938573666274459,1.8546144525658335
Weezing (Galarian),Fairy Wind,Sludge,40,2.222350096765725,2.258390212370518,2.1530298894294706,2.123387890574787,2.154283401820362,2.1266872804226313,2.2609422511088577,2.2797010851702226,2.3987089581269627,2.4138425259375413,2.14657188547096,2.1742746473770596,2.2705728124417632,2.260055115064005,2.492941463016201,2.35481934652645,2.3495322415399147,2.3519831966964295,2.1894456196779926,2.2059605329488376,2.205653721534304,2.111002490140231,1.9994486525052424,2.0156905781597794,2.2905591735859057,2.3727961168317964,2.252214816984885,2.348260377985571,2.530953947319179,2.5686729446165852,2.206566565220526,2.3009355753551493,2.2432112548894767,2.353720993010874,2.6013179491012246,2.6872447579196233,2.215495375406691,2.2764741298426423,2.1908154236574964,2.2480490917726104,2.5091085913148903,2.504638532426222,2.188962003038975,2.282623834689272,2.248131417269793,2.3202932260211857,2.2503002880650502,2.368485801708485,2.17899384532531,2.257740581525524
Venusaur,Vine Whip,Sludge Bomb,45,1.5337370364958944,1.583164645166426,1.4787752360551618,1.5086898250502825,1.6850684189518905,1.7395726775346525,1.8252811451459856,1.8785104522805947,1.9453936450517149,2.030770847286334,1.3466511407146307,1.3620797647724354,1.5676733033344026,1.6086463267424775,1.777892035769741,1.7050165563932704,1.6317083062763742,1.6767252872179788,1.6579907858095462,1.7170992437555048,1.4205263571827942,1.4387495829411034,1.808551224443012,1.8936740791908722,1.4436723187003202,1.517014172055889,1.8309456612347674,1.9407886902268827,1.8947927144240935,1.9275745312167016,1.643255951286411,1.7504252799354547,1.877126586882402,2.014820795427994,1.9334453654255561,2.0529177027568184,1.635970998450285,1.6775658106887272,1.9127243415326993,1.9963786497249645,1.8583855668525902,1.8349073136242584,1.8324781602772977,1.954191428696605,1.8816079990978922,1.956009297660742,1.8224191865879005,1.9638539321719088,1.6324157329242521,1.7314081059198825
