Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Shadow Hitmonlee,Double Kick,Close Combat,30,1.8408157198335338,1.600613511871009,1.8355405821261237,1.791568407524483,1.550793282408127,1.7977988864310959,1.7627435210321165,1.5507522741750839,1.7614580341763884,1.5786487300934111,1.5366704689450805,1.5766745859752076,1.6576998647299501,1.5007621306994392,1.6563387005588657,1.662575551502852,1.5397229947453548,1.663907768593383,1.7456853172758051,1.5661743810192836,1.7469611990996787,1.642891907052341,1.5672685657893277,1.6746171089771178,1.564443139618785,1.4611627882790688,1.5656102511682948,1.5640572024799027,1.4883014755790902,1.5665870433342934,1.583550262348818,1.5240121965770699,1.5834046675647588,1.5283820349262387,1.5134220139058971,1.527245811134855,1.9607383682137094,1.6411602061307147,1.9603209435802753,1.6729425520989065,1.5794062242266855,1.7223790508853085,1.5354455464166927,1.4884165994125524,1.5426824408099762,1.5464721373798667,1.5083847663645105,1.5464721373798667,1.4950376216729515,1.4349559854858396,1.529310549894483,1.4734605319596275,1.4226512348364595,1.4949681981074106,1.5672006957117426,1.5387778331942212,1.5672006957117426,1.476059979310138,1.565502259946582,1.4810262273588435,1.4967347547917864,1.4855971693916525,1.5562933746869403,1.4916703362124868,1.4393346977714927,1.5140331826509117
Groudon,Mud Shot,Earthquake,40,1.3044657601066552,1.281521973158672,1.1142300754825134,1.3800392592108415,1.3207931807727957,1.1089301837072596,1.3667133671766456,1.3167030138715656,1.0970869363184395,1.254201255354179,1.2479300703295217,1.0660735734072881,1.2396001212821182,1.26560143360862,1.0590684174570764,1.3061502490300216,1.374686841148878,1.1070480957327797,1.3447402911096524,1.3455145721238748,1.1239095795119995,1.27447028405715,1.2532633653898204,1.0808501747248955,1.265558843837157,1.275652401750436,1.0563114734818724,1.289052107597186,1.289088950757327,1.0869213097469739,1.3360399949799167,1.324798593882052,1.096797285692824,1.2635779721135276,1.2811419471972658,1.052200073654043,1.3128264381558175,1.2827416802386697,1.080087410761775,1.3744897554043638,1.352019235419184,1.1757534251988433,1.2533538652870944,1.2519598500679576,1.0521858284791288,1.2936606393868175,1.3536990260561936,1.0678203413475655,1.2564018365402938,1.3179106238003162,1.076623864414578,1.2054017411023505,1.210273124842121,1.0186832525365042,1.331200713997127,1.4171142147985025,1.1308306046246093,1.3184379480845982,1.421089636718217,1.1131724648568264,1.355338357714388,1.4176716231141573,1.0962962074574498,1.273682552284772,1.3240397103777033,1.041643433271292
Krookodile,Mud-Slap,Earthquake,35,1.7075690587851984,1.588677617347549,1.451967360495031,1.5410993231739651,1.487252505147736,1.2658426869696138,1.5370794828704626,1.493784173767823,1.2683510993253466,1.4993269267759282,1.5017071394625983,1.2773399749830674,1.547469585397926,1.4791681034891941,1.2680113495540732,1.4867177028007736,1.5037880462717068,1.2431297957964649,1.765110995180339,1.577636875281006,1.4785152773584642,1.6947914829392874,1.4809965945267838,1.408615008136037,1.50218290117838,1.4751663003492053,1.245765772603057,1.5911837896832415,1.559730636498224,1.3251526359491557,1.547687639528335,1.5410786873347375,1.2742095686994088,1.5168447809217962,1.5152217684576244,1.2450460579409122,1.9627889327446708,1.6801063087644925,1.6247251306127584,1.6128523776038635,1.5588493860882293,1.5221139391494336,1.4273213449935929,1.4286470070189325,1.2253334712630444,1.4897704602005999,1.503914984701472,1.2334941536646964,1.4601200837126054,1.489190245903631,1.2215061355222399,1.4588369319769532,1.4160081600517016,1.262503780463637,1.4852656797994526,1.557082940193645,1.2696473743767003,1.4799617880479927,1.5557114052401353,1.2559523801075878,1.4821613413987618,1.5255350950620856,1.2461476728165264,1.4280535592952661,1.461576856336705,1.213786508141228
Landorus (Therian),Mud Shot or Extrasensory,Earthquake,40,1.2570078254203538,1.255954345867275,1.0417726930438993,1.3245489326099011,1.231196041779394,1.122126039559268,1.3025880933497775,1.2340114806390867,1.1041775411308046,1.2047153401047697,1.2124006249181547,1.0214588780772322,1.2450690824271202,1.2248270122863911,1.0214866300875958,1.250416221167217,1.2914876852119284,1.0670314232424971,1.2640121408271352,1.2410942420677846,1.0641918663469183,1.256082885943714,1.1924143766481026,1.0741027305515596,1.2499373670015628,1.2405435168779948,1.0416858622533274,1.2537578339085078,1.2386595489891923,1.0551310100668145,1.2929064119201015,1.2621556807004377,1.1080160593210648,1.2894301845453198,1.2802410918564644,1.0714578270768533,1.1823107007878104,1.1603892988559772,0.98578244011836,1.3699402919973664,1.3220500744868202,1.1729549712731329,1.1970945419860066,1.220269084504159,1.004910936132542,1.2454458203962318,1.2555675467811749,1.0555914375594242,1.2433986627583375,1.2865142927845683,1.0303137035192618,1.1396432162287204,1.1841070266984102,0.9469807080401117,1.2828171160433366,1.3357951524221088,1.0417847185368034,1.2966820858979817,1.368003067856019,1.0377291649132987,1.230616995829138,1.2892343994285809,1.0324958135553894,1.1997017280879654,1.2254446452819596,1.0420496982684007
Rhyperior,Mud-Slap or Smack Down,Earthquake,50,1.278031937260595,1.2366935849044238,1.081872880661224,1.2047134177379013,1.2236167501366249,1.0131332895151408,1.2108071734778372,1.227050426069366,1.0174916119595232,1.2381895248298298,1.2443002253389117,1.044878202744402,1.196973356935538,1.217407575282924,1.0021532036538814,1.2512468405142574,1.3036283393179247,1.0436633322790942,1.3102619411813476,1.2879810183382656,1.0804178943282479,1.2463269336323912,1.2224186876108663,1.0334858450983422,1.2220262167324283,1.2267364866020922,0.9939618099182712,1.2623936180067472,1.2674746055887074,1.0693447222909962,1.2647677314972525,1.2678538463298061,1.0618826054727566,1.2351806621142922,1.2598554569608567,1.0290305207465122,1.2617065908846758,1.2359763415004077,1.0526240945410081,1.217301866658337,1.2419354869059567,1.0188474140738975,1.1963553297198655,1.205478302047029,1.0045305207905528,1.2386156047317372,1.2751157635551917,1.0427387728139443,1.1966344690751196,1.2463425841734432,0.999479521061645,1.2237695237708268,1.1889357855908849,1.0445325008710877,1.2546961744384182,1.3185701319653351,1.0491509714369573,1.240104156096193,1.3181994285238228,1.059774881020522,1.2593250219024512,1.3056370359490737,1.0807263412775625,1.2017309081468526,1.2541379805896846,1.028802631237139
Shadow Camerupt,Incinerate or Ember,Earth Power,30,3.2116614260103065,2.358206437360621,2.647923427228246,2.8716093078195706,2.15163860863283,2.3883476678001645,2.0134541723586556,1.733456315224949,1.6990855783933863,1.6590627412853605,1.6438861714029027,1.412283311903016,1.7631397062717291,1.6203934326030445,1.4726790984268896,1.5553238998928458,1.588386151686207,1.3077413303304644,1.8454019433437256,1.7506130184217672,1.573016357858206,1.9773973482692266,1.822573574380616,1.6350941436181063,2.1894036037616402,2.0509314657262276,1.8004106547779086,1.637764281251,1.633229288249095,1.3606145354898584,2.195810703287722,2.1398012863036424,1.8348427174478195,1.8559360976094998,1.73259756384736,1.572058272648719,2.3022463688368937,1.841367577964104,1.944824768832244,2.3800117718718123,2.2476529171981667,2.051933975906426,1.6964174324957735,1.617182662556453,1.412806039669854,2.2476089043728553,2.1290823053453103,1.8713940753380982,2.2116285268117277,2.1777308733152507,1.9326444096177453,1.8989915122122867,1.7574891511713973,1.6226179245915853,2.0968139932955787,2.068736974314643,1.785582049935782,1.9941725495861955,2.08028639946023,1.711116564194277,1.7658952504979093,1.7039141641819393,1.4740957832851167,2.2692129223410236,2.1103736358961576,1.9097710386124136
Landorus (Therian),Mud Shot,Earthquake,45,1.165615494030612,1.1683261686140154,1.0089836998516022,1.249808128346215,1.1971605606055675,1.0629711065672554,1.235665773417511,1.194923270246884,1.0455135483885996,1.1912788906128993,1.171337912387889,0.9690741869788382,1.1645543516936663,1.143258211390706,0.9988309840355722,1.2154741931606947,1.2712197113682842,1.0195193999777308,1.2267328220431795,1.2018667348859522,1.0331320037268525,1.2033508430431274,1.1621386872118247,1.0298295025114534,1.1285631335964743,1.1315428651816926,0.954427331985607,1.217340201740513,1.2143806222662374,1.0275293776832346,1.2186788525276306,1.2206095444645235,1.0086418386859253,1.2456669565766207,1.2291829953169675,1.0386871860087927,1.16739730819699,1.127648227927911,0.9720607653278646,1.2919598266057477,1.2846340191665493,1.1178822372502595,1.1686411488291018,1.190158470457371,0.9806004231704941,1.2057838282748077,1.2269499278344247,1.0235803057481534,1.1579608815993543,1.1896863510730937,0.9694593182632598,1.0951860371426478,1.1285641291210884,0.9203977143575587,1.194486975504607,1.2947198643790017,1.0178305824276608,1.2160723807377358,1.2878484317899483,1.0210692278684972,1.2225770458257639,1.2690552929945347,1.0002213682619396,1.1593453461407168,1.2070457186350354,0.9796459012080148
Landorus,Mud Shot or Rock Throw,Earth Power,40,1.2793453545743707,1.2793175020822984,1.0830530805788414,1.3310888864376227,1.3071110138478605,1.1192305981649509,1.3263077132705148,1.3051408061136909,1.1185830995396333,1.3034220117142037,1.2963521442169035,1.0612942046437923,1.2592210837822226,1.25199413810721,1.0695296291962797,1.3512027860904159,1.3799027947766749,1.1218073331247835,1.3382089641007826,1.3347081961414746,1.1146361680770374,1.2816557115142,1.2695242987038904,1.0844236200247637,1.2899299296941096,1.2812049973845294,1.077994326070987,1.3501439199101282,1.3519255709216096,1.1283626225929837,1.3274085426734912,1.329087117612765,1.1284091590556558,1.2843755449475782,1.2914127797071548,1.0724492972574657,1.233443952892229,1.2111255616672014,1.0165986519799688,1.3646663767604887,1.3729541997789763,1.1586255022474001,1.2291634291604587,1.246643955668137,1.030425830075566,1.325439499742887,1.330688906374515,1.1011850507580387,1.270090907916115,1.3095379507255123,1.0871471327168991,1.2019702875682254,1.227663890046293,1.0057709711757137,1.3237679173790935,1.4013786519929914,1.1079630350589724,1.3551442152052173,1.409557217373977,1.129336131909861,1.3259495376646568,1.384752650739244,1.092131680078689,1.2852481557007025,1.3152613994311813,1.0609446590650995
Shadow Swampert,Mud Shot or Water Gun,Earthquake,50,1.305045747294509,1.2607038454687245,1.161406716947665,1.374692681333049,1.291661837434381,1.1393881478471446,1.400401787429993,1.3162579498592581,1.118578347966548,1.2499613360549642,1.2505141916107398,1.0593326894523591,1.2958689508055987,1.2583839237830414,1.103533914330036,1.2776170713113113,1.3673429640542019,1.0874605491717482,1.3986054434027086,1.345154136394851,1.170412838932573,1.2899467568500023,1.256501018441532,1.0933367241716587,1.2581621299476387,1.2508614017572577,1.0848292160935549,1.302339477509251,1.2810124247767936,1.098984897251795,1.3066767109550959,1.3189922986232485,1.0715198673510962,1.261534564325864,1.269952654177698,1.0581951514559447,1.3350063752637145,1.2824224014824435,1.0868458839756374,1.2871666839468814,1.2815789963914772,1.1519870772847096,1.2158334095043282,1.2140211897194504,1.0509315014983227,1.285174373086787,1.3347049605470342,1.0696811675200923,1.2226263477559403,1.287924073562474,1.0731856912977513,1.1964680790874909,1.1869332418994583,1.0297200214504176,1.3101574413997026,1.414845743226172,1.1217639523726062,1.3098503355751372,1.3842739452364425,1.1177632496792844,1.3111443674953012,1.385819711640178,1.096891579129356,1.2445735778560314,1.2998286362484819,1.0553676273210588
Rhydon,Mud-Slap,Earthquake,50,1.3990883591215584,1.386077290609004,1.2591712804536352,1.3701948517135856,1.3653158896023978,1.1399767469551592,1.3790835286951926,1.3643284967443572,1.1450594703626453,1.410859497555234,1.3708937044605756,1.1757623111635436,1.3130314456258891,1.3291270032165383,1.093081337822739,1.3506639552104593,1.4118634097637923,1.1275012409019947,1.4391594848341083,1.4163521076194678,1.2020244033618872,1.3566825670448899,1.32021409072589,1.143540627697042,1.3460745930774816,1.3304408151619977,1.1228519658598064,1.4221369706585283,1.4143573794954973,1.1621703695095271,1.423850527634261,1.3928444027615408,1.1909420878972097,1.3595354628798753,1.3776432420689433,1.1247170299919012,1.3967885956552968,1.3670271473183677,1.1644243411524444,1.3906129483439502,1.3900599187522569,1.1655998094221265,1.3188082414225633,1.3242104948071642,1.1654665673175166,1.3445119277221451,1.3692083022965458,1.1196471518587185,1.3092077242380533,1.3744786119843926,1.1413965491942886,1.3448039659507198,1.3269935261596584,1.179700529782387,1.372251637237016,1.432755617300669,1.1592321420484049,1.3682028985959762,1.4434265408433171,1.1371155369393793,1.3825438667689074,1.4227077215124764,1.1751210451960339,1.310303917835645,1.3498126724332358,1.1062611759616003
Pheromosa,Low Kick,Close Combat or Focus Blast,30,1.9516041199315879,1.4463897435937996,1.9597835437646547,1.9806546471542992,1.4459859498945276,1.9866140674301003,1.9315931861510278,1.4388121998968164,1.942362020955835,1.49572335966756,1.4084857936231303,1.4941396922505408,1.6350944860212755,1.2973552400588753,1.6364388944112438,1.4151485435314033,1.3618784212363493,1.4092904564046707,1.5297948714615923,1.3952010962350792,1.557997874252399,1.6601086658352628,1.4583376313829581,1.7502984834050213,1.6977807696323464,1.3669351743899865,1.7066898453802717,1.5141521946733634,1.3012829841022817,1.5300112592697392,1.790140729259853,1.4843238003268,1.7975421374798068,1.7055227127102819,1.5235591391854872,1.7075316580922015,1.755854959328986,1.3595899958323154,1.754663897709311,1.7431046768916616,1.5351514377169946,1.7806009864211385,1.4544938038862,1.405159427516771,1.4586625459018647,1.3998048740416111,1.4627228528028526,1.3998048740416111,1.3778697325988154,1.3371776214022801,1.4404926047686957,1.2999959368400957,1.2488813852462062,1.303657093069744,1.4577546594387243,1.4127642020058029,1.4651741426004539,1.3441151479222926,1.3262910123144274,1.3454449590496005,1.3785617718379874,1.283193773918393,1.401871064347218,1.36847598115102,1.3201274277094177,1.371223171436123
Landorus,Mud Shot or Rock Throw,Earth Power,45,1.2233019598267632,1.234825829553709,1.0419007693106892,1.2863093385992244,1.2707372207324512,1.0472266748546823,1.2865261924643314,1.2665428462621542,1.0509104037323143,1.2136089217733188,1.2050192115119855,1.0304213359694758,1.2368335874150247,1.2244657050335168,1.044784199835965,1.281436727079585,1.324159707218944,1.0825038795933841,1.3010014882596461,1.2956264229993524,1.0811827617112564,1.2144292020455019,1.2201294666230555,1.0294378546080838,1.2475046979874276,1.2441406508456638,1.0394753209211958,1.258335607082645,1.257315156812911,1.0585226861232238,1.2832779908290743,1.2968496503561355,1.061136269917274,1.2488625248608285,1.2645495357959973,1.0379834395195424,1.1774543077978448,1.1721234024579028,0.97465764711992,1.2881060251247423,1.2953332318473543,1.1039928021476892,1.2022014774611651,1.2149057672089774,1.0030670628552345,1.260666039742991,1.2914088438567248,1.0744001522409352,1.232283220102234,1.2802006677561342,1.0295809824818285,1.1483445498267981,1.1688934827298454,0.9603250642918391,1.2892653295495156,1.3236687615841796,1.0933087369780847,1.30457979980877,1.3860980677871855,1.1135412434042018,1.2908430988887751,1.3331091328639468,1.0826668144144267,1.2501499105128653,1.2968326662479028,1.0352030923804816
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,40,1.7713653896120147,1.4286708694740133,1.4876819387775104,1.3778218373672457,1.3230387155084418,1.1507217460539616,1.3693173223953987,1.3207103601762276,1.1467031885617525,1.3294298777869613,1.3416066889790659,1.1177974801988142,1.2993761130728148,1.2729376063892026,1.0889858932335355,1.3172388736837009,1.3474759369530969,1.0991499752283633,1.5859415098401002,1.4399990310655737,1.2714068829399203,1.5855652174529524,1.3308855592571531,1.3056563750976142,1.3388008899868575,1.2873688821371285,1.0887012978347526,1.3888241852819365,1.3465401535707129,1.1750477487355429,1.417624635008405,1.3727761246810672,1.1824185179254691,1.3688819664904597,1.3774456729515394,1.1404144544419943,1.8290286632831492,1.4901103264648716,1.5533151465054538,1.307104539151729,1.314084679574956,1.1395207666469154,1.4259881136548465,1.2886199845700692,1.192789724358865,1.3200070201581129,1.33350432338787,1.1102713665973558,1.307119471190192,1.3009595828166705,1.0989277049658066,1.3554247209548271,1.3155711403718249,1.1718974420108499,1.3329741135040718,1.370443363543647,1.1328980076612931,1.2743485028235317,1.3450428848405818,1.0883626553247583,1.3496161612851485,1.3418140322478065,1.1905017897383268,1.2705292876627075,1.292077189078383,1.0749595462860475
Donphan,Mud-Slap,Earthquake,30,1.7173037589960582,1.686400147883739,1.449875429305488,1.7621115980179058,1.7057375568749913,1.4369937406622537,1.7737231952465637,1.711854965219184,1.4467821718182803,1.673855537512381,1.6601593692841963,1.408962341317535,1.6567873323092293,1.6192901244628572,1.3807352665501658,1.6474670739198407,1.6726374475595578,1.3805517782888477,1.7314330402306692,1.6841193419989944,1.4740012639473876,1.7857923975439918,1.6546841853903378,1.4784533138633582,1.6073220947933888,1.5869637330243695,1.3630446783049541,1.6866996612955658,1.6536434306329613,1.3995489976134052,1.6865792520941232,1.7033442287278604,1.4184078793053245,1.6656025895477422,1.6673052280044849,1.4177138721654168,1.6886866206827766,1.6301390896749601,1.4131785821885952,1.8088025789732467,1.7510499376877342,1.663079187477408,1.6649012772298883,1.6621399114183897,1.3466962298052727,1.6191318500125462,1.644658267706932,1.3813109903140113,1.5883597415582609,1.6418557453501008,1.334155762718487,1.6163974567685533,1.5491640431814233,1.3559993130959858,1.6715640549498414,1.7359071645387205,1.4027763763957743,1.63749525792287,1.7185508921917416,1.388780923203826,1.6501155109894856,1.6893391629509427,1.385244880510547,1.596705805752423,1.6470667770482996,1.3420637673984335
Infernape,Fire Spin,Close Combat,35,3.280432053732598,2.6318332176955863,3.0451067436871875,3.216453976864628,2.559993051500114,2.943199603305181,1.8847007498867427,1.6479759346798455,1.6579486946566933,1.6420265619359482,1.6188339750771044,1.464152742789174,1.6083246380551126,1.6036533779025677,1.455789556996591,1.6411482681608711,1.6321045934266343,1.4662000349262287,1.5919712754268975,1.5712965386393127,1.44345233699303,2.363070165084098,2.0090893811512434,2.1204791797412197,2.525744054114612,2.361784973172276,2.526195242814557,1.647244089514984,1.5676752008057495,1.491907684093692,2.5601791774111087,2.5957194515249746,2.3097869370257738,1.710328463548009,1.671362183832598,1.515544012087962,1.6210054299886183,1.584270562404936,1.4344368667036502,2.467752014681722,2.512553997534606,2.4178719067553347,1.6704561210915823,1.6246068974565615,1.4925255897269278,2.5402085205779055,2.5238849490428708,2.329994423691473,2.611845277552213,2.485782747582489,2.4698085661781612,1.6073063281415603,1.573464805943866,1.5054464358612958,2.535465751593149,2.6245916833642537,2.3499414419995386,2.524346494581365,2.6449244766116426,2.3767028013062235,1.6595329104335226,1.6511432137789874,1.5091469180022734,2.5842599085482716,2.516885855662483,2.3390379114197724
