Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Mamoswine,Mud-Slap,High Horsepower,40,1.3219711806056609,1.333239192727123,1.1302047042816799,1.306007697567253,1.3039766284252243,1.0852461054375198,1.318279959839762,1.3236542458706477,1.1024002122179801,1.2678478914102167,1.2923324007874832,1.0613856940558837,1.2956534574909742,1.2989152607699987,1.0800956194248483,1.2790848927430398,1.338931994523049,1.0577171763274,1.3127421099203618,1.318847704257202,1.106973608438558,1.2973354590626576,1.2867930074171086,1.095881058375082,1.266302637107045,1.2860832447624655,1.0607220797625114,1.35523340850207,1.3372150056634315,1.1431883426103633,1.3147967816416097,1.3452949574351836,1.1002828841849235,1.2707494122095988,1.303028559214745,1.0569396261159798,1.4824870518756257,1.358101929659066,1.2444295054593557,1.3493397715788014,1.333334434264501,1.107007206695423,1.2453748802789808,1.2862703525732857,1.0417857055149438,1.2875983436853,1.3253623188405796,1.0709420289855072,1.226625353337682,1.2539030223961731,1.0390845836051315,1.2204558535743064,1.256498215724646,1.0677909519972373,1.2784821903242956,1.34028442317916,1.05038543328017,1.2729353043422795,1.3568626512940727,1.0679886459678836,1.273611111111111,1.3139367816091954,1.087567049808429,1.2703756006308917,1.3033323552066904,1.0734695374683636
Infernape,Fire Spin,Close Combat,45,2.931037539425674,2.5018182192995115,2.5618977921622794,2.413079816481395,2.422731174811383,2.2686370333286856,1.5326436248980044,1.5292639192497155,1.368084027574906,1.4945256104721445,1.5316651124235832,1.337179221496909,1.4970016421775152,1.5327728198094583,1.3227012077487816,1.5117944621938233,1.5761296211775446,1.338836908565343,1.520891329690858,1.5431394581232356,1.3236133544952737,2.0940486400107154,1.8994383684221297,1.8928844497442985,2.362441210674864,2.289087410556594,2.179914102721134,1.4670556194645294,1.5001686509543877,1.3433821807378516,2.283556145020005,2.3636714137159176,2.179082873609814,1.4792711399023364,1.5225168938360107,1.337418408115618,1.4823280239698426,1.5264907962599528,1.3629125238090076,2.278405675520355,2.3813702629684186,2.082873694570868,1.5047274453785642,1.5104822403588767,1.3541552403015742,2.2604140786749483,2.317277432712215,2.170652173913043,2.300369645575125,2.3617742987606,2.1178408349641225,1.4732243582364453,1.5125244618395304,1.3261770461609301,2.2807549175970228,2.3963981924508237,2.1501860712387026,2.2671785549123733,2.3884131464383107,2.1469804972173057,1.4709003831417624,1.5096743295019157,1.3592816091954023,2.260948905109489,2.327293401313135,2.2262315225763856
Rhydon,Mud-Slap,Earthquake,45,1.4853552948937312,1.5101197715887775,1.4242367395740998,1.4254258273372835,1.460493269248538,1.1828802206792741,1.4196761661075799,1.447187272293801,1.1787751798983905,1.4125030221393293,1.4228560080129866,1.2060701827099092,1.4026041122093131,1.4581306238429415,1.1589324411040518,1.4500874790810894,1.4977293473299864,1.209067396926822,1.4569448150905235,1.4753795806003063,1.2120061238535331,1.4592710137459282,1.4702636636089152,1.2230285689835751,1.403133762424616,1.4135093950971909,1.1691591628373759,1.4602167864407578,1.4917920747307845,1.2254251992511602,1.4781932425048911,1.5099207748030388,1.2265695225337965,1.3938832804458987,1.4530548659180218,1.1591082849673633,1.5405213946747338,1.5556037458300354,1.2794156447316585,1.3969528427143678,1.4436312232886577,1.196892731872618,1.4210127784281144,1.4512315916142078,1.221731513846708,1.4262318840579709,1.4646169772256727,1.161935817805383,1.3912915851272016,1.4396499238964993,1.1833442052620136,1.4266259928628986,1.4461379072176817,1.2207091055600323,1.4330143540669855,1.4906565656565656,1.198418394471026,1.4358704492178158,1.5073195235133714,1.204603804876493,1.4426724137931033,1.474272030651341,1.2100670498084292,1.397718519605326,1.4457231412537137,1.1639126288376187
Mega Lopunny,Double Kick,Focus Blast,35,1.4040755323754355,1.3734358572636007,1.410668123441011,1.3411104185951184,1.3093457739818195,1.340211641100507,1.3569509783181726,1.3163928315989886,1.3572229665521631,1.2645960694919354,1.282051946257728,1.2657444824370532,1.3059411563307892,1.2874794727810615,1.3206715501458688,1.265320249505553,1.321569298645976,1.26487524722349,1.401103979100243,1.3350028793348034,1.3978313692992683,1.305372055340895,1.2851056942633212,1.3064659253898772,1.27327635822932,1.2413315790374817,1.2750780674824405,1.288852687441911,1.2663123769179443,1.2891354907890065,1.2708902479863229,1.2901303382272593,1.2716701623279343,1.2811549464823007,1.292197596224988,1.2817735650515447,1.7970587065971282,1.4560125198333098,1.8009042905006127,1.307404202474453,1.296888107961714,1.4332736628640503,1.2539354447891684,1.288627935723115,1.2712121088090114,1.2490062111801241,1.266511387163561,1.2490062111801241,1.2416394868449663,1.2681126331811263,1.2312894107414656,1.2454932657994706,1.250385633705537,1.2638425233106942,1.2458665603402446,1.2904306220095694,1.2458665603402446,1.2556810027268814,1.3185587395748617,1.2556810027268814,1.2587931034482758,1.2707758620689655,1.2558333333333334,1.2317976745039063,1.254374060081429,1.235859956717896
Virizion,Double Kick,Sacred Sword,50,1.2578119524212004,1.324479993403286,1.261040219340741,1.2453578562392797,1.313177758028939,1.2474410040772579,1.2427813986910987,1.3055200179982338,1.2429173928080939,1.2459468794252755,1.31001623320554,1.2443391013021103,1.2484936455315756,1.332051983836545,1.2492932076175716,1.3108854404381562,1.388931994523049,1.3111783051878898,1.2771029678216779,1.3374187114625617,1.2777911990673765,1.2408969734401654,1.3035135924515524,1.24096580539903,1.244626810434636,1.3038369295081254,1.2449810939061925,1.3212395624207376,1.387830913057119,1.321149713440671,1.292309251458484,1.3768153938347112,1.2924370340342282,1.2760518570888346,1.3405875437759984,1.276132010325381,1.2077265876587118,1.2829431728235767,1.207061561870891,1.2055163257082842,1.2862861408179038,1.2674998513742923,1.2472515328383502,1.3209607969940815,1.2484958128340933,1.2715942028985507,1.3278985507246377,1.2723706004140787,1.253750815394651,1.3257773429006305,1.2462383126766687,1.2167721883273859,1.2837803614596524,1.2113157591803845,1.2914805954279638,1.3753056884635833,1.2914805954279638,1.3664944425839993,1.4517932035274046,1.3664944425839993,1.3025095785440612,1.3677203065134098,1.302212643678161,1.2996918901074717,1.3605160840699848,1.3003337857169057
Shadow Hitmonlee,Double Kick,Close Combat,50,1.3408996268733637,1.3361891607742893,1.3959863118184255,1.4254258273372835,1.3277026743250349,1.4221163102075924,1.4122837945380733,1.341032950870866,1.4172047668456418,1.22487825095845,1.257646875971402,1.2219269160363349,1.2686979643969354,1.2993519446785042,1.2691243975094666,1.270131598965465,1.3260953902327706,1.2700136923779097,1.3487197494276444,1.331756956051519,1.3492015112996334,1.3012402774858103,1.2990283531860825,1.3104098106004938,1.2717354226838882,1.2774895657590952,1.2728601739281609,1.3133991342093363,1.303990031182015,1.3140958320383787,1.2951887657084444,1.3081410719636217,1.2971010980488924,1.255847075845514,1.279110011344766,1.2615132931059996,1.3613583874570354,1.3836873511372303,1.3619583563743083,1.310495617193022,1.2953523089829377,1.306277949890017,1.2347493839995416,1.2662554539575472,1.250558698090194,1.2612111801242236,1.3011076604554865,1.2574430641821945,1.1982931071972167,1.2300173950858881,1.2030006523157208,1.2216530447795557,1.2336479797398412,1.2344192471509152,1.2576289207868154,1.3147793726741095,1.2593833067517277,1.261796552329012,1.3337320001913602,1.260385271651597,1.2339942528735632,1.2664463601532567,1.2431896551724138,1.2313391776400249,1.2635623372336133,1.236034185526171
Landorus (Therian),Mud Shot,Earthquake,30,1.383753530272733,1.3995423529654292,1.1772413366591767,1.4730694343413642,1.4442447161123086,1.1871725132002695,1.4842901610774764,1.4319727205874946,1.1832512331812215,1.3127257969813146,1.342679515076158,1.1152194936621422,1.3783220267053737,1.3820738180319703,1.1813550322182518,1.3570820021299255,1.432880724174654,1.1446980069983266,1.465220444681658,1.4504937005772716,1.2199207831790666,1.5217964769199,1.4139758641666402,1.2981056328726552,1.3451445384371226,1.374299829180051,1.1192894838392737,1.433643582352482,1.4591459633504538,1.1918570311245704,1.4630091474699052,1.450933694062076,1.1970098877275852,1.3806867693724207,1.3876827082751024,1.1486452047812434,1.4264839291458395,1.446120261239478,1.1754077800788634,1.4281741496958127,1.4157589489189957,1.282276549505572,1.3103353007146425,1.3573171031197047,1.0922404407370723,1.3910351966873704,1.4303002070393374,1.1412836438923395,1.3166014350945858,1.343911719939117,1.1163622526636225,1.302532519857258,1.3110625071946587,1.101611603545528,1.4052365762892078,1.482123870281765,1.1717703349282296,1.3483949672295843,1.450429762872953,1.1424675883844426,1.3923946360153256,1.4391283524904215,1.1395402298850574,1.3644316472875324,1.3937754465759453,1.1193925833547298
Garchomp,Mud Shot,Earth Power,40,1.3003318971737203,1.334568842895133,1.094947329361562,1.3403090786606704,1.3556218952277435,1.12613628154751,1.3433700349555249,1.3471913017491195,1.128032584862008,1.2988584948019204,1.342044002348634,1.0591665803198287,1.2577296127044266,1.3216392252858435,1.0683379564423179,1.3344211166894873,1.4094287235661038,1.1088506009432528,1.3109527086815456,1.3614000589912496,1.0919996629071451,1.3829326507187358,1.3172018506495318,1.1736648925384296,1.284060272969488,1.3239757717518856,1.0701902726138877,1.3354901998329691,1.4003744198480816,1.1206730719660871,1.3035342897932567,1.3559383647355343,1.106850467948605,1.2583174397001038,1.3059510695319052,1.0478494270071192,1.2847394653048096,1.3328815495100856,1.0661013947470193,1.2882777253000588,1.3473713066511657,1.063552352579812,1.241101760819915,1.2918102636727544,1.0430709157737048,1.3139648033126292,1.351190476190476,1.0920082815734988,1.254707545118504,1.3234942378777994,1.0587301587301587,1.2598250259007713,1.303649130885231,1.0361114308737194,1.300465178096757,1.3949627857522593,1.1006645401382242,1.3335246934251863,1.3982442711572503,1.121170804828653,1.3225574712643677,1.3958716475095785,1.0908141762452106,1.3004346550269597,1.3343084033305213,1.0643362799398453
Shadow Machamp,Counter,Dynamic Punch,45,1.025721000226762,1.078896699581521,1.0408419056257603,1.0406482621675153,1.0657300341199456,1.0418460721743528,1.0410467181765373,1.063499178998479,1.0409997078644895,0.981469968569751,1.0244240665906814,0.981958691672711,0.9879491642526043,1.0456447443143961,0.9887938298408872,1.025562908869618,1.0797695116385213,1.0257492773467214,1.0648159332556149,1.077913395227327,1.0648735199516834,1.0561538561709711,1.047397314809475,1.0561594371406087,1.0010365096361153,1.0265831137170922,1.0020137525204833,1.0256570390784145,1.0689833956138968,1.0259840304484937,1.0210466714842168,1.082789890195111,1.0214013782892999,0.994348169217869,1.0386544121273904,0.993530195162855,0.9948894213914219,1.0563537069766264,0.9947629219209125,1.0323442567723782,1.0393131510631692,1.0285790721792492,0.973884445681448,1.0309514648941136,0.9934941346933096,1.0181884057971013,1.0599585921325052,1.0181884057971013,0.9853337682104805,1.0333768210480538,0.986616655794738,0.9707033498330839,1.0155634856682398,1.0013698630136987,1.0243221690590112,1.0839048378522063,1.0243221690590112,1.054481812817937,1.115047281889362,1.054481812817937,1.028448275862069,1.0713218390804597,1.026963601532567,1.0043282103950408,1.0454370392106518,1.0015222095880865
Cobalion,Double Kick,Sacred Sword,35,1.398703333402049,1.4710136263373808,1.454328062833701,1.3892395334420826,1.466826710659165,1.3921844997001276,1.3848834983731075,1.4584848576427016,1.3854140433233604,1.398599454287984,1.4529945083411047,1.397993299485373,1.3759827950640369,1.459795353109169,1.3765322377282596,1.455834474364826,1.5439068918302146,1.4561919975657995,1.4347374187114625,1.5080579237889238,1.4338820455918087,1.3621230752630962,1.440360828290307,1.362528625723433,1.4088325898648586,1.46241631863913,1.4090209264315225,1.4210617792749334,1.4855011731920102,1.4220545368579665,1.4309709713238277,1.5111677564904737,1.4305105134215768,1.3654329918942472,1.430131040265698,1.3657412735732726,1.348831325606023,1.4337992128118664,1.349803564393652,1.4055599225825204,1.4284119508280104,1.4078586668604305,1.3554199854288265,1.4345995792368964,1.3753632560842837,1.407422360248447,1.4706521739130434,1.4052484472049689,1.3729506414437922,1.4319525983909545,1.3715046749293325,1.3411419362265455,1.4020490387935998,1.371509151605848,1.4552897395002657,1.529040404040404,1.4552897395002657,1.4747803345612274,1.5527436253169402,1.4747803345612274,1.438831417624521,1.4933716475095784,1.433773946360153,1.4382863221215567,1.494681436378975,1.434416608590397
Mienshao,Low Kick,Brick Break,40,1.609754890844998,1.5988971118761468,1.6099053783833928,1.69718926238087,1.6173459016586225,1.6962367262323752,1.6762819544201446,1.6126215972089306,1.676396122320832,1.4587452077504923,1.5186060166476705,1.4577539460504958,1.5289779751397696,1.5700836669967424,1.529092784054682,1.5475543891678079,1.634055986611897,1.5474212688270197,1.5939084511987864,1.6105805019874433,1.5934912987906795,1.5776284971750991,1.5838270941193322,1.5776582623465,1.4863772078511324,1.5316293483686496,1.489253620869272,1.5909293772287334,1.6349273917135674,1.5904182690962223,1.5919726104658336,1.6521009217970637,1.592706258702434,1.4447127636835961,1.5037260978938196,1.444077703424804,1.556857897723371,1.5666272711172795,1.5577976080757263,1.513878338298533,1.5518802803411125,1.5091784631441274,1.460606668358451,1.4984896732946407,1.4614825759870333,1.5064078674948238,1.564047619047619,1.5064078674948238,1.517797347249402,1.5835181561208957,1.5177756033920418,1.519270173822954,1.5461033728559919,1.518614020950846,1.553136629452419,1.650332270069112,1.553136629452419,1.5729959017046997,1.6660128530195029,1.5729959017046997,1.5213026819923372,1.5807662835249041,1.5172318007662835,1.542961156145692,1.6141015295455379,1.5434838425705169
Toxicroak,Counter,Dynamic Punch,45,1.4108144880331486,1.394161908099528,1.4087942443670247,1.4757304877085877,1.4423598033105252,1.4789089681194383,1.4748981723062253,1.431739347966972,1.4737329881433279,1.2898801505888855,1.348355956204884,1.2900148516561325,1.3139593289418925,1.3887040328681524,1.3142730032987062,1.383196409554237,1.4477293473299864,1.383378974593032,1.3321670856918129,1.4027192156972907,1.332046294085425,1.3713335354884557,1.3703215196608258,1.3702619893180241,1.3040331683083557,1.3472807755778837,1.3032969435477604,1.3905263824591223,1.4456862915496298,1.390751741376339,1.3279473712039764,1.4052051571285054,1.333325255124522,1.318917396951711,1.3738161983525428,1.3189276730076784,1.3060745045738595,1.3848258463718146,1.3103863293829356,1.3364357573635781,1.3632775601603837,1.339722036898809,1.3587435227858775,1.3772910714724254,1.3558865904272301,1.3310662525879917,1.3825465838509317,1.3310662525879917,1.307577734290063,1.362872363557295,1.3164492280930638,1.304788764820997,1.34563140324623,1.3273051686427997,1.3588516746411483,1.4301967038809145,1.3588516746411483,1.393651628952782,1.4794925768231038,1.393651628952782,1.3523563218390804,1.4160919540229884,1.4110919540229885,1.3165829145728642,1.3659446869383414,1.3166562740710852
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,45,1.568405862829578,1.3665402296481066,1.3229895483312375,1.3023504291452541,1.2892551570508675,1.0921221732607815,1.2895398697814358,1.2919474693341662,1.0827683701189026,1.2853866611404692,1.3149690878320037,1.0573567505957933,1.2791025223108574,1.310057875994071,1.0522360061258758,1.290301232314012,1.3250722653278564,1.064396013996653,1.3916920656769247,1.3504656095060186,1.175284070958046,1.4595277383492606,1.3196184105026407,1.1879372922251512,1.254879958486933,1.2689459342349783,1.05603342117983,1.3395937942340521,1.3391990478953981,1.103914027782483,1.3345964714383913,1.3356187320443451,1.1212987115991329,1.2725949918613637,1.2997155587708193,1.0713096627809475,1.714360581319281,1.4863470928614542,1.4646144838279462,1.2496812804269852,1.2941500921479387,1.0592190875042111,1.3820471680351019,1.3045129708003504,1.1616499807627765,1.2751138716356107,1.3092960662525879,1.0639958592132504,1.2464557512502719,1.2816590563165906,1.0586540552293977,1.2919650051801543,1.3078508115574998,1.1093703234718546,1.276475279106858,1.324043062200957,1.0752259436469962,1.2572278301360253,1.3292908513929422,1.0368208710073514,1.2839080459770114,1.3104980842911877,1.113639846743295,1.2302204452921541,1.2706048490628323,1.0453361699005979
Mega Swampert,Mud Shot or Water Gun,Earthquake,50,1.1288420705436106,1.17804324970624,1.0253767342142697,1.1561084110453874,1.2001636279027574,1.0056715379846888,1.1804457249158011,1.2195331204437774,1.0007672754502077,1.1584878941733154,1.219524747003765,0.9448969018754534,1.1520418560501224,1.2055325596032533,0.9831271898262901,1.2020652670013692,1.2775825346112886,0.9952418986764036,1.1734806241836033,1.218188968636319,0.9843911962582693,1.182841866945963,1.1986769381312308,1.0097629762194884,1.095358886522609,1.136324065330399,0.9521638291062969,1.1968708987991168,1.2420752463114046,1.0135539395831892,1.1768731163085817,1.2496959655956432,0.976016532421524,1.1780511665378735,1.2317230068561846,0.9817682215024417,1.2036496904377243,1.2345878466537277,0.9964001864963623,1.1012669515876528,1.1504653636045368,0.9750870286087974,1.1414386168845523,1.2019314991118133,0.9812784976956263,1.1590372670807452,1.228550724637681,1.0005693581780537,1.1222657099369429,1.1589258534464013,0.9498804087845184,1.1179463566248418,1.1696442960745943,0.9721998388396454,1.1794391281233385,1.2642876129718235,0.9810207336523126,1.1434802022038304,1.2287470697985936,0.9849941794638729,1.1957854406130268,1.2463505747126435,0.982816091954023,1.1465722774456222,1.218235337270293,0.9688497230678942
