Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Aurorus,Rock Throw,Meteor Beam,35,1.3775197152203777,1.4319785049069835,1.3772434364824555,1.599373594767674,1.4561277511847452,1.601202315925227,1.4077112750730392,1.4019393720701303,1.413999120049885,1.366484767005042,1.4079806696863502,1.3736054980749008,1.436252442886987,1.4346333984769863,1.4672535211267606,1.3455968450429678,1.3810788310595412,1.528527498708372,1.4062891292768562,1.4441962480513795,1.4467674511345923,1.370749664318151,1.4394279076082857,1.3885702216254545,1.4007720071289753,1.4686137008875395,1.4114744261443528,1.371843255780125,1.4127344577066987,1.3580727798744172,1.414738730326449,1.4658500325588824,1.4109176690297454,1.3554233036846441,1.413668631933582,1.3412345084827337,1.3935454254822077,1.4662475100622177,1.4042593306063562,1.3949658124923001,1.4469400640630774,1.4027273007268695,1.4035594166587235,1.4713027138169092,1.406160214599872,1.4111455627252159,1.4389508086818068,1.4298918964216878
Rampardos,Smack Down,Rock Slide,40,1.03763766498926,1.0706453840957564,1.0368999096781049,1.0949467930849774,1.0599639714637616,1.1044929904708616,1.0746248342180313,1.0559053198998503,1.16825089340259,1.0036183320689172,1.0540492166382258,1.0077024303232092,1.0559943392411888,1.0538715546869735,1.0889699440663119,1.0216045970683987,1.0517125072477829,1.129286908417355,1.0236260656409741,1.0733685270241253,1.0525897480946047,1.011375465805712,1.0534767587465867,1.0223556568049124,1.0467861396956752,1.0917452555594365,1.0487385475160536,1.0160736364885288,1.0516231221159986,1.0302966632455979,1.0518976299590863,1.0780921723532086,1.0486171689744566,1.0008977906944458,1.0505724572623862,0.9968901270790334,1.05870105171693,1.102286234230394,1.0604798714659278,1.0326552297646914,1.0540301219662436,1.027219108044844,1.03702392461771,1.086793120821362,1.0396519560451531,1.052669068968407,1.0467694628341575,1.0636218888795776
Mega Swampert,Mud Shot or Water Gun,Earthquake,30,1.2570667395313886,1.2698560162731212,1.086267276908714,1.2204700768677008,1.249212728718087,1.0815111514460884,1.2034283236317251,1.2130650435068862,1.035536690437981,1.2017398095850207,1.2647545168133456,1.0369704452033202,1.2651560078172384,1.2657052362019003,1.0797459397533526,1.2615789675547504,1.2587497941291268,1.0542303362294383,1.272611667461453,1.2831251551227456,1.0840716478846137,1.2572243259961076,1.291631338352217,1.0606369657378212,1.2664857554833104,1.3232667902594553,1.0477086076108082,1.2031145196091901,1.2051186733795043,1.0741779332972372,1.2246808615203155,1.2697718420955635,1.0820729564693885,1.1917754967929435,1.2625065945965959,1.0107272104625011,1.2131632661425842,1.2633145068078793,1.0673246387028552,1.2426851053344832,1.2844416040409017,1.0335484169027966,1.2014188646359565,1.2623401734773076,1.0285951606094854,1.2480851420430739,1.2518310567334283,1.052912092516551
Archeops,Wing Attack,Ancient Power,50,1.3209873169843112,1.3190564018489424,1.3229956508869003,1.2848028495296844,1.3162971125994112,1.290795664293196,1.3176540783155604,1.2648317491065975,1.322884717039063,1.2555510583468759,1.297626626368061,1.2571598839042188,1.408341195498349,1.330246310398275,1.4188725655367613,1.3157325957327763,1.2915808401336526,1.4079514663646475,1.2772214274360196,1.3048799872834207,1.2812427667483763,1.291033900095047,1.3141378634038894,1.291064073744399,1.2967032967032968,1.3373187529666748,1.3004289923605328,1.2601359268807126,1.2852120928052497,1.2510121784666608,1.271344497548869,1.3022570063029082,1.2798712388347606,1.2318891552437456,1.2822209675777236,1.239404681469415,1.294472543056455,1.3541900632013837,1.295234894377454,1.2616961315757054,1.2859430824196132,1.2556748182826167,1.2814444641130733,1.3531366167839975,1.2678958046814364,1.2495600435766363,1.2680968742143637,1.2725718595491495
Shadow Mamoswine,Mud-Slap,High Horsepower,40,1.017794172340248,1.01041813724374,0.8473848395837602,1.1435682580407436,1.021881535716357,0.9897066199023544,1.1540988899334341,1.0085288690108791,0.9473074476065674,1.085393857174528,0.9981084604698747,0.8958758336502848,1.1558342880247996,1.0046128445313027,0.9461469775591347,1.0925798496973416,1.0143647106865596,0.8968547442801739,1.1125584586167374,1.0126496498757624,0.9462863963278089,1.0292533530467842,1.0132070063213796,0.8768764238190788,1.0,1.0241364177794496,0.8515722256553553,1.019492011669347,1.006877156687651,0.8455912657685688,1.0,1.020100502512563,0.854443365974125,1.003813296557852,1.0165767333376525,0.8464963023981192,1.0,1.028198801550934,0.8490790304202769,1.0,1.0016939756067513,0.8237957373413822,1.0,1.0426476395375754,0.855866773785046,1.0140283248135424,0.9917120589960614,0.8684655995977542
Flygon,Mud Shot or Dragon Tail,Earth Power,30,1.6681846817101957,1.6597900585194798,1.3904957078124645,1.6983497156270364,1.7083309166464802,1.4154625879816172,1.6078033849591837,1.6073523313930118,1.3433799580282788,1.6458834608258095,1.6858030805653466,1.3821865790185552,1.5950973785295506,1.538973313565604,1.4354757733000876,1.6724994867328913,1.6528261276647587,1.5291817732645367,1.5573654371184678,1.5625385192435866,1.387774793843614,1.6628698157898707,1.683626269179126,1.406985199824993,1.7111779825716256,1.758976150174194,1.378901457141066,1.6329327719547775,1.6412079875225267,1.3678187857090907,1.6408202381098647,1.6839453993684805,1.3882493150348318,1.606999065187009,1.644187962200235,1.3563303499532593,1.6649342984318516,1.7241763736669098,1.4107024288677033,1.6126724775163237,1.639375692990021,1.3471803006036713,1.6905322784896308,1.7412410299704517,1.3913315813123817,1.6666638732925503,1.667032598675941,1.4637559708371743
Shadow Tyranitar,Smack Down or Bite,Stone Edge,40,1.0326099991650917,1.0601650082352316,1.031448717656792,1.1425293670100067,1.0893804524720148,1.1493785418678202,1.0393635238520291,1.0447635054933577,1.0447935757311024,1.0,1.0528227668138541,1.0150285866538666,1.0655047509940023,1.078399824786037,1.0597664936990363,1.0035218020074947,1.0319082932684174,1.00386924435801,1.0460223042106938,1.074584410477792,1.0554481897001287,1.043208665872094,1.0780320745892613,1.0389481465835886,1.0558137868651316,1.0997340068244714,1.059064814566037,1.0205344948805186,1.0481966656699773,1.0400103440194597,1.048764605423204,1.0809057512501383,1.0471428044869826,1.0174745240320984,1.0694723397165944,1.0158455429782587,1.0615455238501201,1.1179185349738916,1.06854604028166,1.0383146482690648,1.0750123198225945,1.0369517678945424,1.0649246313266794,1.111984095644004,1.0559784310788545,1.048277884857119,1.0498282074918295,1.088510852258443
Shadow Aggron,Smack Down,Meteor Beam,30,1.2547775728457469,1.2715986975430926,1.25627585369371,1.4245191930426713,1.3149460424904726,1.467709083217048,1.5417628122952456,1.2845736515081017,1.5985781525478988,1.2635382365563403,1.267675216560937,1.356701643198695,1.430655704562302,1.28441438102298,1.4215850124671474,1.4460392700100848,1.2685548879949644,1.4545313025252742,1.4121370824932304,1.2792014211335045,1.5105065158524988,1.2450643453072432,1.279489461852964,1.3316084063787095,1.2866725776261227,1.331613781491532,1.3027575521463053,1.3166482144444536,1.2683222485312302,1.3449649677153457,1.2398545293705692,1.2880048162573259,1.3074787138627122,1.2561665262904584,1.2695500865396185,1.2588876650963043,1.3065144149978276,1.3357050929986638,1.298767941897353,1.2175295675742268,1.2453184674140692,1.2231273869656276,1.2561854055746946,1.2974713707975327,1.2899685453233296,1.2775915528366715,1.27608313081371,1.340157546300176
Groudon,Mud Shot or Dragon Tail,Earthquake,50,1.1138784525354646,1.1471351261090996,0.9465309561217751,1.1209600103718513,1.1468179910679253,0.9874940720093074,1.1230236731903256,1.1343079255650832,0.9308099655933175,1.1451970150285866,1.1679402354865018,0.95019352686698,1.1247691892984704,1.1218512029112473,0.9579772895747692,1.1600265319613121,1.167692824864238,0.9836002698318514,1.1345280224882666,1.1414301131942877,0.9765524126641513,1.132257139839778,1.1866964380006941,0.9407510221323718,1.1507473781312412,1.2129199244113669,0.9534825402796063,1.1169601512812848,1.1243060213507028,0.9785442408863533,1.1113022324335615,1.164158199309506,0.9511002444987775,1.092777875475505,1.145627203983599,0.9457253130697962,1.162479199285193,1.2355747555147512,0.9520784320154765,1.121065356658864,1.1569853394111125,0.919574658124923,1.1557074578902218,1.2040060458339574,0.969307860945819,1.124947624235314,1.1317941841950894,0.9496270845554345
Aerodactyl,Rock Throw,Rock Slide,35,1.3833154966565717,1.41088264984706,1.3824244218260202,1.3837926175618642,1.4315594283199307,1.3864845224001283,1.389920772836763,1.375882719742219,1.392237763787204,1.3461008861761004,1.4029508016669954,1.3416832261121947,1.435180942112002,1.4305360873374218,1.4709549160994677,1.3710255640861928,1.3978575892464338,1.3755062167363432,1.3586437879789284,1.4188718497881965,1.3594218418403345,1.3716699606233878,1.431383612691037,1.3870343828734366,1.4088950983816508,1.4562633780237693,1.4103549262473467,1.3584121930129383,1.3959335073499108,1.352092643624286,1.3779164772517847,1.4364610337752333,1.3983487117740292,1.3550901030145406,1.4126505187749323,1.3602362022528067,1.3795279979670632,1.4400160667590232,1.3857415710995074,1.3724128372551434,1.4199134532462732,1.3637042626586178,1.3754408420593962,1.4421901169678237,1.368441836081646,1.3505321377692114,1.372236654655158,1.385292885276125
Shadow Aggron,Smack Down,Meteor Beam,40,1.109219664366874,1.1407306206404504,1.1094443305933162,1.2808809932412377,1.173713156898134,1.2916315536282714,1.422529571704856,1.1827827314537853,1.4627682977396679,1.1357006730219683,1.1688880391650378,1.1645130912840707,1.148527528809219,1.1515567086730911,1.2791849181211672,1.2972482114615367,1.1629685113448953,1.3261874519164605,1.1657840356733513,1.1994913368303926,1.300203297944432,1.1581853567279696,1.1938415581672526,1.2093417618393858,1.1770959277071746,1.204546065181762,1.176773511736837,1.167112483130359,1.1702641765594823,1.260111683085104,1.1530636065412638,1.1941738030003317,1.1575235591158728,1.1236637264792722,1.1728200808937181,1.1366955749099896,1.16990597667041,1.203982260986466,1.1683730767023797,1.1458666995195268,1.1738095971418012,1.145612603178514,1.1481229319571344,1.2015958822968722,1.1663557510314684,1.1644766613592559,1.176041230201961,1.1728400234643426
Swampert,Mud Shot or Water Gun,Earthquake,35,1.5899477043817503,1.578756897480854,1.3702256529362205,1.4965711478295878,1.536025124445157,1.3456180633979413,1.5985085162078583,1.600716304715963,1.3592871137952756,1.4857656565574386,1.5478569670689069,1.3302831410946114,1.5673040636161466,1.5680015499696744,1.320301233236741,1.6015986860362017,1.6250329957427032,1.3536850322286622,1.6640173793249615,1.6979672994280328,1.3916009225097397,1.5627566646048008,1.5906340992411327,1.3612600515969404,1.5370106665950187,1.6125545196449842,1.3544157553937506,1.5749416128589093,1.5829501466749636,1.3706068222040844,1.5962821442174195,1.6506124755808382,1.3607032718605252,1.5216719269179864,1.5774552724378257,1.326934646390789,1.5890352566992647,1.6596388258150192,1.3881679796050528,1.5487248983614634,1.5785850683750153,1.3353147714672908,1.566715233050559,1.673783684418361,1.361306662672422,1.643383893404844,1.6271515964133079,1.35216626162742
Excadrill,Mud-Slap,Earthquake or Drill Run,30,1.26431526136424,1.3090314305014763,1.051008341492664,1.4556705708953568,1.3442021692181194,1.3102599445242424,1.3818461226802394,1.327537690669047,1.281718561566438,1.393446324006484,1.3439103613654066,1.1426769962352261,1.3245451175955254,1.306080261473145,1.0887121773704427,1.387526819616505,1.3277035639914359,1.137131434733857,1.3817316299810087,1.3549375744240588,1.1343606990772115,1.34169545735709,1.3741562693299942,1.1584388153825265,1.3263566099751918,1.3684498061026178,1.1021521266020045,1.2975279409744391,1.3318086679650567,1.1223665177020115,1.3000208868302392,1.3635537098696415,1.0910788662137092,1.3068407948687097,1.3412530196310728,1.1013485371565026,1.3273438204457706,1.3643301555032747,1.1408710478641866,1.2920952938277688,1.326359800418874,1.0737187384501663,1.317038630700309,1.3713830526014787,1.1066054821007911,1.3222995055727815,1.33411547808598,1.1077851336629516
Garchomp,Mud Shot or Dragon Tail,Earth Power,50,1.0701520292066093,1.1219861708829535,0.8999187861951712,1.0945476132800638,1.1583839700308085,0.9017864149218188,1.035311954976941,1.091396113659168,0.8515353230334857,1.073503599009891,1.1280999383724217,0.8868696647907205,1.0399134038681852,1.042622481299279,0.9350309993934901,1.0415035680524503,1.106394067309059,0.8832187600820325,1.0071698081637093,1.0479325798202388,0.9020126217626406,1.0758203460917581,1.1348339694944405,0.9113015403647995,1.1300142400386899,1.1646202208549397,0.9396544775517881,1.0904859264766493,1.1494306748664571,0.8946364642848486,1.1232814438942882,1.1706945485373075,0.9226818690027153,1.0680840035911627,1.1290967485167942,0.8987532741593625,1.1323622234427129,1.1975473600511513,0.9334623045962407,1.0979271898484662,1.1376663176050263,0.9183888752001971,1.1246612835142091,1.19860019880445,0.9214450087827993,1.0748680130729908,1.1241179921226852,0.935531718763094
Golem,Mud-Slap,Earthquake,40,1.4777694286950382,1.4876972470797185,1.219005548344984,1.4183523768257358,1.4454846622836497,1.231292284912027,1.5805724107151335,1.447329604623853,1.2901382281349807,1.3754644949894541,1.4314377937733773,1.1822386472034707,1.415826538176427,1.4187731653076352,1.1951159107756588,1.4518984114665001,1.4360581988498304,1.2034951798014164,1.45248433434564,1.467189273453862,1.2094359248940982,1.4328409999547396,1.4567023218623176,1.2178054704826276,1.405536598690633,1.4540691582256375,1.1675667445838596,1.4031096708500683,1.4203712533234205,1.173787608187938,1.4252681500411593,1.4621641213401972,1.1659888685481197,1.3442981035328527,1.4044685912090558,1.1449237803467138,1.4307858776467117,1.4685755506553761,1.1967276274479264,1.3835391770358507,1.4321023777257607,1.1859292226191942,1.4089107967156416,1.461648442925421,1.1734636909543976,1.4440291628257773,1.432866839855862,1.2449342160395542
Shadow Aerodactyl,Rock Throw,Rock Slide or Earth Power,30,1.2107262942975765,1.2261569172150495,1.2136014147900205,1.2087590966936312,1.254284359316413,1.2202056628943607,1.2158789847021623,1.2072171735875694,1.2944002886742825,1.1890156468963498,1.2419685841724921,1.207402224694557,1.3631578947368421,1.2759165038075342,1.4263326369701463,1.3619514528279326,1.226929489507918,1.365349168281672,1.2060810905024444,1.24365077373134,1.299363892165639,1.2101715371965662,1.2564730021272423,1.2436582532474392,1.2210698836615708,1.2685814592905058,1.2256284872421792,1.190378445649451,1.22766540329554,1.2808886159217088,1.1940386529223133,1.2362669091177156,1.209187748031109,1.1767074220449265,1.2218468572697907,1.1743102283350149,1.2281315834774695,1.2733562311973834,1.2267298407259553,1.193321116175927,1.2340920290747812,1.213517925341875,1.21560751099552,1.273015700104849,1.2140688190198667,1.2231542780524596,1.2187714740635214,1.248587949384061
Shadow Flygon,Mud Shot or Dragon Tail,Earth Power,35,1.5614970664359282,1.353565437833489,1.3220119771386933,1.3651386382168604,1.3729277621024834,1.1182254581185325,1.334819436135563,1.3129963567533007,1.127459824579729,1.2922184504426812,1.3289509277696308,1.1034265340283893,1.3058966237617091,1.2578778893456433,1.2084978772154458,1.3576693386637908,1.3179954832494434,1.2896292970609535,1.26845925814377,1.276850527208181,1.1641609985861172,1.3401596186050722,1.3654662583166122,1.1429295596155877,1.3309779055500326,1.374602577536563,1.1245869045380048,1.3063203575151727,1.336786727330031,1.0962882748923173,1.327837230160583,1.3553587005934318,1.1231462938162697,1.3071739955388133,1.3644382329257796,1.0835778347509788,1.3580919903927338,1.4130304694608617,1.1527735652630111,1.3083574596525809,1.3362233583836391,1.1078446470370826,1.3281907433380085,1.3545799915576193,1.129971813341685,1.338707785133663,1.3171038297159139,1.1580658677616693
Shadow Hippowdon,Thunder Fang or Bite,Earth Power,35,1.391937822103817,1.4497286548109691,1.1876236233501074,1.3434976339214126,1.402635951429712,1.195023217252756,1.3733789767889417,1.3064647845863127,1.2838266434967571,1.3690902101642792,1.4525416799718507,1.2154056742118076,1.53068771480558,1.512207695936384,1.3595205202506908,1.4917301952219908,1.3297069978047962,1.2815411098752592,1.516215032892994,1.5377662882368854,1.4302219545047645,1.4059653304768946,1.4783881236516152,1.2660772747159905,1.4250517208952416,1.4960459263637749,1.2208818076788737,1.396790121461416,1.4348205555061702,1.2558932626492005,1.3904240026538561,1.4269145237188388,1.2152572151712107,1.3702970113751007,1.4173245837305517,1.1858889516211137,1.3843562230000575,1.4511152462066874,1.2233197530965398,1.404914069237403,1.4541548601700136,1.2386118639891586,1.4189871866446984,1.4742030801072998,1.2056128215253477,1.4867007458308892,1.4440878236822259,1.3005698483197856
Mega Aerodactyl,Rock Throw,Rock Slide or Earth Power,50,0.9274631691600064,0.9707918725474569,0.9280035825155026,0.9367317068177864,0.981441550864719,0.9348501028655651,0.9037420036907261,0.9536111190243316,0.9057567096196274,0.9193593986124642,0.969879775374596,0.9185804097522083,0.9328374553541344,0.97042590471056,0.9363181481231889,0.9266964323987736,0.949582505149592,0.9180735449723513,0.9304520241949653,0.9681639323232577,0.9377138602347548,0.9405096329375556,0.9856856207474013,0.9424528159558259,0.965161163205173,1.0129145508118613,0.9667284630609814,0.9447322272775026,0.9789725479421059,0.9477222954025684,0.9519971495619909,0.9763978818296863,0.9445024634173311,0.9282137667410197,0.9769536203178364,0.9276028988458299,0.9767277913944471,1.020706445557459,0.9659728996401373,0.943398115067143,0.9909372305038807,0.9481412467660465,0.9699614646168929,0.9999319162842631,0.9680959708057026,0.9418922316265819,0.9744071063437527,0.9387329255007124
