Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Torterra,Razor Leaf,Return,40,,,1.8338411993088664,,1.8125347814733082,,1.8848820427664887,,1.862406649411415,,1.9178081121534962,,1.9211571834897514,,1.8414815298233311,,,,1.899233342255692,,1.8347588059668258,,1.9126406200520774,,1.9513200168736327,,1.846101882184471,,1.9533554271368512,,1.8628690268320645,,1.893389653640068,,1.9229367212273656,,1.9212710366703183,,1.886957121757999,,1.875975634231234,,1.834209085728838,,,,1.900645061928112,,1.850665885474488,,1.8562491860637553,
Torterra,Razor Leaf,Earthquake,40,,,1.8532649186857095,,1.8135674889626114,,1.8617629692642765,,1.9475106874798176,,1.9211772650061842,,1.9136692528442714,,1.8516665888220705,,,,1.9016076473197199,,1.827398958185563,,1.897439420259531,,1.965281319285598,,1.836654051949565,,1.9594887094544635,,1.8424186567246765,,1.8784742188699366,,1.9103819412855731,,1.8938229579781893,,1.8782835490018175,,1.864374785933288,,1.823136353146861,,,,1.8812653883327857,,1.8512193921666922,,1.8317158491171095,
Torterra,Razor Leaf,Stone Edge,40,,,2.115523486962318,,1.88978986561377,,1.965856137665813,,1.9814233446796439,,2.0052734066850593,,2.0291431450044186,,1.926817548688596,,,,2.0185829163793394,,1.912656478087897,,1.9877650085232197,,1.8179356113163192,,1.9480896173217852,,1.8060915549546481,,1.9477916668827218,,1.736322631552178,,2.015638766700352,,2.0070731688697356,,2.155111299031914,,1.9467055584503898,,1.9171483815172654,,,,1.9779668500651917,,1.9354103152077922,,1.7078527063333084,
Torterra,Razor Leaf,Sand Tomb,40,,,2.135837729811267,,2.0843404227403135,,2.1798050873435777,,2.152602051536115,,2.236873137538875,,2.259130636941627,,2.120459074109975,,,,,,2.1054511522850956,,2.1905664024169202,,2.326231654368565,,2.1503807528415035,,2.245272908739853,,2.1360070827454107,,2.164774849168144,,2.2198801910321126,,2.2138615864388145,,2.1741833519786002,,2.1531422927402266,,2.1021331574808384,,,,2.179875830483195,,2.126199724925757,,2.11198016291522,
Torterra,Bite,Earthquake,40,,,3.053537348421522,,2.5083237789964272,,2.5337971544044793,,3.0772742349180993,,2.7697391523825416,,2.7811700714001355,,3.289744198391539,,,,2.011126426952997,,2.7859955933644382,,3.278274791238916,,,,3.268358038132664,,2.924057682420424,,2.664321329942088,,2.8090180721364266,,2.8239647441335154,,2.739898962909807,,3.0523723533263447,,3.1851777391538714,,2.1803562506674754,,,,2.1496379121086653,,2.4807380168870643,,2.7299676834377054,
Torterra,Bite,Return,40,,,3.067524358253422,,2.5732888455945417,,2.6394017731297694,,2.951687470872864,,2.894361501415104,,2.86262715420561,,3.37149407666605,,,,2.0129311140642567,,2.9095369838680045,,3.596560175413805,,2.7535741775088702,,3.47782896697706,,,,2.784623262920032,,,,2.935298403667213,,2.8821259394693546,,3.223848030795521,,3.426471627561165,,2.212949952987339,,,,2.2050865640841253,,2.5935480233589114,,,
Shadow Shiftry,Razor Leaf,Hurricane,40,,,1.6734765276780517,,,,,,,,,,1.8925020551907337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Shiftry,Razor Leaf,Frustration,40,,,2.0245344510868746,,,,,,,,,,2.011506915490907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Shiftry,Bullet Seed,Hurricane,40,,,2.064556360859948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Shiftry,Razor Leaf,Foul Play,40,,,2.073702324323527,,,,,,,,,,1.798071450542879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,Razor Leaf,Return,40,,,1.751585063170496,,1.7087693683509,,1.7391017595623681,,1.7149134496222165,,1.7620039800214888,,1.7918228455410083,,1.7399700436932122,,1.8180627735162493,,1.784068680028789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,Razor Leaf,Last Resort,40,,,1.9320375651368162,,,,,,,,,,1.9785316150469334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Magneton,Thunder Shock,Flash Cannon,40,,,2.467430443790676,,,,,,,,,,,,2.435640412563563,,2.458810290211438,,,,,,,,,,,,,,2.3510681886191978,,,,,,,,2.3751755150938574,,2.2567030510491066,,,,,,,,2.358250437023067,,,
Shadow Magneton,Spark,Flash Cannon,40,,,2.5222318882279593,,,,,,,,,,,,2.4414336713921534,,2.4108174368005493,,,,,,,,,,,,,,2.3414353872886484,,,,,,,,2.4520922338791844,,2.229622192587488,,,,,,,,2.2711950836659547,,,
Shadow Magneton,Thunder Shock,Frustration,40,,,2.6586609593353723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Magneton,Thunder Shock,Magnet Bomb,40,,,2.719087331212334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.721318293796558,,,,,,,,,,,,,
Golem (Alola),Volt Switch,Stone Edge,40,,,2.704614433967906,,2.2177339172476187,,2.2211627641963485,,2.3253343881927786,,2.108938025648854,,2.2522063785962922,,2.303629754891893,,2.3379625166628677,,2.1289512381366507,,2.1362287640472633,2.1070835209139993,2.150622266042683,2.1291677557570106,,,2.187737323904287,2.2103385382441325,1.651853140600685,1.6714192014942855,2.1863077786537457,2.176925335245722,1.6892234607249232,1.6681023753423412,2.1786779705747596,2.1653503731681067,2.1302137924979863,2.1149833265633595,2.661934439129809,2.602868931696815,2.137626627665472,2.1636634171883045,2.156219151442008,2.1764339719388355,2.1054383034285244,2.159137159318647,2.1631893072735853,2.165487932588983,2.245126345368863,2.188390747072166,1.7686704741945511,1.706240251899515
Golem (Alola),Volt Switch,Rock Blast,40,,,3.1775940102194102,,2.4369565565635813,,2.403908196450208,,2.562439406886171,,2.3320521422246676,,2.438407623285545,,2.4829491542557856,,2.5232037899294024,,2.3388878673114717,,2.332799323754022,2.293440421312315,2.351175311424922,2.3254588070430415,,,2.4213260480260304,2.419395634696785,1.6946581092009614,1.693347891568958,2.407886295187974,2.3927020412650717,1.7036169003849482,1.685349899458126,2.398386209756669,2.3680317016868004,2.3380747987464834,2.293324615712597,3.14589363682543,3.03067828639475,2.373659249655398,2.3689018706109004,2.3524246807881397,2.3632477227088207,2.2939538825844314,2.341326667192847,2.379092978103733,2.3535887810587273,2.449818296827388,2.3763457724897514,1.765843207838479,1.7138501065712788
Golem (Alola),Rock Throw,Stone Edge,40,,,3.9934750949746736,,2.5341101905553063,,2.386133200476599,,2.5466371882860224,,2.29310742836391,,2.4551182265539295,,2.6481609800655987,,2.627265032836705,,2.4044978788768687,,2.3444624294312315,2.290681797297878,2.374350224146289,2.3539048051850315,,,2.374741589809492,2.3781515256242387,1.5053676172091262,1.49352657166067,2.4770757712655374,2.432595239198106,1.5495000839142914,1.5071731845666827,2.4137509025832933,2.3829155204236616,2.3818367985708995,2.341235705924034,3.864153959990486,3.720607429007943,2.441884199667733,2.4386623778409717,2.302207989389104,2.2989750880883904,2.2467677568098523,2.2877863279610913,2.454435309491233,2.443235841842603,2.403876577697324,2.3253973617902703,1.5721281130003213,1.5206802662656815
Golem (Alola),Rock Throw,Rock Blast,40,,,4.104949087977873,,2.5858871446555853,,2.491330012176644,,2.6288717756157705,,2.4152685172542587,,2.5542651749673526,,2.6608630854313517,,2.6779820525842584,,2.491981799381716,,2.462572022516989,2.407290861901952,2.517918245248781,2.477370108157908,,,2.51475361312001,2.4939981542767216,1.5857278369045507,1.5715781242643156,2.5819889713370006,2.5416373331108195,1.5986240233784128,1.5719909555334863,2.548485750043643,2.5113335039077036,2.5068136100434,2.451990759789923,4.016168823351508,3.8588633319578585,2.5383676025955615,2.536326367920384,2.431570999573563,2.430059373485191,2.3816218902692228,2.417216592042696,2.5591061305624554,2.5377186331896096,2.549161797406131,2.4507330818871895,1.6527478864004708,1.5848128597300242
Shadow Manectric,Thunder Fang,Overheat,40,,,2.5068108784540803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Manectric,Thunder Fang,Frustration,40,,,2.511924581456939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Manectric,Thunder Fang,Flame Burst,40,,,2.511924581456939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacturne,Poison Jab,Payback,40,,,3.436931905693758,3.2114138441222044,,,,,,,,,3.0934236273364157,,3.3677634223811532,3.2411859162891345,3.1576843398693835,3.027097699426458,,,,,2.311732419772595,,,,3.067927888900091,,,,,,,,,,,,3.2174049898845754,,3.169067151373127,,,,2.200351634348095,,2.1547123836606175,,,,,
Venusaur,Vine Whip,Sludge Bomb,40,,,,,1.8033571257299883,,1.8685627621815177,1.8972758884546563,,,1.8174478458033734,,,,,,1.9155599074889385,1.884191170326399,1.974372408103776,1.928562748869779,1.931919101937409,,1.4384466377716427,,1.942552263607613,,1.858734025968766,,,,,,,,1.9053248521238675,,1.9550154017627097,,,,,,1.981680372158049,,1.9881082081038177,,1.938688373103515,,1.882314322977858,,,
Venusaur,Razor Leaf,Sludge Bomb,40,,,,,1.812374487288727,,1.7963794795482226,1.8161361381575296,,,1.8377232891002,,,,,,1.843685999200126,1.8117640622722324,1.9361376309572784,1.9026424318374764,1.8956706823173846,,1.485382663454713,,1.9101766462409706,,1.7802857953970959,,,,,,,,1.8933706742594307,,1.8668335350003626,,,,,,1.922774665590242,,1.933445294873314,,1.8789205204415034,,1.8073840181977603,,,
Venusaur,Razor Leaf,Return,40,,,,,1.846521115275268,,1.8425537145437174,1.869956921556846,,,1.8992642139668965,,,,,,1.8984118035075845,1.8563592257082953,2.0059265933013095,1.9698954881257549,1.955734569227419,,1.8832810028948808,,1.9662291039507103,,1.8422171994242078,,,,,,,,1.9490634033516674,,1.9286537676108753,,,,,,1.9767457978000014,,1.988290361031885,,1.91838389895445,,1.8632936694464008,,,
Venusaur,Vine Whip,Return,40,,,,,1.8591888819302633,,1.950147913452804,1.9909184261747757,,,1.8825140415454094,,,,,,2.0087980503987986,1.9726019585465249,2.0606090888339894,2.034622792565877,2.0228573139922283,,1.934090276735259,,2.0315663174105723,,1.9598540957400676,,,,,,,,1.9873770294293378,,2.059949118835955,,,,,,2.0708877737955387,,2.0829079736211478,,2.0109332009108343,,1.9781526130111835,,,
Mega Abomasnow,Razor Leaf,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,Spark,Thunderbolt,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,Acid,Thunderbolt,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Spark,Discharge,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Thunder Shock,Discharge,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Charge Beam,Discharge,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Thunder Shock,Zap Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Spark,Zap Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Charge Beam,Zap Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Vine Whip,Solar Beam,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Vine Whip,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Low Kick,Solar Beam,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Smack Down,Solar Beam,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Low Kick,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Smack Down,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Ampharos,Volt Switch,Thunder Punch,40,,,,,,,,,,,,,,,,,,,,,1.4347539418525823,,1.4349852018195883,,1.4292588492101637,,1.4578645555652903,,1.4319277706059685,,1.4562384100483723,,1.433782758265091,,1.4430691028424507,,1.4393246890065385,,1.4521851665888557,,1.451053463932399,,1.454110340470246,,1.4349157426900865,,1.4822825371830726,,1.4500728833587184,,1.466362621488218,
Shadow Ampharos,Volt Switch,Zap Cannon,40,,,,,,,,,,,,,,,,,,,,,1.362094010528024,,1.3320894560835754,,1.3597856158774797,,1.3897583274963117,,1.3438737620043246,,1.3678269463750417,,1.342952964912005,,1.345601499538156,,1.3334740422088456,,1.372043403832997,,1.3844270328023447,,1.3809943383164014,,1.3841685944144648,,1.3989733352345644,,1.3695846977566422,,1.4084349765623998,
Shadow Ampharos,Volt Switch,Thunder,40,,,,,,,,,,,,,,,,,,,,,1.413090306689921,,1.4122364993297845,,1.4174163309130976,,1.4503566636626735,,1.4283297729261848,,1.4251248411097335,,1.4401667771265974,,1.4201893437389608,,1.4281795001965776,,1.4512155539699738,,1.4308451618163756,,1.4544375396284244,,1.4419242222899298,,1.4711758538191468,,1.4448722267298801,,1.4822541950179948,
Shadow Ampharos,Charge Beam,Thunder Punch,40,,,,,,,,,,,,,,,,,,,,,1.4951443989724489,,1.4912356402296398,,1.471910862257318,,1.5154140660552726,,1.48692412277898,,1.4997533605093576,,1.4900239983985513,,1.4907304183478687,,1.498142570319448,,1.4957421256779093,,1.489751755715433,,1.5140414383559084,,1.491247469620881,,1.5218081351412207,,1.51208682077669,,1.5135222945135614,
Shadow Ampharos,Charge Beam,Zap Cannon,40,,,,,,,,,,,,,,,,,,,,,1.386306083958513,,1.3919868035283833,,1.3719028682514385,,1.4430601299069319,,1.4104487158923102,,1.431451158074263,,1.4079318681281079,,1.3822044751739393,,1.4022349732616237,,1.4016835061323842,,1.4546081776647812,,1.4154183604045103,,1.41978703797373,,1.4092596003139959,,1.4120295852645368,,1.4613656363457066,
Shadow Ampharos,Charge Beam,Thunder,40,,,,,,,,,,,,,,,,,,,,,1.4673856263676768,,1.4994905802793206,,1.453917749449973,,1.5047869813654096,,1.525621311146178,,1.494743733656556,,1.5240107640493443,,1.4842087059434852,,1.4920308760492091,,1.4906738428923358,,1.4939492980229898,,1.5118262047601159,,1.5269564666456172,,1.5124321771447629,,1.562431589410063,,1.5182537764759816,
Breloom,Counter,Sludge Bomb,40,,,,,,,,,2.1955211432203527,2.0717131617565876,,,,,,,,,2.8327188966036614,2.784289988005479,,,1.9794420897324039,1.8965579208709549,,,,,,,,,,,,,,,2.1406640064127975,,,,2.6713255628636574,2.6994825078937783,2.7793963670128963,2.7348220373258085,2.575167970542241,2.602118584359946,,,,
Sceptile,Bullet Seed,Return,40,,,,,,,,,2.2358067219542987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,Bullet Seed,Dragon Claw,40,,,,,,,,,2.463890793935678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,Bullet Seed,Earthquake,40,,,,,,,,,2.575245900113159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,Fury Cutter,Return,40,,,,,,,,,2.6238504535938207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,Vine Whip,Return,40,,,,1.8860564643139515,,,,1.824992850738948,,1.8039797814674736,1.7961711698773195,1.8198644444778407,,,,,,,,1.9488786238787685,,1.816995787106229,1.8971906782378327,1.8971960928532527,1.9473133274554506,1.9739796050585674,,,1.8882437252653563,1.8813429793564298,,1.886869440791552,,1.8573137137425442,1.9410134668296026,1.9504876457216427,1.9082812625246675,1.9012310897669285,,1.8214154304682688,,,,1.8710649636858898,,,,,,1.8689268707794453,,1.851831393639721
Tangrowth,Vine Whip,Sludge Bomb,40,,,,1.94898233661956,,,,1.8947916610993332,,1.880002864518665,1.8872167005933451,1.9019501760819142,,,,,,,,2.024381695253195,,1.8892264817097164,1.5501344917130495,1.5578542798403834,2.039916274763456,2.0478682923879616,,,1.9555284345908757,1.934090856263846,,1.9483017636927065,,1.9402279653588297,2.0182046030313683,2.014819224695481,1.989397021944172,1.9554162861298003,,1.9022358796007743,,,,1.9445402599302488,,,,,,1.9284244981477836,,1.9388513243100913
Tangrowth,Vine Whip,Rock Slide,40,,,,2.3931799490002477,,,,1.9999846100122363,,1.998367935539508,2.007276837053457,2.0152223304565466,,,,,,,,2.146950655482802,,2.0051781108676043,2.104042143810961,2.0734723105361645,1.6879291256335196,1.7222423421789157,,,1.6491200217425632,1.63335342838701,,2.0557881032624388,,1.624242841420082,2.144669041864292,2.1240661367545437,2.1073128790799402,2.061989272735195,,2.224417564900047,,,,2.053757919401832,,,,,,2.03231157458029,,1.6362383524370516
Tangrowth,Vine Whip,Ancient Power,40,,,,2.3921277346656296,,,,2.2563358937593727,,2.2629554765847435,2.2277756895147562,2.279987321555678,,,,,,,,,,2.2118610801967633,2.3423015427718,2.3466332061584025,2.016303727090813,1.9918143809819977,,,1.929430021861985,1.8818991941515946,,2.352287163219844,,1.8748308389197057,2.384307795451062,2.409778626318913,2.3095775298397223,2.314988714760678,,2.225058336493873,,,,2.2895105171484973,,,,,,2.257439317506925,,1.8825190119565895
Tangrowth,Infestation,Sludge Bomb,40,,,,2.9447746451108276,,,,2.704400512647575,,2.5078316273378247,2.6182375722907563,2.6961909563162925,,,,,,,,2.287778814749541,,2.656869647365973,2.039656641455854,2.0579936862582495,,,,,,,,2.684764936788993,,,2.757045641004205,2.765845499854153,2.763329109140669,2.7609550751554828,,3.0542066993519694,,,,2.36770563752429,,,,,,2.764134786360175,,
Tangrowth,Infestation,Return,40,,,,3.136827077773562,,,,2.8112821746529217,,2.542754313916047,2.6890179542160118,2.7565532392195653,,,,,,,,2.219921981881743,,2.7526534430907104,3.194691920470532,3.1971164626197224,,,,,,,,2.7825392220987375,,,2.8425666887138767,2.855171829579859,2.891846990071875,2.8877952139940475,,3.236976644940958,,,,2.3514858413386985,,,,,,2.8999122169625973,,
Exeggutor,Extrasensory,Psychic,40,,2.0515634693963674,,,,,,,,,,,,,,,,,,,,,,,1.9827869148236015,2.009741586330811,,,2.010230150681364,1.9740735067726194,,,,,,,,,,,,,,,,,,,,,,1.9803563348363669
Shadow Cacturne,Splash,Dynamic Punch,40,,,,3.761585539047877,,,,,,,,,,,2.6896195190739522,2.094263910409299,2.240602184729267,2.1464542212379536,,,,,,,2.341452305429782,2.1645770705918936,1.9406484237547037,1.983114822989585,2.087659151916715,,,,2.0665893732310145,,,,,,3.3990579001612007,3.3132791503593295,1.9359037673372004,2.0244285911236166,,,,,,,,,1.9739203159239427,
Celebi,Magical Leaf,Psychic,40,,,,1.3128780732861773,,1.7307442173518208,,1.7622769119854325,,,,1.7484325681181756,,1.7300457071862139,,,,,,2.263224104110128,,1.7517966192538816,,1.7769192525802346,,1.8566843967036384,,,1.810533419473097,1.797193625924467,,1.7652461396054961,1.7860745516651502,1.7878428337516978,,1.811922582705519,1.8067805926338731,1.818635215678499,,1.3571162214093655,,,,,,2.225936203454032,,2.2699826886525734,,1.7962146994908792,,1.7970768146041503
Celebi,Confusion,Psychic,40,,,,1.3373216015533091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3687364198720233,,,,,,,,,,,,
Celebi,Charge Beam,Psychic,40,,,,1.4570313311443996,,,,,,,,,,2.0647228886251265,,,,,,,,,,,,2.216838244186448,,,,,,,2.097126709335671,2.110392275582401,,2.179980687796095,,,,1.5237768811423267,,,,,,,,,,,,2.121697920762373
Celebi,Magical Leaf,Dazzling Gleam,40,,,,1.5277520470910428,,1.978748357461753,,2.0247707970410267,,,,2.0160053063661367,,,1.5687355201053397,1.561747837561805,1.6014334071282084,1.5631586949835379,,2.0573952711332133,,2.018365115114478,,2.042620368062737,,,1.546608672133729,1.5774550255936808,2.096770328644742,2.060798016996661,,2.0183314274050472,,,,,2.103433428886607,2.0844422272658285,,1.5806199452210845,,1.5547894053718898,,,,2.0516884518718124,,2.0744771187020876,,2.039769450421093,,
