Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Vileplume, Tier 3","Vileplume, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Gallade,Charm,Psychic,40,1.8376794108822498,1.8095269727046304,2.415128025893266,2.4288562718229434,1.7693876004436726,1.7685120084990362,1.7728480626917287,1.8071088234163468,2.2478506001166676,2.376642762971293,2.4081161210539523,2.2309554416549693,2.81743514651564,2.4423672048691003,1.778495649972272,1.7847529507996964,2.3188911196934536,2.4053094959050845,2.383770452708646,2.400081649585464,2.3068048959159455,2.399165399898905,2.3649148465477783,2.3919289266048533,2.1735743783871064,2.1425518082503126,2.096016063671247,2.1595706937482,2.380420758317822,2.43344890372946,2.2676757915751637,2.389132007056696,2.3591789518241058,2.372893818216643,1.8061678777659635,1.825416959600546,2.368796283969657,2.413008210039661,1.7980760397268196,1.806761923087956,1.7843566591558886,1.7880149164334642,1.813991954367067,1.796069812100026,1.7753133792072406,1.7852994223674086,1.8027168156580102,1.7872232475824033,2.0864198417724755,2.1129381119612995,2.3600460207662106,2.44086146996695,2.34424194339359,2.399815147800705,2.3808401927107643,2.4303624061973603,1.793082488192608,1.7986381130921147,1.790886469284996,1.7661265668727344,2.3619640378555213,2.375859295866997,2.364905212269519,2.4183800359963823,2.3622511826322197,2.3802742656397187,2.4302890276413813,2.400262062416861
Gallade,Charm,Synchronoise,40,1.8913821499278844,1.8605828738477412,2.5408049343601142,2.541552021231529,1.839966800694299,1.8353856416123322,1.8446466828442882,1.868624384273391,2.390985725575187,2.499743494071049,2.4695466479474786,2.3035359728121767,2.771996724108151,2.504466777720882,1.838250809699084,1.8351133328597118,2.457763471554579,2.521262513826985,2.5162923887171114,2.5213374264760553,2.432200700420549,2.5587469538372902,2.5030399085838577,2.508021926449472,2.2776681666946565,2.2441521494345236,2.2111097694164963,2.243349349080599,2.5268170117962314,2.572369198565807,2.409251909060129,2.517185359383504,2.5244111067586177,2.5272125751170496,1.881126759158611,1.8895791219522458,2.5304343271599055,2.5398869798654684,1.877824368928569,1.8781789598495795,1.8629980787837992,1.8523186332063573,1.8875770857475642,1.8629148552961563,1.8412682673123164,1.8468245306930444,1.8609094716260133,1.8440457111735393,2.1838984991256107,2.20675121373986,2.501631266004145,2.581260054706617,2.4836167281903325,2.536640403968745,2.561686049026855,2.6241126976500566,1.8707279832637427,1.8740205726971721,1.8579912679867616,1.8310678059858065,2.5325116247307076,2.560953574783926,2.5337209913085927,2.5906564491323714,2.511121111640963,2.5164174916319095,2.557882680633968,2.5431085069628945
Gallade,Low Kick,Psychic,40,2.000129728976996,1.982799661557195,2.124048583311115,2.105087758263175,1.9337458469140707,1.9339008215285174,1.7130912201052086,1.724226505438446,2.1181356529812523,2.2097610770488956,2.154660744923481,1.9521876320710825,2.502129399116333,2.2258535510341653,1.7500589516913099,1.7050844320711698,2.0483050928876003,2.089814024241075,2.11298711853387,2.1203973967691443,2.106079290409339,2.2213083314517377,2.22550832448229,2.2750638211209457,1.963376553865628,1.9128553302822497,1.9432739952284823,1.9476949625534359,2.1299691048046947,2.16580007194798,2.234952070499094,2.3000648456208763,2.0840360138081566,2.094202181480358,1.9767458231343265,1.9728858647787988,2.3234163688619613,2.4061534130272015,1.9516876938053933,1.9820963620952918,1.9081568583258055,1.9196139636004785,1.9586854650398435,1.9378815374330982,1.966587466594143,1.9712507510681567,1.9125568413417555,1.9434236317253464,1.8976372265826282,1.9217190606382253,2.0812774584377647,2.144146790623747,2.083080374670022,2.1225533004953308,2.1996402040882064,2.194968691587239,1.9828340799647326,2.0010147031368186,1.9265931124486815,1.941470199268516,2.105434246745084,2.1115723253358674,2.22750126421404,2.3578420475232553,2.056619979990087,2.0667014691760914,2.340776485039179,2.3185580652790327
Gallade,Low Kick,Synchronoise,40,2.1014647612933897,2.083825322390142,2.2387758882380737,2.2228194808786523,2.0421186639491293,2.04992606403341,1.7765269307367924,1.8069829357427918,2.2505281183230084,2.3830335964051286,2.223561377628907,2.0602083844622956,2.5357853238055275,2.380578562215207,1.8009744890310235,1.784275063745065,2.1517205879320875,2.2245711328062727,2.2242942242942245,2.2557097562123367,2.2486707966679007,2.3772531517984237,2.4045033748752807,2.443236069162389,2.050676116957247,2.0440704940669834,2.037292202555769,2.0962550686816237,2.2382659756789334,2.305322900226975,2.4083125797038045,2.4658798579535417,2.2360600181838786,2.24573717736121,2.07552213082524,2.1263301243559107,2.5185562107439137,2.5898050294924304,2.0787314151234115,2.1151137662693196,2.017983759028232,2.038087176743315,2.0612501562654977,2.0581513163217076,2.063937284728614,2.0844427968094656,2.051896436357759,2.0595084828350183,2.023213481607406,2.015702757540493,2.207664868219025,2.2823740735857094,2.222063573932024,2.277667360096482,2.298477714560696,2.393967508326898,2.0958014632458895,2.1215726037297533,2.0650379844785562,2.051068484801509,2.2399229992874647,2.3037317253086464,2.3331032515276138,2.4753759336312737,2.1686898889936903,2.2028257451107938,2.4993426331713464,2.50760593051813
Gardevoir,Confusion,Psychic,40,1.6053174061120346,1.5894454956904032,1.611738484056467,1.5884376619719247,1.6286862886794937,1.6116483877145464,1.641290279540747,1.6287718249305188,1.6045441148542914,1.6809791403464156,1.6522277788070872,1.6211424815377615,1.7973645822595812,1.7566668179078162,1.59086490981893,1.6002594244010857,1.6469487483595957,1.6735153060565784,1.6494709991540417,1.6667547156953892,1.619516709622117,1.6477217524107404,1.6198319584675058,1.6081295854324547,1.5982995303415792,1.6184027652185957,1.602148258981865,1.6215849610804514,1.6073762676064118,1.628743605516978,1.626820102221525,1.6714910074594143,1.6563641246666851,1.6285675569704265,1.6399361636452612,1.645765943930848,1.6829259403283332,1.6822377634200993,1.6234076220095757,1.6274904030823387,1.6246067141386609,1.6288414976929566,1.6544826630044194,1.598163204305562,1.6480279658517858,1.636033629456381,1.6167150776372918,1.6141212127907276,1.5963629064752187,1.578989530135245,1.6560571667742916,1.6337619967198846,1.6641081987249533,1.637630343110528,1.6687847629677568,1.6742404253840484,1.605060019437779,1.6068687524641383,1.591419073684693,1.5784170065960665,1.6591631372316569,1.6110405121425908,1.6667912033360832,1.7136298644311834,1.6375905167853055,1.65149259034531,1.6448347349794061,1.630419947452455
Gardevoir,Charm,Psychic,40,1.635609827928567,1.6171629690521927,2.2215133180202007,2.2327016138622633,1.6604404310688354,1.6476072078471948,1.6673325523697025,1.65951249646381,2.2195242459658124,2.3699778089156407,2.0388261364137077,1.9920595321496213,2.9057399604084013,2.4978087101938695,1.6133591498073352,1.6294397210818918,2.2880552451751845,2.3894501936789196,2.2443521730368006,2.309842079205911,2.263070022444476,2.347374177778475,2.2821996232707833,2.295201010480197,1.9786255531805428,1.9901666039003083,1.9653306975012,2.0194897838332277,2.2720840196067598,2.329205382372393,2.190300410096644,2.329529559010807,2.3119006085958933,2.27147324202261,1.6891498661602216,1.6933111141889865,2.315759232455471,2.357773045420647,1.65717964727395,1.6609379848230037,1.6595327403474185,1.6647092575497644,1.6978783943242577,1.6432877598899764,1.6869134375293786,1.6622325008495618,1.6524554494635686,1.6290320068986546,1.9795733878093904,1.9607999559691671,2.3358851623835304,2.34239334797079,2.317572799822252,2.3377752218443075,2.3433970744276227,2.3392410105458494,1.6425592056082463,1.6427742213135792,1.6379612818498002,1.6164025945202722,2.3235800511566516,2.2769977718801435,2.3136544385499285,2.4180764491112385,2.2918186230775923,2.3098015528114413,2.301199211698705,2.318851291414104
Gardevoir,Confusion,Synchronoise,40,1.6495439314889866,1.6385404248218176,1.6563509133594316,1.6316268240386989,1.6914492207626919,1.667712072609105,1.708142506646711,1.6842812482706286,1.6560037021885725,1.7222777520771837,1.6839548916304161,1.6684127183134265,1.7966456815691056,1.7678054693120904,1.6370787542194394,1.6470585676714482,1.6999552987497575,1.7166858100539715,1.7053565235023238,1.7152858424973891,1.6705000727178323,1.6997569404077166,1.687883005974145,1.6733332049480394,1.6527787218801873,1.6667419390147407,1.6619770952803101,1.6796218095167625,1.6755562141579985,1.6840256823754065,1.6834973833834181,1.7249745230580285,1.7171867666486762,1.679409499826717,1.7060925355903367,1.713733207802765,1.7484777302172194,1.7253601919968262,1.6837439127822638,1.6938830869219885,1.6983543136281947,1.6936435908116412,1.7197901800519313,1.6674329022945682,1.7067889135604501,1.692119155943444,1.6838400472411166,1.6869313537811168,1.6645335992419328,1.6517778483753949,1.7133863327135015,1.6941577331226298,1.7159147194629263,1.6980950448792635,1.7275421566569558,1.7242475706759628,1.6629413211257595,1.665618559986403,1.6754129658695456,1.6532488312093463,1.7195683708336968,1.6674946876070087,1.720298055839639,1.7477078377355328,1.7052355393143133,1.7133771917836922,1.702910251599317,1.6984212207291896
Gardevoir,Charm,Synchronoise,40,1.6869870309835844,1.657833610313123,2.3432999618380643,2.3295588572725947,1.717893649816943,1.6934562721817465,1.7319253508988512,1.7127271452266395,2.3088681336109578,2.4376666592093517,2.090575307887139,2.0532327524774225,2.84754839709094,2.5582190058271053,1.6625822463962145,1.6682738909959862,2.421773081945563,2.476500289214849,2.363775304345827,2.4295937739367197,2.375714971581314,2.4490032383583156,2.4358389382439127,2.4339729383146476,2.0639693962301657,2.0791123253032584,2.0596060120405797,2.102938048517772,2.3997514703048504,2.443184520557731,2.32258245895037,2.445720309439152,2.437939363957524,2.4016293398726853,1.7467437398746695,1.740924017188571,2.441118507570515,2.4742603912602705,1.7159435288059857,1.7200472062992302,1.7142644193708192,1.7128956428669497,1.753563436259012,1.7011124121281278,1.7426555446967116,1.7159280165170778,1.7129134352477804,1.6960846621127275,2.062604687596873,2.0611702241006222,2.4582109161675167,2.455765604076335,2.4541925737460515,2.462725405484703,2.481517338889108,2.506471829348166,1.696424719395499,1.6919336270965035,1.6917410269111086,1.6697758993465557,2.436015326844409,2.3991033643666713,2.437976886768648,2.5070369976907076,2.420814870516568,2.431662812880937,2.4589923991904303,2.462534941003968
Gardevoir,Charge Beam,Psychic,40,1.886969718104696,1.8882024338801533,1.898801929881704,1.8823083771951343,1.7829328881619237,1.7725106792724759,1.8990203148436386,1.9130572412941425,1.8809757264668707,1.991027735469657,1.9608843087279708,1.9317819328806405,2.203727651634655,2.056073023548247,1.9092255786308203,1.913008985802134,2.047184808958558,2.0980363810614393,2.0081488623485453,2.068216855873827,1.9920303545434808,2.0785315290935276,1.913543818235468,1.9147254326606382,1.9002399035625568,1.8945399887895265,1.9197983313437064,1.949056385067007,1.8873557188066121,1.9266564962707535,1.8881065578749812,1.955820379425482,2.011623788280454,1.9706001210036515,1.9635991805987252,1.9636623484852467,1.9434198068223394,2.006165581605349,1.8969315015283648,1.9116179377905544,1.9071587872163693,1.911580414212401,1.9839994891889388,1.930640597124232,1.9431077705616446,1.9238357011722391,1.9308625764433127,1.9316416687152427,1.8569576051554997,1.8474596486519756,2.0861300113410888,2.0923915683044543,2.0714477882884825,2.0776381243336086,1.9536920521973438,1.9554994228108407,1.7876484209353822,1.8008159363856153,1.9138670415550445,1.8686828616366584,1.923173282065517,1.9084396542551845,1.9810322783969252,2.0428763845411115,2.0128961914095296,2.044160740218399,1.908997222335491,1.9263535371708733
Gardevoir,Charge Beam,Synchronoise,40,1.9752548151150373,1.9896807064173294,1.982479124607301,1.985940133165841,1.8776504057995083,1.8707110826455726,2.0208457103741626,2.0232231074569578,1.9801380033502798,2.0995795874253207,2.0437815591474955,2.0235684141628636,2.2478076363357444,2.124262731804069,2.0120474890541566,2.0259922397093066,2.1480987719516227,2.2033148526550224,2.124756238068441,2.2098376207576287,2.0981403049012415,2.165041721721811,2.0269831907825813,2.053152566839714,2.027377176878015,2.037748136926642,2.0258183224606254,2.024424339109891,1.9901544171693044,2.0173672044670323,2.0199945734987184,2.0909487747619395,2.1815494434356664,2.143941212163791,2.0527729718603647,2.0448763015468656,2.082638061596974,2.1148667341256764,2.0280686996091943,2.0388170445990643,2.0644802002443274,2.0700157185296812,2.1148297167922143,2.0586489766200144,2.050477918268349,2.071980467368323,2.0538353582307427,2.0598207270818913,2.0007142151729176,1.9992616068307212,2.244549623372919,2.2309642480380734,2.21058545310886,2.227814485883131,2.096236898438936,2.101847516762855,1.8914618104118408,1.8979069891180285,2.0344207984322846,2.03088394803064,2.054393228151348,2.031521696531796,2.1473825362347947,2.264003056839512,2.150249027820162,2.1793313180676037,2.0331243184051755,2.060380628138008
Mega Slowbro,Confusion,Psychic,40,1.6215671660310966,1.6235142688386888,1.6294351013261021,1.6266839191601608,1.620535996916482,1.6053946647428081,1.6403264384469047,1.6401105164224978,1.5658454725957045,1.639004741566741,1.5386991433256356,1.5923467272481622,1.4090763005375098,1.632787482418216,1.5861238518479137,1.5877457302988525,1.627166421103049,1.6626457703512754,1.6184858459026445,1.6756376019055859,1.6290902287441198,1.696414067051977,1.675557801421074,1.6765735266534465,1.5925459005137568,1.6429667517972337,1.664364199150787,1.709072335908269,1.6582209479408425,1.6924649203333297,1.6044798733801668,1.6209017679265916,1.6706129322875622,1.6709694657117726,1.6676187952896497,1.7123414431456976,1.6335618254065274,1.6486394499707426,1.684899583710739,1.6930514986373266,1.6708397025497668,1.6793722038222925,1.6949221649851574,1.6839756619929402,1.6693704198946648,1.6901811961691098,1.6951160195702555,1.7018527956041973,1.6640425924897648,1.658356902289664,1.5876672911497958,1.6683210488463007,1.6380655101731425,1.6789617909524983,1.6911705711532488,1.6951069341823848,1.677145862569097,1.6935975371874505,1.6712978886217893,1.6644857104480328,1.647395286684829,1.6524789890435447,1.6475399682169898,1.7038665589739268,1.6247239585397888,1.6522102508878282,1.6172910738404649,1.6878622364616782
Mega Slowbro,Water Gun,Psychic,40,1.849270218637432,1.8689345182016621,1.852737507037784,1.8609894679973065,2.075765558367287,2.0859913168977546,1.6863952437357035,1.6745063661283868,1.8297846652204601,1.9555263720238563,1.6453940414645896,1.6943123427844762,1.640407239771891,1.9126848112834538,1.8724063652233973,1.901606579245884,2.1076474868689403,2.1711747409021167,2.1271785677490906,2.236610571774453,2.100234190242392,2.196472488279454,2.028967219966604,2.0428492513070897,1.7187841185917025,1.782955257634032,1.780179431064362,1.8101017756678999,1.965765959842062,2.0431876787795993,1.9109949052407411,1.9668223285598745,2.146592126908363,2.1824318927632125,2.003489756404579,2.0628996976863916,1.926451894635993,1.9592601480673066,2.0673477776919174,2.1006072277984407,2.0925621083171717,2.110964453891958,2.0540937793866574,2.038162131321346,2.0045919466802937,2.051931568535772,2.051489442221082,2.0700044680474714,1.7658824537471898,1.7807546417155367,1.6863183523052794,1.7544072647656088,1.762425015155015,1.8009751567439756,2.035933629326826,2.057203552368371,2.1940857929288216,2.2535644808403106,1.9904483680829144,1.9752099875454168,2.04605218152875,2.0806358072393802,2.1561242441750887,2.3253584946577246,2.078096312666821,2.1582672358972395,1.983457241157433,2.0799802184317895
Exeggutor,Confusion,Psychic,40,1.6321735978361724,1.6418888764874293,1.6394897187168695,1.6406197523394335,1.6652057425081281,1.6453686422877278,1.6154610495295547,1.62378623653449,1.7279046252512538,1.8589809690172554,1.8308121407060665,1.7653855206795843,1.8132964350091911,1.761016988702286,1.6575019845471801,1.6534914153368019,1.5394501757014971,1.6326645051788549,1.6133082008676303,1.6584044522480919,1.6369627677730894,1.668160898784517,1.76146623695498,1.6502515516374006,1.711639421299179,1.6885147966665508,1.6685527571923966,1.665889779984684,1.656061858105396,1.6434511180450975,1.6192196929297054,1.6680229993742262,1.6294923468846525,1.6260240959363104,1.6349166968289783,1.6510833147784192,1.6709763984815003,1.685794393535985,1.6473820964371335,1.6369851838843985,1.6276516792415145,1.6240910044192751,1.6270948320376823,1.614818082338765,1.6535550135075636,1.6422349532107536,1.626144452331884,1.626184009288002,1.6685569488230787,1.6306470669389206,1.6483946591795973,1.6342714928779496,1.6123189658541097,1.6333823297861463,1.6550112766651737,1.6680282333799759,1.6186711320741396,1.6302948580289867,1.6582002541771157,1.6227898169941752,1.6668108274489122,1.6152954878671444,1.6496302315545766,1.6868272878360497,1.6259716359212188,1.644241460174814,1.6310779037623586,1.6331286460892767
Exeggutor,Extrasensory,Psychic,40,1.6568794406152378,1.6397441083201176,1.6643345483702092,1.639841482805971,1.6827205881019864,1.6444337037818473,1.6394404036646553,1.6293802116123917,1.7018040766956792,1.8008764831164241,1.7934683613538456,1.7746413788516475,1.8479647671561186,1.7522356898865041,1.6742859304647388,1.6593597624647296,1.549722827420466,1.617724406923935,1.641268633344703,1.676236184143767,1.6516449510281983,1.6675296669229922,1.7946395312694479,1.6614081457303227,1.7540012170828778,1.705780698836612,1.6912283459954103,1.6603427220249205,1.6579770709346757,1.6533411484664393,1.6484773768808776,1.6897576015606388,1.671094049566335,1.6303508939080962,1.651129906093977,1.6855894647827727,1.6930398547177385,1.6919851279019367,1.6876097953804223,1.6592984731377753,1.6565470092098415,1.666212829705213,1.6712566723349715,1.6546131934479835,1.6767938362330372,1.6694702639490409,1.6367122198748014,1.6500304724298045,1.6978476987270066,1.6355982829436413,1.6750529527965963,1.6528365367000835,1.638852650291408,1.648861715242867,1.6918466875851697,1.6727843201909103,1.6436985669540496,1.645485492302113,1.6729034922965504,1.6255230130558886,1.6966385574745766,1.6260728052358397,1.6764325579143917,1.7114170127164297,1.6470628476262523,1.646708247465885,1.6694682343355116,1.661743145137127
