Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
Shadow Entei,Fire Fang,Overheat,45,1.1609846444215743,1.1774956994720474,1.1629829008618702,1.1629349679679217,1.1348003179993522,1.1819309627332242,1.1309145353487706,1.1708928404582364,1.1469499443451276,1.212095658919958,1.1760817128265566,1.2011439795717933,1.1343414581335642,1.1570725973584088,1.1287280672849784,1.1417782249383812,1.1329660408430546,1.1718964513969596,1.126114528580652,1.1801505975180324,1.1491791204244657,1.1798751517411012,1.126211142511102,1.1824535728704078,1.1130853050216036,1.1431838067489921,1.1390730160882907,1.2063335989285775,1.1871788629345361,1.1693297284830158,1.1376861561607279,1.196933740496297,1.1655102954341987,1.238921217547001,1.1465857321014992,1.1922577689547225,1.1716865864190291,1.2044182401671766
Moltres,Fire Spin,Overheat,30,1.5347125984105694,1.5329645220376513,1.5218343549799511,1.5155901737567405,1.485887306525857,1.5335400983442442,1.52746842048891,1.5965867009409476,1.5263896852969945,1.601899011704388,1.5163009231978,1.5723842074248675,1.5216040551826533,1.5615991060657612,1.475158422265083,1.497153744652745,1.4652668705739715,1.5191596684966455,1.5101183945243026,1.5161787365177195,1.7594761465262083,1.6654694085393298,1.4873629053963127,1.57869482573005,1.4688844589170222,1.515048123325606,1.511629681116178,1.5641836336819976,1.4411029816895815,1.5046961290570584,1.5802251336563176,1.5783355870579492,1.5180393912264996,1.589984333034915,1.5208062915171414,1.537107734595709,1.4959751793843892,1.5506807544273027
Emboar,Ember or Low Kick,Blast Burn,35,1.5804040824363836,1.4990024261293762,1.5637756371848641,1.4843858597962851,1.467765269367044,1.5120260680950466,1.4324507250240992,1.515208072686999,1.4980394306337907,1.5747082335480822,1.491277941465331,1.5361634256531134,1.4483841906647281,1.492576324662068,1.482108938281585,1.5200057994191793,1.4495750850559286,1.51024642311252,1.4312071963590414,1.4841064560466763,1.4496242276548439,1.505978713053599,1.4695153747813214,1.5374949535728704,1.493185159794698,1.4789037623690928,1.481453540610643,1.554122094698832,1.4733928731596684,1.471560549953231,1.4805179686030787,1.5528132751842532,1.494885854968666,1.5747202327663385,1.4998854699549515,1.5478353821485837,1.4861236979305492,1.5365432388344546
Shadow Houndoom,Fire Fang,Flamethrower,40,1.3552867699784137,1.3541591585455113,1.3671512190625432,1.3441618656957182,1.292139330827289,1.358444158724862,1.3489595795931297,1.3888649607007997,1.34989627955611,1.4086796303167266,1.4552614417599685,1.427427224513848,1.48862863064122,1.437981378947694,1.4556014920323888,1.3488672826352794,1.3336283343625952,1.3644802551920991,1.513437719093246,1.382799719560645,1.4051271442665731,1.3919012307510445,1.3275719956937155,1.3812954178441663,1.3172599020394908,1.333762549498922,1.3354298404733247,1.3775069083018292,1.3817510859398023,1.3696295631895237,1.3325781117071291,1.3856734756015654,1.335351387645479,1.3957811101163833,1.3639128553612787,1.387175180066682,1.3995927201390297,1.3864787350868402
Entei,Fire Fang,Overheat,35,1.4667048110182683,1.4810646732527595,1.4746425773148362,1.4670618057796008,1.4813450194823679,1.5365375366827956,1.4895297085546693,1.5374840763605455,1.486680777144399,1.5661702701791074,1.5225912394421528,1.5599512865841683,1.4817153329827708,1.5034740480682978,1.4630455444790553,1.4763109836019956,1.4550552964841388,1.502236010548718,1.4273452137161777,1.4830607499772241,1.5111845126325887,1.546661241117178,1.4640862602610685,1.5250470999865429,1.4584006097725981,1.4992400393285286,1.4932442741621035,1.5526217641175173,1.5041451507502275,1.4972130748433556,1.4866433234527658,1.526574547538664,1.504610564010743,1.5593777976723366,1.508042554274516,1.522244279860528,1.4725939035962172,1.5277685968035994
Shadow Arcanine,Fire Fang,Flamethrower,40,1.314980698710399,1.3356585287921738,1.302229801355026,1.322722957090842,1.286338787087656,1.3327961368967582,1.3099748640081312,1.3562793262733785,1.3102000202381352,1.3665716598644044,1.3378511098016106,1.3855666863091731,1.276044727643911,1.3091632125955024,1.2860885700184672,1.310144443614561,1.2962069675352987,1.3467299460083282,1.2700298263890264,1.3058016881815409,1.3369061637576325,1.35065265723106,1.2889794442201588,1.3195019176423093,1.3056733206447715,1.3235831356383219,1.305346940851374,1.35613779307305,1.2950296631344258,1.29850210781236,1.2949394180912892,1.3560049074480376,1.3098813786929275,1.3718330349149508,1.3239418696393577,1.3546995495151561,1.3193415286855097,1.3595364259592935
Mega Charizard X,Fire Spin,Blast Burn,40,1.2296054660360463,1.2463115774299376,1.2124219938240308,1.2273733695902658,1.205266618901332,1.25358877972656,1.1969061992238152,1.234436992523011,1.194648699699801,1.2431485479137854,1.2378864663131015,1.2564132783343154,1.2027977976429831,1.222698660645241,1.1937738255810035,1.21683823281739,1.1998210543207115,1.2379296762931014,1.2062892882465013,1.2181762727708436,1.2238993939449048,1.2400305528149962,1.192504373570179,1.2419299219485938,1.1881838518505154,1.2048285691090646,1.219828097716446,1.2574974146845914,1.2428789257204362,1.209986802147534,1.2264769358897436,1.2601663875630222,1.2246083258728737,1.2714189794091317,1.2175689089104376,1.248542923315772,1.2156983996673527,1.2624502894672311
Chandelure,Fire Spin,Overheat,50,1.24603478319023,1.2699059642656778,1.233645204406139,1.259281928377195,1.238371921834974,1.2785262104095714,1.2708716469202144,1.25955247451648,1.2401507741086786,1.2885452153674908,1.2744702416028286,1.275314083677077,1.2115399486529121,1.240869265984101,1.2464196641316174,1.253191511173401,1.21566682389249,1.266522083744633,1.182507397182139,1.2346263383255234,1.3800301890910083,1.3254602245086315,1.2331028798277486,1.2821036872560894,1.2475600075770559,1.2125386745564266,1.2717547934290607,1.285427297540136,1.3121099906461822,1.2783849928885358,1.2209963552347605,1.2540589431076326,1.2769807520143241,1.3303043867502238,1.2827110534219033,1.2893537960347154,1.2708517693218044,1.2797756762231722
Primal Groudon,Mud Shot,Fire Blast or Fire Punch,50,1.1897210880057068,1.2716819058305127,1.073108724708485,1.1266036779278241,1.1838625143541375,1.2899682982127259,1.0750957697242334,1.1293216016845444,1.102506155766182,1.1874009174621376,1.1188654488312708,1.1785299548222354,1.0914755328033654,1.1366806891645271,1.2228939394605076,1.3039203194952746,1.1429863505292999,1.1962307945415085,1.0609559496318242,1.1354783511116566,1.1119428771476765,1.1686451736100059,1.170182344233616,1.2729402166599382,1.0527304462344738,1.0960369291274659,1.2436977639140827,1.3309203722854188,1.0513306766782415,1.0942429173660675,1.2369813821451279,1.3403601780293193,1.2480528200537153,1.348332587287377,1.216767198595098,1.2995724211651525,1.1364814005309565,1.1874340302581217
Conkeldurr,Counter,Dynamic Punch,50,1.2305881784709811,1.2961865556022039,1.222218739917961,1.2851915011291883,1.2203656992550571,1.3080824835356817,1.233427450873151,1.3156606572731437,1.2708790096805747,1.3491120518096265,1.2409145550972305,1.3164894912590848,1.2190873519131429,1.2824418478765196,1.2337532054239213,1.3002034190212162,1.2666177159464265,1.330106151743991,1.1862743156368705,1.2592836121222684,1.1867927273388588,1.256791408839402,1.1900904992598573,1.27817588480689,1.1766378618269726,1.2458145786164656,1.2668638852628544,1.325147913947141,1.1885755288751074,1.250951398587958,1.2587156456249384,1.3307870722773962,1.2655326768128916,1.3493397493285586,1.2385151815937492,1.3071568552594743,1.2693591206166772,1.3261437420703037
Entei,Fire Fang,Overheat,50,1.289047493433103,1.3528402061281128,1.2888841775360649,1.3362621560584411,1.275420809327981,1.346403368437583,1.3062967596675579,1.3546841137340964,1.328435423482983,1.4001796134516138,1.3283205657041839,1.3992771557650756,1.3004403940734326,1.355675245135946,1.3253430224639622,1.33401286123718,1.3029741614757833,1.3633278061162466,1.2940374949002023,1.343205485203655,1.344780788098951,1.3700527854437659,1.2837143385816177,1.3543811398196743,1.2931283318750508,1.3403022704106946,1.3071778527472155,1.3759726719446657,1.296195686993068,1.3134554027907692,1.3023632765275328,1.3606616099653435,1.3525402864816474,1.431199641897941,1.3260543126924742,1.3851390903769312,1.3466889853187338,1.3849754246052477
Primal Groudon,Mud Shot,Fire Blast or Fire Punch,35,1.3259707304024104,1.414468722250913,1.1920173295847352,1.255766234963359,1.3404654175704458,1.4537575941974934,1.2003564160587767,1.2531328834833975,1.2319627618308766,1.3139482915640703,1.2097442545668828,1.2663193871538008,1.2191685483621515,1.2800871508552691,1.3446026592387237,1.419464959645708,1.225742243661125,1.275561758141299,1.175179532680295,1.2471668891432734,1.2006165121597474,1.262690557270615,1.3153259991925716,1.4165741488359576,1.1791635471446227,1.2445787968717583,1.3913404648481869,1.4912523098309798,1.1716617762002999,1.2405981317991364,1.3423930077820663,1.4411151011489518,1.3866159355416294,1.4769919427036706,1.3584408643200734,1.441831462675931,1.2688686788992782,1.334150736195665
Shadow Arcanine,Fire Fang,Flamethrower,45,1.2541194042050432,1.2698019342158549,1.2388385491081715,1.2569940544775775,1.256509662665502,1.30483182349073,1.2529391791036273,1.2933687014742044,1.2672825243700878,1.3291437582217425,1.2525193478687882,1.2963818503241014,1.256627176838133,1.2933221720436758,1.2676856656224782,1.2893104695625686,1.2701950086474203,1.328386392996481,1.2354660719873563,1.281960381999596,1.3086925486594496,1.313475519102329,1.2369255483784147,1.2967551473556722,1.2244184158540876,1.24044073208793,1.242672114194653,1.293946123722176,1.2709660059198133,1.2696718475712108,1.2703036707353113,1.3287811081160952,1.260787824529991,1.3224149507609668,1.281909343106564,1.3048789799190654,1.263708379090124,1.3064194556096937
Ho-Oh,Incinerate,Sacred Fire++,35,1.3981582965822412,1.5043246777854975,1.4090132276351568,1.4884619993547494,1.375042939727345,1.4784280624613542,1.4080416942980267,1.507304933992384,1.399445981043613,1.5228311464903699,1.3833164407778433,1.4830453741897467,1.3940946982585294,1.469205280089084,1.3576249913960636,1.4423990264005377,1.4178041225583398,1.4971934380100722,1.345819750377286,1.441414713559718,1.5294798292315874,1.5444538911646895,1.4145009083568834,1.5115563181267664,1.3506305192989418,1.4425203633378736,1.3980707613541967,1.5135368810076797,1.3480004612841638,1.428225465448535,1.397610753400736,1.5156223414258465,1.4034131602506714,1.5101499552372426,1.3770965361024154,1.4586546537374971,1.436375848943951,1.504078129497937
Shadow Hariyama,Counter,Dynamic Punch,35,1.4191314976983351,1.3963879280557898,1.3885809098031985,1.3846338203438262,1.277538842050507,1.3808061872466557,1.2511479833095192,1.3461998619001716,1.3293672209667082,1.4198232536175666,1.3671938715380083,1.3962490669809469,1.2784264901481641,1.3443193417674533,1.2741118907131674,1.327204401700577,1.3315049753058203,1.4068890844756519,1.2542135220885602,1.3288587148113964,1.2484371234888403,1.3283131845399119,1.294063719553223,1.3770101601399543,1.2366319084258666,1.3073556074724204,1.3205197755437639,1.406047095122654,1.250784823751009,1.3009751034686006,1.3258796242399276,1.3949062838618393,1.3027081468218442,1.405259623992838,1.2808531215800056,1.3524598508564303,1.3249709466591324,1.3830989519473735
Shadow Arcanine,Fire Fang,Flamethrower,30,1.4363317518288854,1.4417413144196796,1.4270341521869383,1.4324892842328432,1.3790061538763532,1.4436149852287339,1.4078958462944353,1.4623564023855264,1.4373924849057238,1.4988236583802745,1.4050881948536633,1.456213710469456,1.4237294688978934,1.4736053543258374,1.45760346324911,1.4339400755974792,1.422078395713084,1.4558673597569969,1.4122577348580572,1.45591992426553,1.507604104625205,1.4863103383997052,1.4046351433185305,1.454430763019782,1.4147851814434291,1.4404096120366947,1.4245596487361623,1.4710359909810635,1.3973322399190191,1.4208833591737888,1.4120107104157897,1.4673806943859868,1.4445837063563116,1.51158236347359,1.4473034537171363,1.4878089129826169,1.4327295213928546,1.463104922542194
Mega Blaziken,Counter or Fire Spin,Blast Burn,50,0.9373720523271151,0.9608494053568044,0.9268359681061897,0.952411854173388,0.9340465417570446,0.9550973136906573,0.9233249698618775,0.952535590331189,0.939863223934968,0.9779109184740445,0.9390202317815753,0.9571321940679631,0.9151323115469083,0.939498979244641,0.9259651419759324,0.9446140823371073,0.9328467437235289,0.9680329104444952,0.9215958108381096,0.9365486154297098,0.9240521580198865,0.9483648333462151,0.911679114520253,0.9467728098506257,0.9230477805540271,0.9301332299005061,0.935994371641209,0.9759862342550053,0.9403021411273272,0.9305639198903168,0.9451225518729794,0.9771105160880117,0.9421777081468219,1.0033572068039391,0.9427604285968797,0.9723091802193887,0.9521712707771369,0.9669911400637574
Mega Gallade,Low Kick,Close Combat,50,1.1970366297236144,1.2219128153875305,1.1841176199474581,1.205208093284786,1.21560748672549,1.2687546006850727,1.178793700277795,1.2394869796473669,1.227375451141768,1.2919182379330116,1.2346760950697309,1.271382439599293,1.1904404714033838,1.237277289739862,1.1645116552216008,1.1949293159175018,1.2231212729780678,1.27883594538915,1.159553356756093,1.2131339097920073,1.2034649256411771,1.2589646596680109,1.2339775938635447,1.2809766518638137,1.1946356247914054,1.2445765417955819,1.247190058826521,1.2810025937918523,1.1778250451674077,1.2191227912817293,1.2162859215345625,1.2693006886546607,1.2656893464637422,1.3234333034914951,1.2290728156575297,1.2893410704741544,1.20077191261608,1.2632392609256555
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,35,1.0655352160295446,1.0747790290280992,1.0882702677789555,1.068960685809098,1.055267109641073,1.0639021661252173,1.0297689448580603,1.0641366595793653,1.0502158734441933,1.0896465072351333,1.0584403849931252,1.0830343743861717,1.0309783785455782,1.0584073123202078,1.0622719956885125,1.0648773408198562,1.02909163996259,1.0598706209771667,1.0325079913333148,1.056582996977751,1.036297380732631,1.0543176310656657,1.0564484928004307,1.0723573543264702,1.0401493762459295,1.0352648812476886,1.0522064183633681,1.0796785732449523,1.0396191842958369,1.0508950194123752,1.051223727690365,1.0820385610789223,1.0478961504028648,1.092927484333035,1.0546817337303709,1.0624825023542288,1.0532768969965776,1.0713486081050825
Terrakion,Double Kick,Sacred Sword,50,1.0375529903066285,1.0943050978439772,1.0237654975342212,1.0829681522791168,1.0504814156860052,1.129084181495186,1.0425397606725417,1.1086499260505045,1.082187911087125,1.155850507639896,1.0556794342958162,1.112149283048517,1.0570985028921402,1.1060792941322033,1.0649608173080443,1.1062509244654941,1.0833232028034823,1.1416556041280694,0.9899509231128767,1.0596527780528477,1.0473023046461192,1.103970501984569,1.0391981227291078,1.1159963329296192,1.010526695591777,1.073107314565086,1.0683625205553766,1.1377083086103719,1.0080852863165177,1.0587368501979677,1.0884773478288126,1.148889107793708,1.0777417188898837,1.156367502238138,1.0799292458832812,1.1340128782672878,1.1001460663375733,1.1456398665145586
Shadow Houndoom,Fire Fang,Flamethrower,30,1.511608638952566,1.4654601657793151,1.4879236760842511,1.4569074065539014,1.5530558363677407,1.481580574558089,1.5505967234334443,1.5045452162994262,1.466282423179411,1.5174469592201572,1.644305637399332,1.5746438813592614,1.6561098394630207,1.5663993628012,1.5892122016264734,1.4713756193003498,1.508573670023519,1.49042948583914,1.6981157485710663,1.5483975742787994,1.5625514328451853,1.5311665992261771,1.4638507603283542,1.478527452563585,1.4482234509881744,1.4712162076834956,1.4464797328224863,1.4887602353060845,1.6039106646335994,1.4994810553156592,1.4574762463395632,1.4946044937179292,1.4715420769919427,1.526253357206804,1.5008144358759004,1.5214043928635057,1.5634215773032103,1.534869339929419
Mega Charizard Y,Fire Spin,Blast Burn,50,0.9751182412977005,0.9985714444943954,0.9638456929529428,0.989913812969535,0.9447034459744619,0.984867549343881,0.9777604583273514,1.0055308297611967,0.972168347556245,1.0153050898910512,0.9617395403653506,0.9973679041445689,0.9657814964892202,0.9891989390330662,0.9485565157792529,0.9774393806923276,0.9752928533569334,1.0101937443572948,0.9415077972439306,0.9635943769532719,1.0396163621236023,1.0223053735672685,0.9673075629121249,1.0037722042793702,0.9341856017896285,0.9683612812440805,0.9715700069506841,1.005187583704884,0.9531155901233935,0.9772305011339902,0.9866836218399349,1.0256924606195206,0.9825313339301701,1.0126790510295434,0.9759741416609402,1.0105494897050216,0.9999680146706045,1.0308658428667385
