Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Necrozma (Ultra),Psycho Cut,Outrage,40,1.0498434432235644,1.071804397483844,0.9919302292640483,1.0146461887128433,1.013978047535503,1.0280296192630003,1.1727660334035157,1.0477280011034438,1.0907587110675179,1.0584107829107106,1.1471697136497365,1.0533833159343267,1.1669236683518531,1.2183061083358746,1.1601041032256112,1.1432402885535629,1.1111937417684727,1.1827663987162602,1.1111937417684727,1.1827663987162602,1.1042033775812778,1.14408604436131,1.1063307392233352,1.1497004031652063,1.1073168010587222,1.1567828234642374,1.1094003241491086,1.0789265820898304,1.0917776374803392,1.0522204502574621,1.0300964501248928,1.0589275621273726,0.9999515230253511,1.031386417236473,1.055107909432629,1.0916175128323404,1.0932461788744605,1.1221591185839674,1.138477163187803,1.1526623351374172,1.1315535372042962,1.1671071193718632,1.1136068683238494,1.1494858740141758
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,40,1.0446447327287194,0.9736805977111118,1.0133147170116756,0.9869281045751634,1.0145172249434624,1.0030744943732866,1.1707214169516553,1.0010507056766504,1.126987827820746,0.9641588011127012,1.1511233143813575,0.9614669519528588,0.9999999999999999,1.0406248791948902,1.0,1.036001104583644,1.0,1.048649272597908,1.0,1.048649272597908,1.0,1.0134508082600886,0.9999999999999999,0.9753820921464462,1.0,1.004587667733596,1.0,0.9791296410141769,1.0,0.9643822918681415,1.0818786806935659,0.9615439312997976,1.0,1.0030370824617578,1.0,1.001449261138537,1.0,1.0208047175110972,1.1095402271182864,1.013818553486486,1.0,1.009535585618498,1.0,1.0332235200159727
Shadow Dialga,Dragon Breath,Outrage,45,0.9573417932987415,0.9800569989066664,0.9419150529148708,0.990673627552156,0.9367041217493011,0.9800445201659111,0.9077163987164353,0.9214749635904114,1.0043113151420624,0.9346468942451481,0.8803437238475675,0.9221552624086553,1.0154652016854728,1.0596637644805058,1.0018157539350794,1.0422314102733845,1.0039700561636162,1.0654642959867993,1.0039700561636162,1.0654642959867993,0.9438330977457994,1.0023636692138462,0.9470282084958735,0.9882938335979717,0.9611692878246954,0.9932791148590423,0.9623949775517427,1.0002719871830696,0.9040128311333803,0.9359976060228961,0.909504621948329,0.9425201013729101,0.9273911873707786,0.972053024114871,1.0244869517425486,0.9871071373657471,0.9922294850937949,1.045126136920824,0.9531867106361942,0.9839835873431456,0.9654547191762729,1.0030541301574276,0.9904362583607866,1.033852450833583
Shadow Dialga,Dragon Breath,Draco Meteor,45,0.9765371592843214,1.0209337830171046,1.0184949108642425,1.0312248325542808,0.9683558638500985,0.9915066881661545,0.9345560464257752,0.9662151472002142,1.0701849946133686,0.9555422006399641,0.9503826343534041,0.9464764854581691,1.0428369549810361,1.1020346801939753,1.0461277155924087,1.0739314477233095,1.020894833250072,1.086720559516781,1.020894833250072,1.086720559516781,1.0029142000828986,1.0344900149854928,0.9883363064316938,1.0210077169871732,0.9738474085928845,1.0192682044811032,1.031027031054975,1.045751597458969,0.9526350170242427,0.9739727977052853,0.9280416431163053,0.9648731926996919,0.9581134700545608,0.9950068716111565,1.070617947937829,1.0215459003575718,1.077471351705909,1.1013024461048386,0.977322426125454,1.0156544232147255,1.0036498934932527,1.0501452875682178,1.0129479884196866,1.058240990316462
Rayquaza,Dragon Tail,Outrage,40,1.119656352500029,1.1245440997199676,1.1237904449705578,1.1481009328395961,1.1043232224892756,1.1467111868325779,1.3425016531373097,1.1547174250814398,1.189086845363477,1.1324327475036582,1.32482076147256,1.1242871440033821,1.160577373256648,1.2057166051723915,1.219978589234849,1.2081497089119473,1.170292323296547,1.222593744796161,1.170292323296547,1.222593744796161,1.1161046221211381,1.1718549064203803,1.0990319461052411,1.126105110462039,1.130861058106611,1.1724405238212485,1.170338493638108,1.1434564727360792,1.1690910550651228,1.1222296831264758,1.1458019581745584,1.1311357047787483,1.1061742698761656,1.1538174405611694,1.1274041213977029,1.1454855351961084,1.168463983842005,1.1879698271523158,1.2385103069781567,1.1534446396862634,1.157153375336522,1.1701264029945537,1.1649396026754517,1.1958370769691524
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,30,1.2016266025773563,1.0579417208509145,1.2169003824439992,1.0876262166373258,1.167630932219146,1.1196627352351591,1.3397917249828601,1.1258189621948795,1.2375263301763921,1.0651742213503563,1.2626200315770404,1.0785823979569829,1.1067144016871908,1.1431191557172493,1.1117899172697114,1.1470268920723428,1.1039178285420168,1.1436127132627882,1.1039178285420168,1.1436127132627882,1.1231913785590546,1.1103803764440807,1.184876077339763,1.0744565110854096,1.0898317278099225,1.1025271605318234,1.0716648968870508,1.0840831610126864,1.2002492509698162,1.0842052251469778,1.1821539920141484,1.06501540649443,1.3252853475920274,1.1204992158849352,1.1219865673448424,1.0945847359760268,1.0981007211999,1.1153465234008424,1.1983970626084348,1.1042085207315335,1.1147653760334526,1.111538137284106,1.1079864230807628,1.1294798841968654
Shadow Latios,Dragon Breath,Dragon Claw,30,1.270284977992732,1.1947605996298214,1.1560998806127198,1.1987332807219895,1.2182223371565915,1.2518752894486869,1.1976645125171905,1.1302225954458602,1.1985616889903685,1.1191169140229296,1.2454165839854368,1.1545700432243093,1.22865776395648,1.3051204185333292,1.1933134861340708,1.2630838310894903,1.2010744508530513,1.2815579726599755,1.2010744508530513,1.2815579726599755,1.2209435546439087,1.244206140863632,1.1790916041009154,1.2104332882467868,1.1959886279699619,1.2564631293856952,1.2046833957413514,1.2082844315281582,1.1892701654252775,1.1832633265333679,1.2354695790107024,1.1896220394916768,1.1611980599514746,1.2065070643071307,1.1426491708459694,1.1919894789529988,1.2235979464798885,1.2764913511214155,1.229028220363619,1.1997218884183747,1.1767922078652,1.2449947449177454,1.2118199061595287,1.286942198262953
Reshiram,Dragon Breath,Draco Meteor,45,1.1549440679620162,1.1685784843186844,1.1383455755883365,1.186733847305692,1.212831408182651,1.2404900260630585,1.1077196441393746,1.1558695502249483,1.1333331993375249,1.15398932321397,1.1774892801987802,1.1400972331265584,1.2603999776644774,1.3467439533015766,1.2294091612351667,1.2722231258960557,1.2875281953464432,1.3386582799703286,1.2875281953464432,1.3386582799703286,1.1813903561445835,1.242214451966713,1.146500238501297,1.1877184900580897,1.1970504277976117,1.2476898159546967,1.314668678626651,1.2042213901153151,1.2736998259257502,1.1650712901565938,1.1105548161248564,1.1687111419038416,1.192257257609067,1.245436498798983,1.2026315703382373,1.237328779447318,1.2041050919115857,1.2573784172568427,1.136639441851164,1.1868069198309112,1.1703939344547922,1.219719766415809,1.2208545472696415,1.2598981731057202
Dialga,Dragon Breath or Metal Claw,Draco Meteor,45,1.1376591412451433,1.1673263609191942,1.1456120115744957,1.176857079261013,1.1764876394846884,1.2242927310772393,1.1131597843416456,1.1229913874588744,1.1102088726664632,1.1114831728063548,1.1205211937156514,1.118247819372428,1.2576746143900899,1.3438875835971358,1.234837508936914,1.2596906409233108,1.2457574518976036,1.3360923142134824,1.2457574518976036,1.3360923142134824,1.1962738200252947,1.24055010574869,1.1370238958696801,1.1830628140539339,1.162599639911363,1.229443016742583,1.1808360811490528,1.19324316771922,1.1415493703037358,1.155986220034231,1.1274837274600251,1.1614746476562072,1.1794035877808937,1.2336056931359027,1.1953165637789402,1.2305764657002745,1.23882724648411,1.258989021265818,1.133320433794816,1.1741150700556038,1.1658492718760363,1.2167375774913867,1.193990216631726,1.237685933912349
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,45,1.2218441776261924,1.1541302704553462,1.1661992351120014,1.1998118132701998,1.2114868450853726,1.2076120356566977,1.3255889428440453,1.1388675908008488,1.360522422858613,1.1202766477464585,1.3995552468789634,1.1537741465140157,1.1897703306945917,1.267169359099363,1.1442843470662334,1.2066290149913186,1.1394685650271736,1.2146782324356238,1.1394685650271736,1.2146782324356238,1.1767331625766546,1.2010755545163725,1.16227562908801,1.1492658734048182,1.2127408285116337,1.1990566908777547,1.233955550587753,1.1931481584977366,1.2687020337857318,1.1318420850956679,1.228043466370084,1.1182653563549512,1.2965772832049098,1.2354381227776337,1.1003294370127554,1.1265862539380318,1.3441562026113867,1.2417432190648756,1.306614315525181,1.197387936030633,1.177653254497732,1.2065961118011723,1.1936807427373466,1.2104122990915442
Salamence,Dragon Tail,Draco Meteor or Outrage,35,1.1808350687179217,1.19906777179927,1.1912361642283333,1.2208907505210547,1.2347830275741074,1.252859837536889,1.4505214988985846,1.2261248433069236,1.2858572783843323,1.2108323551639306,1.4118150758798003,1.1892659632291407,1.2444236361371572,1.2825486549290632,1.2773564135833526,1.2814645568614693,1.229833704225139,1.3012246998804065,1.229833704225139,1.3012246998804065,1.1970475390845035,1.2514055541975322,1.1794379210528034,1.1964303216827084,1.236208143543026,1.2461509756247693,1.2553736097915387,1.225453156727957,1.2295408016173943,1.1931220599881032,1.2790708698743778,1.2055718635476873,1.1865006168695025,1.2318362835612156,1.2071069410775568,1.2273082673314295,1.2529460090466589,1.2655256056812758,1.3678812600565482,1.2369734720064585,1.239736290417765,1.2477959566778887,1.268054307676949,1.2834880702805231
Naganadel,Dragon Tail,Dragon Pulse,45,1.459499514533398,1.335668314661753,1.325372832311459,1.3122665371618203,1.3297357185595344,1.33908427731635,1.4253268749416839,1.3155281317317171,1.4723271856056344,1.2977762055602902,1.4582812082100305,1.28836696661979,1.3640819026428934,1.4025312160403414,1.3633134483058638,1.380956524041717,1.3416235221096933,1.4088609080036938,1.3416235221096933,1.4088609080036938,1.3387699142319671,1.3583870933458035,1.3431249550768105,1.3167248217774554,1.3774544503262343,1.3749672996429891,1.3460478026788876,1.3255761098381118,1.2821316614420062,1.2648483145452356,1.3663117399310811,1.2651959086185207,1.3195699122809144,1.3209539299071424,1.2756049765599187,1.3097100496281975,1.3602492539591309,1.3821222955003751,1.5561796504533663,1.377984561289164,1.4945161671059952,1.4253637809614272,1.331037236697614,1.370460217630029
Shadow Latios,Dragon Breath,Dragon Claw,50,0.9460445636837901,0.9922474209069873,0.9485481292620247,1.0128250268115502,0.9818395245773627,1.0370173179050846,0.9964056940945473,0.9878763169317771,0.9714468331430594,0.9840089402003507,1.010391952168549,0.9805253349668269,1.0571016223320862,1.139981444335153,1.0636724379901117,1.101595215488381,1.0443404938159468,1.128945456196921,1.0443404938159468,1.128945456196921,0.9921246452901978,1.054366517520273,0.9870539535673912,1.0509494311907421,0.9859234580819896,1.0528553182321803,1.0531567279569292,1.0594105702416214,0.9938033946303385,0.9864718397495083,0.9349681842215618,0.9949240614801175,0.9704266216153983,1.0295709545358693,0.9961233082411597,1.0529585537486137,1.0171289035228717,1.068242850509321,0.9888588722593882,1.0335724376980064,1.0164239586787542,1.0758575338770142,1.0330637915543575,1.0913546970150743
Shadow Palkia,Dragon Tail,Draco Meteor,50,0.9023575316793836,0.9105352041854333,0.8905704283777495,0.927847588983994,0.913280328306645,0.9293111374784075,0.9157143378728687,0.901302631632326,0.8439364216687303,0.8705942178128669,0.9949830467530003,0.882468271976671,0.9619737729422325,0.9976354413198575,0.9561495424678366,0.9699492723744387,0.9628180964924232,0.9892157530617497,0.9628180964924232,0.9892157530617497,0.9435695231212338,0.9550158888735374,0.9048935238729996,0.9337211429766268,0.9338106303089992,0.9488354825803276,0.987781068946888,0.9385905102554072,0.9635082712638813,0.8813813539838188,0.8642441701460426,0.8954838003901763,0.8846126810917985,0.9286709795015113,0.9289633039228196,0.9339882815950379,0.9186190369497239,0.949983601713215,0.9342901211137055,0.9375545067222644,1.055023802431389,0.9716753876676989,0.9564939602675452,0.977727862633523
Shadow Palkia,Dragon Tail,Outrage,50,0.8918707914511564,0.896603057033642,0.8652360428175399,0.9038042048604787,0.8955770550434216,0.9270158305191315,0.923101731838816,0.8799862880880808,0.8400713125693429,0.8699108391889503,0.9205030757417586,0.8613069098501386,0.9174723920056009,0.9610331038215219,0.9852167367118967,0.9559906639985172,0.92053264604811,0.9756346791407421,0.92053264604811,0.9756346791407421,0.8895537298997779,0.9317766842737351,0.8872150236214298,0.9157093943373911,0.9132055582912718,0.9318890034470024,0.9234318821140484,0.9144525792209244,0.9114976589385485,0.8783925319592294,0.8663500282604336,0.8853465093806407,0.8799782823153574,0.9164644772849017,0.8941908510074492,0.905667167201552,0.9076890105501058,0.939245159258213,0.9637390269057217,0.9223963145586414,0.9427842381254813,0.9322302344272523,0.9247978436657681,0.9560247579115504
Zekrom,Dragon Breath,Outrage,35,1.1862918125685402,1.2047246569066101,1.1995710151965844,1.2563791254375847,1.2182003644095585,1.2586226129990772,1.3803838523981646,1.2222323641689081,1.2894771751539613,1.2315728963998007,1.3342723045200033,1.2021750196278052,1.2923719895366665,1.3608582854050244,1.3405484333448079,1.3310762503168112,1.271977231784671,1.3532517371361097,1.271977231784671,1.3532517371361097,1.2642696963577813,1.3108607624533697,1.224566940453087,1.2753219767510242,1.2698702757601872,1.313265573064139,1.2968460664319381,1.2845786993051287,1.2890544885246022,1.2464190700712718,1.1987966525060623,1.2506208179116451,1.204383772817506,1.2589591508773121,1.2104307544336597,1.2528093747239697,1.3017544543267123,1.3282969486197838,1.296262898767014,1.2788401895306358,1.3024016006924344,1.303548164093456,1.295477687930518,1.332085454726964
Shadow Latios,Dragon Breath,Dragon Claw,40,1.044633154308909,1.0833232711351648,1.0328456666464316,1.0968412958578684,1.0267213957088916,1.0678974785427675,1.1322185305536285,1.059531198656395,1.062191474650673,1.064979257448827,1.136301086215673,1.059075379399001,1.1041737360027146,1.1821118236524593,1.1175435875514936,1.172125907404115,1.1478211998728372,1.2266868007932543,1.1478211998728372,1.2266868007932543,1.076557800427246,1.1388400590917305,1.0330830703284783,1.095122811832278,1.0746683799089007,1.140192201157208,1.0983550364202015,1.1007358557350175,1.0908306297692514,1.0664182672130968,1.1290736047550458,1.0786825168195162,1.041139984535845,1.1012029561259142,1.0794378306229206,1.1351771337344156,1.108287142119568,1.163664643670099,1.1748186812474657,1.1485600967280227,1.0558522506927155,1.1134591930217004,1.1117001098133172,1.1742238195068384
Mega Ampharos,Charge Beam or Volt Switch,Dragon Pulse,45,1.3917277152635001,1.4495172625969073,1.376761974139501,1.4521904530646108,1.3883615429601008,1.4518002440665132,1.4527324432760922,1.42969805396327,1.4388456529079772,1.438156244472673,1.4350513773973963,1.4401157824807822,1.4497880273008807,1.5825254603480046,1.4600288250937195,1.5567933785506503,1.4631303268389422,1.5655380958868856,1.4631303268389422,1.5655380958868856,1.415178922532442,1.5111498442996674,1.3848773841961852,1.4368951705120916,1.418772313184784,1.5029488027822235,1.4073138471282998,1.3971143277631848,1.4806529426576795,1.4258341513971557,1.399185005560924,1.4970062172953853,1.3909110520230654,1.4869051572229481,1.4324065259280343,1.5025991827868344,1.4528362541766924,1.527362408632318,1.4187366105567603,1.4759485326929238,1.3858343215885522,1.4685004187204578,1.4558650294499351,1.538734151941699
Arceus (Dragon),Shadow Claw,Outrage,50,1.3551696817423207,1.4476365964077125,1.3457212812885733,1.4598696857483964,1.400285983753689,1.495711933905977,1.3461547823335402,1.4057995707928161,1.3374965831068806,1.4321264330851733,1.3283386680700908,1.3971999102728914,1.3085588004106299,1.3872764837015115,1.4676171634140713,1.5881189167514649,1.3411182766398717,1.4398474045142833,1.3411182766398717,1.4398474045142833,1.2666758776078477,1.356289124358334,1.231390364547599,1.2971399447199732,1.2822252400590917,1.3434403083836022,1.4230797891167868,1.4971683526146164,1.3643954295473704,1.4526952313873753,1.3949696428245848,1.473347676263059,1.372618265639278,1.5031837253100708,1.4108442682212692,1.494479394647221,1.4925363441237307,1.5741640932721563,1.2932605157470036,1.33818701615158,1.2544167982779066,1.3094439729545928,1.4911250873515025,1.5522911051212938
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,30,1.5821877589637645,1.6125050242071677,1.5546186689330015,1.5946032902325018,1.6235121914941806,1.6719511123280633,1.6409223491993947,1.59700569166048,1.6426050393143703,1.5829822643147724,1.5433450956370194,1.5460757331308723,1.6209425590495374,1.710830151237259,1.6564669211244056,1.7179188433647434,1.6522775784549708,1.7512602752168582,1.6522775784549708,1.7512602752168582,1.6342328171663603,1.6819015633801322,1.5635556949535738,1.606396082044446,1.583383986827527,1.6589448941277856,1.6536112818793196,1.6326589541533933,1.6173942872991487,1.5763445137416476,1.5421372180793844,1.5974219191569274,1.5757343655697136,1.6308211757120663,1.5480889708937329,1.6108782915075914,1.6286778434791644,1.691786893709877,1.6102734640445424,1.639144668015872,1.5917278822861576,1.6435975112829708,1.6439752420884497,1.7161824897673954
Goodra,Dragon Breath,Draco Meteor,40,1.4955927572021908,1.5300550967376976,1.4389162063174084,1.4949493109937473,1.5668123628816075,1.6231614726473105,1.4992920921213302,1.4642009565884113,1.423266630219807,1.4515283561930183,1.4113642834341327,1.4255847360383758,1.5140176880157035,1.604448634741187,1.6094729395921363,1.6449331008159545,1.5019869203869387,1.6040219053241898,1.5019869203869387,1.6040219053241898,1.4988277306012265,1.5604234198807538,1.5151170616640202,1.5598621919902769,1.5232595715868522,1.588658362058353,1.6408837720523854,1.5235436576687345,1.6016363709350743,1.4836289919385741,1.407582912465586,1.496461064415556,1.5328273953079137,1.5596763677172436,1.5217830819208762,1.5763282985412517,1.5478586435207284,1.5998201059231911,1.5113262885805756,1.5843676109252303,1.5735155095181623,1.6037038494180067,1.6238095238095238,1.648387740840571
