Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Naganadel,Dragon Tail,Dragon Pulse,35,1.8364924652813759,1.4075248083908452,1.6737261480627694,1.4127391791057031,1.5081875296519403,1.4052597975430932,1.6218122717603327,1.3626111609983973,1.677111941124271,1.3519797007179382,1.704025388823343,1.3878543830142562,1.4536231611622905,1.4615412595290103,1.5218046317978606,1.4372841335389719,1.4208913712217952,1.4309566059083847,1.4208913712217952,1.4309566059083847,1.4523021864004089,1.3943037028733698,1.6462223060356302,1.4135700481349314,1.7286382547865276,1.5374889067113302,1.4413349440845782,1.3841883151354035,1.4035112565956709,1.3057421563715432,1.605331293442415,1.3799811370921773,1.5190168937289772,1.3751142246150514,1.3960579074065347,1.3691937136265615,1.4682314417942695,1.4307570538674463,1.9798699042202776,1.5686280122373484,1.7408662542075073,1.574425268612047,1.488462032651576,1.488425801182357
Reshiram,Dragon Breath,Draco Meteor,40,1.1460510435837574,1.1295907797724447,1.2011852263589824,1.214911021450466,1.2266009455153775,1.202079153386879,1.1338984001862078,1.1147021601017062,1.1367620735816428,1.107532821439652,1.404785708947806,1.1405452226153037,1.3062281214766447,1.255846344172186,1.2821893922190974,1.2271026654569481,1.2633526149025678,1.273318290875723,1.2633526149025678,1.273318290875723,1.2001548369928268,1.1819616612122852,1.1469313835796704,1.1430666983980173,1.1966513899906335,1.1892490036361394,1.4135020483293357,1.2262052792092124,1.2684400143760042,1.0874582943094013,1.117287137712154,1.119115536957942,1.187665350924709,1.1851554187477005,1.2357454098373408,1.188962653209419,1.1917637094333655,1.1855348745422318,1.2506350164470845,1.273272490633305,1.1766677303282838,1.1890361857925247,1.2920398563123707,1.3014412440828083
Tyrantrum,Rock Throw or Dragon Tail,Outrage,45,1.3024524885772117,1.288825601164249,1.2927245992759857,1.2855126276034348,1.3351963491671062,1.3369727905666235,1.5429328987912485,1.285669711746781,1.5026092258023922,1.283704326072948,1.5056132001568476,1.2783505690066035,1.3064587027585544,1.306035194432341,1.4207840086968226,1.3400409358948409,1.3444902022804632,1.3652277242593922,1.3444902022804632,1.3652277242593922,1.3058506784484951,1.3171067764651416,1.287541930446944,1.2785520623125441,1.3553145450157214,1.3290364251702709,1.3823316324072115,1.3086356641039807,1.3014093237409234,1.204051957324026,1.3119758173567648,1.2996795434780903,1.298261142853255,1.2947364041306133,1.357753344903589,1.285340717798168,1.31083391694076,1.2945336261298228,1.4693216239867721,1.3761220564954424,1.4340243668685437,1.348507827031721,1.3323878548247772,1.3622770358892549
Flygon,Dragon Tail,Dragon Claw,30,1.9831752296662608,1.6925384541936803,1.9641730247428975,1.731113934510242,1.750275337339797,1.7078340749902723,1.826801867967733,1.6476308090508835,1.933467671071787,1.6155214329262337,1.904327139339894,1.6455565375383354,1.8090570488470907,1.7925810792635672,1.7914262727477295,1.7729908377165087,1.7610504304780046,1.7690068874916134,1.7610504304780046,1.7690068874916134,1.768096744413246,1.7310435183995376,1.8950946512237974,1.6836576175334625,1.8816278882671877,1.746802954847762,1.8217749534979557,1.7118553271058685,1.662957683426223,1.582875482170893,1.859028684445249,1.6443128789151877,1.8085379563292996,1.7134072352200154,1.6337097098178028,1.6690364490509904,1.7664581067221719,1.7526231263715957,1.9753124601840903,1.7873020417346177,1.850142925603608,1.7815446543039968,1.7790102583739684,1.8088881595100608
Goodra,Dragon Breath,Draco Meteor,35,1.5076144982638993,1.4717092708647743,1.5458375805410605,1.5653834490205074,1.597741514978752,1.578889656955482,1.604240230856883,1.4045998993436,1.6481156555717797,1.3912054163240422,1.6453464836312317,1.4577956977612812,1.566068957538067,1.597036803554467,1.6128103457665155,1.5386137281153769,1.6582888365685569,1.668087208009131,1.6582888365685569,1.668087208009131,1.4717966445301713,1.4611062620126258,1.5041783440334155,1.498111826518417,1.5113878939029326,1.512164632532338,1.6414041548024723,1.4721051215131467,1.611072239421584,1.3864808327218034,1.4377876105521774,1.4467167463942623,1.514340815372723,1.483139373918268,1.5329832362459843,1.5078428672027175,1.5278426682558188,1.533084793062083,1.5785036907108025,1.570363419760617,1.543374323313941,1.534598659032539,1.6198022959318896,1.6186149350492394
Naganadel,Dragon Tail,Dragon Pulse,40,1.7373693172844877,1.3312347471781856,1.4627248125062735,1.3319179407454742,1.4398574397174437,1.352413411621133,1.5044157715223458,1.3017480142335573,1.5827838503980227,1.3008483346821347,1.6279196266811162,1.3092121622366355,1.40175849363495,1.3830093022262384,1.4324559790141889,1.3749546098605776,1.3463786886985736,1.355485260069107,1.3463786886985736,1.355485260069107,1.4033209755368488,1.3467767658844618,1.476985388035246,1.3545028818218114,1.5094459691709745,1.415141239605448,1.3756557423101925,1.3029564963201252,1.3264690661271947,1.2471467948155202,1.5219128336969299,1.309721089019897,1.3811916152590478,1.314547440243386,1.3073228920392646,1.295404827020406,1.3936966136802313,1.3681266632145868,1.8765453231512614,1.4750743961446178,1.6148218054724814,1.4597798214373756,1.403097654919851,1.4050983749694148
Shadow Latias,Dragon Breath,Outrage,45,1.1049566551741148,1.0831929685311632,1.1076676553759837,1.114690503474568,1.1563105338539428,1.1649053247283687,1.2877480167937032,1.0626804769466336,1.176313345758218,1.05109871274433,1.2709953352451702,1.0527469020655396,1.1433240171589256,1.1809756358459262,1.2377576089491786,1.150673787977958,1.1887675450067707,1.218262218041927,1.1887675450067707,1.218262218041927,1.186012006474173,1.1351062123444908,1.1013832315086942,1.0969511500391973,1.1212797101092842,1.1261484080896285,1.1685133021940088,1.091500058083818,1.1736390449172531,1.0545564512804295,1.1097111531694985,1.104379555568398,1.1610815671041481,1.1459437962557355,1.1319264475822117,1.1316440393888965,1.1572491854426394,1.1326989685572824,1.1462969453758134,1.1261429357870487,1.1270606214778875,1.125971437250824,1.1915990825092835,1.1764727833562536
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,30,1.6257422606282728,1.2406635421526566,1.7149584276097927,1.440576142670771,1.6632651320051937,1.4391626445300083,1.5850801528321719,1.3200458564786517,1.7145918989461988,1.3135566485789851,1.6399341330962725,1.2645493348244852,1.3284554703139404,1.3395407731084261,1.6560033661142446,1.3235145068632357,1.3558919957454165,1.3469041229771759,1.3558919957454165,1.3469041229771759,1.4393973569261531,1.309076601022708,1.5293156687923628,1.3113807639456914,1.3664416502394983,1.3152824667055443,1.466330780244624,1.312420459659939,1.4461963488635246,1.2385798797052434,1.4473001227533764,1.238332612223783,1.8823305903724743,1.4014182693439974,1.387928834233437,1.2548670800905426,1.6542395643313224,1.4622495729360736,1.571967844829815,1.3867868130250445,1.48894550808242,1.443354881954534,1.4318364529120238,1.4161631196380584
Mega Charizard X,Dragon Breath,Dragon Claw,40,1.1744653564946195,1.171209460245258,1.2384751952212363,1.2589198043113827,1.223811253278064,1.238633770581363,1.17837165338271,1.1374120936595216,1.1575099858321598,1.1390532281195824,1.297830356655953,1.1737114072832728,1.2583698764702396,1.3121550265119006,1.3271341071834069,1.2820569465151574,1.2893442189060902,1.327381384189461,1.2893442189060902,1.327381384189461,1.2011268970721318,1.2143636828420743,1.2453105786493417,1.2641272904502447,1.2061352920603943,1.2271188546098686,1.304839471723178,1.253018808959824,1.2045964897134451,1.1301830612449795,1.1653071026882813,1.176042383498986,1.2288592218909316,1.2294936722441774,1.2501703737698977,1.2459023129377451,1.2267148182371719,1.2357041332721745,1.3123798243748124,1.3246655955316167,1.230606742455546,1.2176867493639765,1.32027490796893,1.336769827124496
Kingdra,Dragon Breath,Outrage,50,1.4972912029258267,1.4585455850363624,1.5225910809277976,1.5308967625239809,1.5572162187068184,1.5732692871066707,1.498214404959173,1.367232970923357,1.4161386994660479,1.376259972271823,1.6389750408061452,1.408638813172342,1.588231124387544,1.6331975588647185,1.653191283860222,1.544091472818833,1.598606803839347,1.6302208414614845,1.598606803839347,1.6302208414614845,1.5668886239921695,1.5509703854885202,1.5159996892499548,1.511942083065313,1.535861283140744,1.5325953022397503,1.510441690944903,1.4366087607992415,1.5103972365478384,1.3784871147058666,1.4783003308486105,1.4497745550475263,1.492663194657062,1.483003495037706,1.5377567217222325,1.5504822948090793,1.5219241832033445,1.5083468216261637,1.690032623456398,1.572699157061524,1.6273544607858725,1.5396531389132548,1.5877728120649435,1.5972167582418748
Rayquaza,Dragon Tail,Outrage,50,1.0142845829805547,1.003564244783665,1.018479772713215,1.0185321616690888,1.0496713746032562,1.0531373844355036,1.1734767612363202,1.0166554020250327,1.1083704163348902,0.9999673467085264,1.2722183221828756,0.9874150010228586,1.0361697178335767,1.0749782004079578,1.1302635864734818,1.043346427202642,1.0705598521795614,1.084613172154956,1.0705598521795614,1.084613172154956,1.0335824372563869,1.0322406571504343,1.0201310896201519,1.0145150343682212,1.0204896011751696,1.0257236638344827,1.0839172206623235,1.009952027365176,1.0573070018998247,0.9632693575274437,1.0193543775658638,1.0129569572370631,1.019854213802311,1.0209973758432078,1.0429979743663775,1.0415171158491303,1.045786099895896,1.0295325035972973,1.1063241594975493,1.063737547705655,1.0675866883711187,1.036863018114812,1.0694435645252187,1.0793906633573223
Mega Charizard X,Dragon Breath,Dragon Claw,30,1.3315781661724373,1.3244159184591444,1.3174945541374163,1.3257337613305036,1.3169406763223086,1.307405154446984,1.425806120583295,1.2672442889013626,1.289163880469426,1.2611535398988505,1.3431693960690487,1.2291155489807912,1.3714639426337982,1.4097618523696651,1.4461844026431603,1.3995750229391029,1.3745566729762242,1.3938190154013523,1.3745566729762242,1.3938190154013523,1.341459085760009,1.3413893681028506,1.3226983486123247,1.3495686955846196,1.361119789593297,1.3673518834934784,1.3880458904149306,1.3263523782274258,1.3361485210030803,1.255020130771197,1.379241271089286,1.309368417023863,1.3621553569905203,1.3536447726995582,1.3728031575542132,1.3843671599353737,1.3633828203432186,1.3760490175199407,1.5304918017173583,1.3830546283275165,1.3883940434057833,1.3668371139320201,1.4673115223620339,1.4739021046395702
Shadow Flygon,Dragon Tail,Dragon Claw,35,1.6059777259589736,1.3624550136503282,1.5791884121196977,1.406413866849989,1.6234216447555574,1.46059587407615,1.5000654970640461,1.3335238508518779,1.5972170391600835,1.3292387986192322,1.5670950554522116,1.3572954636146526,1.435129867253972,1.4275428584664507,1.6524645278757621,1.4406462405045473,1.4333356888782383,1.4536781572928585,1.4333356888782383,1.4536781572928585,1.4627113060167707,1.4032541058232013,1.5222356335608973,1.3842078831880555,1.5119577731804403,1.437028730627648,1.5013366276155464,1.408159036892322,1.370454207042593,1.290930894780162,1.5148582785277402,1.3566053254637342,1.5758247331226263,1.3775994931724298,1.3524545765272669,1.3357056475690336,1.4557787432908817,1.443715402451213,1.6061614084281115,1.4701131865945087,1.5182215326490518,1.4763954053952022,1.476137565935634,1.4712760016131146
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,30,1.3968523470283103,1.3366156417871544,1.4426053935237342,1.443330042460664,1.5265413882752605,1.5402240690911124,1.560890508323354,1.373247926868581,1.4810509478133143,1.3721956680689862,1.4542716395197959,1.3290106085879152,1.4588131605459713,1.5066044194202517,1.5048245582488808,1.4538292632052683,1.4939173485360724,1.4840435127380656,1.4939173485360724,1.4840435127380656,1.4334173590586932,1.4460062946386667,1.4527211080100746,1.4508388863942765,1.4793470476741506,1.492505074046269,1.5097517331671397,1.4390418329453416,1.4818557268054764,1.391679911765091,1.4550795387636306,1.421354271617255,1.4271738919950656,1.4456884852690808,1.4874198863503774,1.4090991077969277,1.552406467385259,1.533997200282262,1.609277579616097,1.5602704983076192,1.515111401481884,1.522949649371618,1.5050004431400437,1.49397081042893
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,50,1.1215729938452474,1.0447062385144243,1.1803362034798182,1.1686195610339964,1.1793881984276606,1.1465169384608969,1.3220017012169014,1.0665470971893225,1.2480682486336605,1.0310361941666684,1.395705897984781,1.0549724924598436,1.1494150411277975,1.1405126947450108,1.1141501126661866,1.1067918239181118,1.1047362359035633,1.1253164665887687,1.1047362359035633,1.1253164665887687,1.1222966750601258,1.078188922092113,1.1186977013357329,1.0867755180875411,1.1768853797020642,1.134282774337185,1.1841125062557574,1.0810558178491472,1.2597222094230731,1.0502282263434943,1.2761535281520409,1.0623328109407908,1.3177150471369528,1.1577869131301521,1.062434356796122,1.0481977260009088,1.348815552859031,1.1751893768741608,1.3867326446242598,1.170744648321169,1.1450840626021501,1.1054602863424086,1.1468419380952442,1.1273275771773972
Guzzlord,Snarl or Dragon Tail,Dragon Claw,35,1.566860723211712,1.5646128198595644,1.5966161745139031,1.6317191689185286,1.6758707388703733,1.7122561116876194,1.6229300420951978,1.5039323839885919,1.7600447925051474,1.5342134353649248,1.6912144087747134,1.529641231966165,1.613831175508846,1.7457565507461275,1.7115449704026495,1.6971575035269193,1.632449934457615,1.7392409704184413,1.632449934457615,1.7392409704184413,1.543653164224726,1.5957165334740444,1.5893551372701629,1.6097828804112642,1.5815531271089753,1.629228945052737,1.6434328895969585,1.5845098555542427,1.6206687073091117,1.5243007339813528,1.5575012248723739,1.6009408642010046,1.5994917331733929,1.617279894531297,1.617208322714047,1.6224112772930908,1.6283261517587628,1.6700753068854786,1.6496240575817605,1.6779032496459578,1.5380328128564895,1.5837356310693838,1.674383749100468,1.7421934202396687
Shadow Garchomp,Dragon Tail,Outrage,30,1.1131306064655448,1.0595572433622933,1.1387167133184473,1.069761879668971,1.1051814563218232,1.092675260789771,1.2944790668609818,1.0696336196643095,1.275085430123041,1.0639581430366043,1.3697286351660825,1.0708081910636489,1.1427663619738526,1.1208737110043665,1.181293303015015,1.115044455107688,1.1031714065706144,1.1097425945709993,1.1031714065706144,1.1097425945709993,1.0874072026086252,1.0790175597361849,1.114326883808034,1.0603289171085888,1.1543668894981312,1.1103543057800151,1.1477583345280007,1.1027906625214217,1.0870080013813381,1.0048268258956266,1.2683139901082527,1.0516030556795426,1.1240268664668456,1.0819516472681083,1.01831580941382,1.0300811397357754,1.1380847278140478,1.1093350230946974,1.3362802013097574,1.1345845621403563,1.241210125531727,1.1388786031790574,1.1548089769571417,1.1422443919461311
Mega Latios,Dragon Breath,Dragon Claw,35,1.0235911517455814,1.020715102516611,1.0371674310387917,1.0546094459013324,1.0269066978208932,1.0350527471631357,1.0932018954466314,1.005591465156522,1.0647134538069831,0.999937513967147,1.087416184018764,1.000720992723998,1.0584792425340872,1.0913669308845702,1.1225755706005474,1.0871896542334847,1.1184819095455112,1.1545125677881931,1.1184819095455112,1.1545125677881931,1.0808049290839281,1.0753073728472964,1.0212746533664692,1.033930736571584,1.045056572124822,1.064503852273452,1.0740826105846912,1.0361803201628028,1.0684816776273192,0.9995329253665177,1.0231857631430137,1.0434102373223493,1.049138892944975,1.0459808374797,1.0731402445859943,1.0828933936524046,1.0799742061644388,1.08006590850521,1.0908515109554622,1.1155364885775458,1.0379324144666815,1.055110539447874,1.1333348599401825,1.1277632707721366
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,50,1.295443510086943,1.3004382676188335,1.280752303179397,1.3111299362463709,1.3361254138309024,1.3645258977364243,1.2391685563743045,1.238999640086166,1.2391710945687053,1.2404002577548854,1.2274795522043107,1.2580834254483193,1.2870416869657153,1.3530977536017268,1.3351103388822159,1.3535274842817056,1.343958666184432,1.403130910320755,1.343958666184432,1.403130910320755,1.2879274877128324,1.3213622306187192,1.27982312128909,1.3011044872861435,1.3062636594909574,1.351712378588671,1.2916153059757554,1.2952199017353767,1.236808294236648,1.2550660622019245,1.3172263566681344,1.3091116057069294,1.2560165493541926,1.2938646727471321,1.287741187441346,1.324814263535529,1.340786671149103,1.3648734050517246,1.3909270335595372,1.3834537870687011,1.308749699914289,1.3279033296337204,1.3470842614890948,1.4157667107262366
Palkia,Dragon Breath or Dragon Tail,Draco Meteor,30,1.2117504594230253,1.1726187949608955,1.2611345042738198,1.2734324358676503,1.3016397684927352,1.275833335886572,1.4056069433714944,1.2052973470702224,1.2037523622107036,1.175621877054391,1.392138443991059,1.1536228095460266,1.349535732562029,1.3065720728587966,1.345147133922232,1.2763704123078947,1.2453839099246584,1.2647060710215043,1.2453839099246584,1.2647060710215043,1.2749124997835561,1.2363511168039603,1.2615299051720104,1.2419684493832301,1.312740910381234,1.2739596277240302,1.380243964031621,1.2268722933790648,1.3108796863276146,1.136142070231922,1.375345910801917,1.22130966167669,1.276114717102395,1.2778502639596085,1.3169327322169089,1.2883603623719908,1.2726658580644838,1.2726345212529717,1.6423838930868464,1.376706521375956,1.5798891842513805,1.3137343599035765,1.310307013359082,1.2824314097662977
