Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,0.9672665795093262,0.967091451512729,1.0264390864807709,1.0123086905939878,0.9958598820343001,1.0112066005937266,1.2474420449152763,1.163368587852696,0.9758738628092474,1.0111579515567146,0.9717228579264376,0.9916554405426149,1.0395622492720609,0.9846018076899286,1.0588087344902963,0.9875182324844762,1.3454833061088565,1.0619483667125516,1.0303948117657646,1.0476361461522874,1.0989796742434381,1.039750343759673,0.9540702845578528,0.9949836266337452,0.978656192182061,1.0349545040886314,0.9505798478010767,1.0199909894686814,0.9900703732908812,1.0017096692604108,0.9812796456833689,1.0457415563523835,0.9557435127364273,0.9872796346616637,1.0118515080463817,1.0258223028611064,0.9663013830209807,0.9731106996483138,0.9803789331800091,1.0074562161917755,0.9445072300881483,1.0189417696887575,0.9792112479909049,1.0117958539709957
Shadow Glaceon,Frost Breath,Avalanche,30,1.2957009701392623,1.208630574651889,1.3394379872444049,1.2385261273401844,1.2257362289205231,1.2189615373958032,1.5843346034921242,1.4612491576811868,1.2025858705878232,1.212314965253694,1.4005145356348092,1.233050521903023,1.3718633985490194,1.2380508768307867,1.3940478521246307,1.2458118236692353,1.5159731754083097,1.2915458199640235,1.5327171867574718,1.3390720601672905,1.2940660848412044,1.2481062164926735,1.2866271611376467,1.2388058503070987,1.2628901332679208,1.259109933085859,1.1784864896352305,1.2289083410751935,1.2623169128987943,1.246398167021261,1.2472341093725066,1.2711419015677057,1.2311475359885546,1.2140967653502808,1.287203282441873,1.2847794298463695,1.2443042522233478,1.227184895251484,1.260052266224129,1.2423064044760515,1.2720599456398907,1.2609272149944022,1.2535411663381968,1.248428960340097
Shadow Magnezone,Spark,Wild Charge,45,0.9752553688422365,0.9718458981482624,0.9674882091194472,0.9814592462159576,0.97678830656429,0.9835353359354856,1.196883284641493,1.1449136235733388,0.9854735629234027,0.9895165336646866,0.9822853856713586,0.9711620362147918,1.0923937071236691,1.0068633224762067,1.0778875604748221,1.015945706891875,1.131292304580794,1.0037098084865925,0.9730663026335015,0.9955774660477675,1.0262990388444433,1.016050942881437,0.9915479082455225,1.0237081693152161,1.0480653231500192,1.083916042867438,0.9842466416815898,1.0636265100094797,1.0288784610120065,1.0614570990730958,1.0495556421988936,1.090208531071446,1.0029070817688897,1.062661005780821,1.0061794939950872,1.0635988685083217,0.975615257581287,1.0001432715387268,1.0063788439718175,1.0600838557002505,0.9950757499138607,1.0418433940731027,1.0085692698111923,1.0719428474830224
Electivire,Thunder Shock,Wild Charge,35,1.2390563456427277,1.2180780714597372,1.2529506425112102,1.239694387373864,1.2457532958587079,1.2506874444349994,1.341974247912902,1.3606994583203078,1.2300469266608733,1.2428615368676674,1.3019211285000643,1.2582304852830095,1.263050790763006,1.254361887365372,1.3273586005574365,1.2728594982846702,1.3881041882214362,1.270345808501086,1.2448592374584837,1.2341504971950912,1.2614534699504352,1.249759484034011,1.283225596343636,1.272080108387335,1.3039120259554473,1.3262458652686757,1.2251223922798842,1.3116162114668604,1.2698682893686242,1.2951706763076587,1.2811911319215479,1.3292705738402315,1.2461815877508549,1.3085317143355355,1.2388663801241924,1.3154791980588416,1.2534203630784886,1.2473729571468462,1.2658475144825834,1.3030294582557598,1.2464012687499613,1.30053811079517,1.2614845464487139,1.2919347315753156
Shadow Zapdos,Thunder Shock,Thunderbolt,40,1.0600248777231311,1.0296986052482795,1.0619953936509356,1.0343152595053993,1.0586045030604487,1.0664889212840312,1.1274988294207513,1.1275214444091661,1.0465032268751482,1.048019743917722,1.0362540510475915,1.0382749721792797,1.0203785183259406,1.0272740468104335,1.0488288482507335,1.0495246143546446,1.074688285503567,1.0549607509673502,1.062013545416992,1.0648195564538354,1.0629930358880435,1.0677213273161303,1.0666251191522815,1.0844273043506123,1.0815126189710214,1.1442771403444763,1.0486261713632925,1.104430971540082,1.011515351692877,1.090795729000838,1.072561778666962,1.1205676501687778,1.0517202519035584,1.0951117097511338,1.03882165337156,1.1062139258085257,1.0336705994336683,1.0284645770427026,1.044464020686524,1.0964362396669722,1.0641474331555174,1.0946875590351965,1.0638788851783187,1.104009702263401
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9328152072983731,0.949390572694628,0.9880302781701518,1.023991131890074,1.0412180176896888,1.1114686161361935,0.9194445162143797,0.9342409243336499,1.016808072844404,1.060779902375178,0.9329013799614922,0.9738164214423566,0.9336847749205373,0.9526666630388634,1.0525389427367293,1.1043950927140063,0.9270275318022406,0.9518790488792179,0.9728603614663333,1.0060791226966408,0.9161673628130081,0.9998016395456729,1.0213952955260086,1.0849396843720802,0.9998927116785782,1.042599618008064,0.9778613233460832,1.0335360741406303,0.9428450448573937,1.0374058589856128,0.9281735872469224,0.9851729583185157,0.9772131207909757,1.0538885885919087,0.9651446017210282,1.0423669189863982,0.9141567880940715,0.9819859428823643,0.9768640234971933,1.0513453786796088,1.012442152762275,1.0778464513507253,1.044933858121613,1.1353981231467551
Shadow Ampharos,Volt Switch,Zap Cannon,45,1.4009652726310173,1.3281276293234283,1.4016884291787748,1.372087507378826,1.3460245164641476,1.3366835848835958,1.4845671798518711,1.443707206430151,1.380647174803227,1.364311076825615,1.3713593084244977,1.34756242603308,1.3287732587071999,1.3186054887256204,1.4390219813015752,1.3530961366000667,1.447193079020815,1.3724058103918118,1.3657542186872718,1.3542127946486964,1.3358397118288952,1.3217229358606672,1.331668997292714,1.3548273413087968,1.363854520552954,1.440688060252749,1.2867158924922024,1.3664208611599176,1.3080355685160112,1.3569319427293332,1.3690324244276784,1.4301581656848632,1.2681456251827645,1.348966032856736,1.2719746450354708,1.3383022347587858,1.3236559899001648,1.3287073525018895,1.2979846891858284,1.3602778224158187,1.2753442444269107,1.3377639506938284,1.3046477512300263,1.3528711043334254
Tapu Koko,Volt Switch,Thunderbolt,30,1.4360559371728092,1.3911345009977039,1.4652126281503643,1.4611532200839785,1.4078637068318944,1.432636268981333,1.550366055511025,1.545507711561874,1.4223261199811341,1.446841730473728,1.4704575238661803,1.4277316740362431,1.4500593645576878,1.4351099463148054,1.4678560854489897,1.4135331950374814,1.7769247276975866,1.471124267137833,1.4211129080716711,1.4416098165490114,1.4590738269652945,1.4226437170780866,1.4544474582057996,1.439311041900771,1.4605563368803642,1.492017234295326,1.3893261495651112,1.465089831391184,1.448148562530066,1.462233456821349,1.4837247580181607,1.5102879066921904,1.4015745234716406,1.462774283856995,1.4229714698253384,1.483358209165048,1.4245711962441208,1.4173405143477629,1.4010296213967681,1.4490306552341683,1.3943673510174226,1.4582839101688712,1.4240233936941649,1.4732001208217118
Raikou,Thunder Shock or Volt Switch,Wild Charge,40,1.1638542533714904,1.1559355682795196,1.1810056621143028,1.1961512148457079,1.1917694056582018,1.2060372532655665,1.2804932836169565,1.3166109118691516,1.1796641917630122,1.196200614860556,1.1953238059283064,1.1953990739408826,1.1887351490044291,1.1850611653177716,1.2102820636349316,1.2094342837774703,1.1723522672735436,1.1704180612417325,1.1571268972392659,1.193636608342391,1.2012069177800448,1.229218783404709,1.2023548322883473,1.2387700794117682,1.2512860311562284,1.305941324174753,1.2155690793146354,1.2969332987213045,1.2114540341898143,1.2718433834724434,1.2385989155852097,1.3125943308046155,1.2048897615057732,1.2643958179043608,1.209936087027706,1.2935210443913019,1.1608470624815999,1.2161854371607725,1.1927831794899368,1.2863407288553672,1.213684387283782,1.2754415533246464,1.2149775061064851,1.2670657767635864
Glaceon,Frost Breath,Avalanche,30,1.4655247808546292,1.4114234462793989,1.4905480781388205,1.461236769469697,1.4318048075789604,1.4256012526399982,1.821399471573049,1.6454966308142522,1.4731533172829638,1.464896211025175,1.4717065727791983,1.4611720517366313,1.5487350757079963,1.4314545643743135,1.5608331120814045,1.4438048585626246,1.6394906107670584,1.5171533144853653,1.5455146013790744,1.5076153135246324,1.5149099293032,1.4792810420140234,1.4420359088796566,1.4190179656277466,1.4580995920587194,1.5059256692338545,1.4105895240668795,1.4726740265771379,1.4647767544968981,1.4553144976914187,1.479289918255844,1.5398145431669863,1.4123246233473497,1.4452926177638863,1.5121081245454058,1.4885809442838323,1.4740336744934806,1.4346194292811318,1.4502033457960026,1.4676694237700725,1.4880387730019773,1.4985093585844491,1.4300245471964583,1.4552495039083113
Mega Latias,Zen Headbutt,Thunder,45,1.6149483016584605,1.6018317804978757,1.8724536986109648,1.9361510929144978,2.2652281564090484,2.4017521555580497,1.3330252762176187,1.355513167204066,1.9621678201481647,2.0150579148089487,1.6413626110898667,1.6729768642758323,1.582699809684702,1.590496773235608,2.2889351078386695,2.333781139340545,1.5746015723329483,1.5914763835485766,1.6473741048073183,1.6687411773501193,1.5580532869075687,1.630394189022825,1.9440497912597012,2.0179758643114045,1.745634388035198,1.8015922683313759,1.6502634852263578,1.7359187794682862,1.6201942282990889,1.707721502288744,1.3366637148298641,1.413040218269051,1.6112519638885652,1.728704579187008,1.671005450045646,1.7519672309490095,1.5970381682971335,1.663140962270922,1.6558216593823494,1.7508659610257962,1.6624337296151752,1.7336093843515488,2.005819681416753,2.1352475638149078
Mewtwo,Psycho Cut or Confusion,Ice Beam or Thunderbolt,30,1.4325122252558,1.4705127020176807,1.5596745921069683,1.6041065901433458,1.6684759938063076,1.715841208906556,1.2961396930817888,1.3316472536781725,1.6124702315510488,1.6308114793745014,1.5203718439869143,1.49653438938606,1.4594079358491852,1.4860421936467318,1.683589266396291,1.7286154017627617,1.479088126603535,1.4632696843838227,1.4800481591665666,1.503037306518023,1.453258220885254,1.4704111168366154,1.6295449253333931,1.6682411568733757,1.5752316751534081,1.5853894924212528,1.4577360543072906,1.5661507763781686,1.4746149306433776,1.5407776670187812,1.2920242301678022,1.3409045654700038,1.4809146203499903,1.5391566146012934,1.5372284250192112,1.5664769312256968,1.4260555873487755,1.4383285702281694,1.4581903812794774,1.5546415449881186,1.479991277763877,1.5390067779598904,1.626805369373163,1.7008453440546447
Kyurem (White),Dragon Breath,Blizzard,45,1.1771147401769306,1.1908322306060002,1.209276897561084,1.2096045214213256,1.1725404987547334,1.2240388340942383,1.340788780960829,1.357128318936019,1.133642074752078,1.188436834287063,1.2052555577206572,1.2222184921629058,1.2117919856125767,1.2284139507099259,1.2308283440952867,1.2392075452520126,1.2602376714952646,1.2779083004515015,1.2788171821676395,1.294268481942016,1.2222938391069391,1.2597709255731564,1.2327259397252042,1.2825631688324992,1.250503594417356,1.3812950401170143,1.2108603023220497,1.291210594239686,1.2351418128437455,1.3319587976532319,1.2852955343377095,1.4203804223840182,1.229086679405372,1.3217340251316798,1.2537196415544405,1.3453638493210205,1.535625496720588,1.5920023573923474,1.6168318749423354,1.7757640589971655,1.2311924313830878,1.340742393290606,1.220633566991586,1.3128061359046654
Kyurem (White),Steel Wing,Blizzard,45,1.2195759418334595,1.2362045263382209,1.283795156627266,1.2852502730861504,1.2213386040146286,1.2846879882851485,1.4403201494713493,1.4644514161726523,1.2263464645876274,1.2788164210140478,1.248898752082608,1.283785225851862,1.3024498444172163,1.3185023184439035,1.2660127311377585,1.2849203653812735,1.0573454043337152,1.0552357955921052,1.307075416958208,1.3249540164941336,1.0421393731357962,1.0713039647215445,1.256755324069661,1.2948888109286325,1.3015687755764924,1.4345377940760866,1.292806207234361,1.3577502242808623,1.2599345761484633,1.3462919375716007,1.3189950510317483,1.4367180535827158,1.2769756042099538,1.3730036371385985,1.2956950933151887,1.3980510122888266,1.0411526432851923,1.0587503435149437,1.0644015321812441,1.102009765852937,1.2737593936736917,1.4053635034384246,1.2943373186958576,1.3991641880014878
Shadow Raikou,Thunder Shock or Volt Switch,Wild Charge,35,1.0480675518454234,1.021330475060549,1.0543963225547026,1.056835158811425,1.0520875063343516,1.0593440547269173,1.145196698784525,1.1543300512560657,1.0814061533772514,1.0947038079183018,1.06275914404766,1.0687143191955126,1.0573334691168257,1.066037253911392,1.0785834957962699,1.077569826347272,1.0893772330906024,1.073402740103252,1.0528893996719773,1.060117784317565,1.068865299898901,1.0755978182361157,1.0472479490433702,1.0571884525308994,1.0787199936945808,1.1482422570814883,1.0713905922008744,1.1284288735518253,1.045528097243093,1.1056702324451124,1.0813513293901844,1.1374862151777028,1.0465905275256933,1.1149812345099064,1.050926966273909,1.1262079521484305,1.0541547558423991,1.0511848348080384,1.0570487302802543,1.1149661406031084,1.0469437139896878,1.1002780786985464,1.0835730412794167,1.1252506936376574
Calyrex (Ice Rider),Confusion,Glaciate,30,1.2933996857155274,1.3134361054433203,1.506024435544644,1.5029023604026803,1.7797926324742412,1.7184105486264496,1.2102507715798454,1.1939775271458923,1.492496763882384,1.5364440901259562,1.3908812302644178,1.3516737224176962,1.3749962102412665,1.3385311239419355,1.7807833068479688,1.735993229944803,1.3993237854968148,1.4056521999781941,1.3482272724630704,1.4002584336164932,1.3483994085090056,1.3513986357225236,1.5337688477893985,1.5679686777863158,1.4268607186321232,1.4338959777016131,1.2629663695441267,1.3777610933209494,1.2859366888349972,1.3402586404415813,1.1347858144359777,1.177950038414469,1.3212648421746154,1.3747238237496906,1.3519389847502967,1.4088755568945703,1.3409454359039015,1.3344214378109558,1.3138802447237325,1.3894282793633956,1.3539119177146084,1.4138879110661877,1.4971487288552179,1.5480889986412234
Calyrex (Ice Rider),Confusion,Avalanche,30,1.3271212842707965,1.3856876755285767,1.4960661015596857,1.5217865360907104,1.6808650692751437,1.7013522049648164,1.2608458709774932,1.2886083649082927,1.5160324936515353,1.5654294011217493,1.401924560571402,1.4132643993365663,1.3852291696258252,1.4000568713684256,1.6815377293905875,1.6974162569205038,1.3906682793834126,1.4186825625990038,1.3811162271818689,1.4255019101920134,1.386593810425201,1.4115866507057357,1.509046725808134,1.5963290993912211,1.436687439330316,1.471389819742432,1.375510078595966,1.4853983392236196,1.351321202743517,1.45550025540694,1.232467032748551,1.2841940827811698,1.3728946770708617,1.4566207213738023,1.3946619875158721,1.4664220825580587,1.3731638986972747,1.398300828939734,1.3557173132936702,1.4346579018599908,1.3857609470595882,1.4731584149091852,1.528735537761968,1.6317280195632071
Mega Glalie,Frost Breath,Avalanche,35,1.3099766423808075,1.2718597819705066,1.3074630647833771,1.3111181383542838,1.2814395403479986,1.2800539905122101,1.546541974343385,1.469535492314872,1.2862690384988915,1.2901766321607364,1.2950561731304326,1.2863179569660765,1.4108041829163562,1.3010531031544008,1.3871506017460205,1.2909611494022195,1.3569861828779946,1.3121342277059864,1.4073039264712868,1.368184324459858,1.2982429628896488,1.2870630524962186,1.299060591596572,1.296847933395506,1.3102298574063476,1.3419997679427822,1.2746254145526323,1.339140402709262,1.2950915249530102,1.3012749319328107,1.3044170964193775,1.3570902451001725,1.2709855862963126,1.3218550338358621,1.3584451267845552,1.3404666159561607,1.3169191662223414,1.2792563849573506,1.3022199397416994,1.3235183955234595,1.3187713531595027,1.3528735033477843,1.301194429881061,1.3353200890272336
Mega Glalie,Ice Shard,Avalanche,35,1.3401640324313004,1.3088899382424073,1.3414059569757772,1.3288681417338988,1.3144523715482777,1.3182931371089435,1.6320258548391031,1.5246470256785136,1.2930484604090289,1.2996244047295358,1.3179623423630569,1.3145155174947807,1.4298545920936916,1.3477050609298808,1.3913467454024584,1.3158029606187363,1.4084625137234092,1.367874573722006,1.4169165185660724,1.4048625966545534,1.3279265589251628,1.3272630495520503,1.3117902735662939,1.3106737649822493,1.3078888567463525,1.3686429051350144,1.2850000080905233,1.3499583569210614,1.3450774899696984,1.332429738294675,1.32978190233141,1.4016043124028033,1.303026427691597,1.3388329903157343,1.3772664816893907,1.3737749833410149,1.3510326094104128,1.3195777716730226,1.309000312228671,1.3426808955769234,1.3305638331920997,1.350931770977236,1.327180435385552,1.3541751472463153
Mega Glalie,Ice Fang,Avalanche,35,1.3281419507446546,1.3009660373241876,1.3219724546793619,1.3313606807366447,1.3306444530337493,1.3304842097946565,1.6656925315104658,1.563540330490309,1.2915155003710959,1.3096455327247492,1.3044471705134935,1.3208998578472313,1.3980478272549675,1.3432944480950757,1.403853162272454,1.3144452155123523,1.4033478365846244,1.3867596811590481,1.4255071213553674,1.4247993050713237,1.3256146779680746,1.3238831905018824,1.3009487811390876,1.3256596200666655,1.3126108616896832,1.3677938043101872,1.2498590052955942,1.3368135682235684,1.3087603687778655,1.3187056868958882,1.3066186840971614,1.3659492695989146,1.273034638001591,1.3404020118088824,1.3514791729703342,1.3734060308878455,1.3297482141080244,1.3237784442067688,1.3016838504455215,1.3370877252583218,1.3178560073808552,1.3358553132275863,1.2982591217042971,1.3550586120405623
