Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Glalie,Ice Fang,Avalanche,40,1.3358979223315979,1.3906624368513874,1.3369079488206403,1.3908485911995498,1.286234811111479,1.576542065357746,1.329707639107199,1.3889280100597297,1.3299056900345803,1.2810898300512545,1.3408166731608868,1.2803205147418797,1.2929079476342644,1.3628786428497799,1.287054353748509,1.2765638634500631,1.3461697795562921,1.2867883617004399,1.3264323748668796,1.387944621938232,1.326730564430245,1.2845864173483963,1.3457473055447347,1.2969138207159245,1.2542163861532316,1.3091292793496951,1.249552741736578,1.3113948919449903,1.3560745294378604,1.3219468914379873,1.3077750183171095,1.3561512184446156,1.3073182799996192,1.2617896985521007,1.3573510562544506,1.2627391407548065
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,45,1.4976655213844565,1.276439858631423,1.502065723741068,1.4091994172764295,1.16947323113598,1.3648776611594875,1.5551556114429423,1.291735303363722,1.5552059100911662,1.1294048297015657,1.2148787579054643,1.2166072195745787,1.1561768300764281,1.1884415450542654,1.1628624442251903,1.267864225714613,1.2486492203820085,1.264417864666426,1.4019062832800853,1.2901384451544196,1.3900851970181043,1.2109423018655587,1.2425659005323986,1.2832099727308142,1.1289580185156236,1.2054608931269866,1.1319802685286506,1.2769186893973001,1.2595115871305744,1.341582694298329,1.2241348139267125,1.2262377132634903,1.3234468518359928,1.1534488488013293,1.2317018751483504,1.141675765487776
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,30,1.5608088643437814,1.6163708606479628,1.5615395965515062,1.6457884978313413,1.5462619607323775,1.6797983644008874,1.5622225715183904,1.5389060044011316,1.561398931153725,1.4198363456523695,1.4773551539130174,1.4373807311492772,1.5209993078769493,1.585661272033811,1.5282445108751674,1.5573673679849807,1.5938494354490407,1.5583633751421295,1.6489243876464323,1.6779872204472843,1.7859850905218317,1.5390295632601827,1.5889191879842446,1.6476561485521362,1.5269570805759645,1.5762597050700848,1.5279818664999218,1.6154171155755541,1.635274732239052,1.7172719014724211,1.5995641955220614,1.6413176900459592,1.598802964992911,1.5744884880132923,1.6826964158556847,1.588435793971042
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.305129880623652,1.3349897767753631,1.3053951223625135,1.4607456212958978,1.2228123034135683,1.4937406880111248,1.32822697265011,1.3506633134234516,1.3324740647595095,1.2193447831430029,1.2904415070587179,1.2231114308265645,1.214963111314003,1.2949475017303076,1.2127247559161796,1.2144059654658759,1.2847434620503646,1.233850140586851,1.2458572949946751,1.3211288604898828,1.2438977635782746,1.2372072890966541,1.2969484482534737,1.2493182703544996,1.1798499296545255,1.2526010456290275,1.1833498341236344,1.2356190717620466,1.2972621839153304,1.2633141094703932,1.2362478947218178,1.2786484351954934,1.24572521480974,1.2027533823878471,1.2876714929978639,1.2037502967006883
Shadow Gyarados,Waterfall,Aqua Tail or Hydro Pump,40,1.2434620546222326,1.2675533820956557,1.2426997041939813,1.0938714697215508,1.1264328046882761,1.2048836208323677,1.1731468091795032,1.2621722728701665,1.1749324111914492,1.1779516230554807,1.2374186973593502,1.1749343084654658,1.1828235675261756,1.2460055664364498,1.1776400076575315,1.1650198760720298,1.2144059654658759,1.165592800542956,1.2103940362087326,1.2577422790202342,1.2108306709265175,1.184954334934857,1.2413019954118514,1.1871704973380082,1.1345074948326472,1.1810484081079673,1.142123912250534,1.2013541204554576,1.2424319242875552,1.2043961383273127,1.1898128324436452,1.2380558172285498,1.1894036710342268,1.164984571564206,1.2455067647756943,1.1764063612627582
Mega Mewtwo Y,Psycho Cut,Ice Beam,45,1.0214740414409478,1.096843096337205,1.0208645124119082,0.9273896632784823,0.9714581332980168,0.9219829156044101,0.9728104369695064,1.0424457717698836,0.9733008487896887,0.9761212520856438,1.0592073054981068,0.972604382099931,1.0834450056695186,1.1796648357312207,1.082922231875948,0.9844605255039532,1.0570720915268879,0.9831207636642487,1.0280298189563366,1.0739084132055379,1.0266027689030883,0.9861230143271438,1.0573778297190841,0.9864519759338615,0.983629479096104,1.0473138450315251,0.9821878311013843,0.9167353233200245,0.973223905190443,0.9203054692946321,0.9209557249293483,0.9564576137325987,0.9191097408961586,1.0208117730833135,1.0951720863992405,1.0098552100640874
Frosmoth,Powder Snow,Ice Beam,45,1.5880180996746838,1.666675449505702,1.5881182240396845,1.5328924279045129,1.5335413700625766,1.5442290500943616,1.8007010374096195,1.700594152782144,1.799386985224772,1.5947107074703515,1.6071396457153135,1.5907342465205967,1.528045709573387,1.6145169128366736,1.5263080389356032,1.504834601112355,1.6113897384820146,1.5033009263747985,1.5215654952076676,1.6175399361022365,1.5215441959531415,1.573527247543609,1.651820109942432,1.5796390079210494,1.4912719503934135,1.5742796102339638,1.488145484862696,1.5265331558822908,1.594767306757927,1.5239453281788031,1.53777130731828,1.5991930956391005,1.547924219500823,1.478879658200807,1.569446949916924,1.477597911227154
Shadow Swampert,Water Gun or Mud Shot,Hydro Cannon,30,1.1977983179106682,1.2725385215320082,1.1974241689677705,1.2564364467105917,1.1710061914379366,1.2588732907327087,1.2001729016032694,1.2877994341402075,1.1962684690348946,1.1668814754868169,1.2583001128995195,1.174174984264005,1.192145139676322,1.2765988778770967,1.1898920582561445,1.1836178858205602,1.2655284567177598,1.201211074189312,1.2156549520766773,1.3019488817891374,1.2162513312034078,1.189490542353807,1.2719733367960873,1.1923732848547808,1.1724332586455457,1.256048842339291,1.17067027947128,1.2226482455584426,1.306884677947483,1.1617022625007922,1.222393499091281,1.3157013312018877,1.1550912049327737,1.2169570377403276,1.325316876335153,1.132988369333017
Kyurem (Black),Shadow Claw,Glaciate,40,1.2068762603374017,1.2279181860978199,1.2068200501675765,1.142689467933649,1.1182448763367878,1.1711767043008974,1.1378025778057215,1.2024897830870795,1.1398962590380384,1.1091328717441478,1.1913796720918384,1.1163564427659383,0.9747301456403611,1.014284241683479,0.9813863077444152,1.1731025182234054,1.2227001489603626,1.1738869840374428,1.0213631522896698,1.079989350372737,1.0283493077742278,1.1915335670692118,1.2461411937843572,1.1943037700731507,1.1620377607559098,1.2076320497455404,1.1687162385145815,1.1589348712423686,1.2204195449648267,1.1729408285273677,1.161561664430552,1.2369996098693539,1.1707440076884283,1.177669119392357,1.2519154996439592,1.1810966057441254
Kyurem (Black),Dragon Tail,Blizzard,40,1.364075026524174,1.38816459742979,1.3645738917813706,1.2485729894381354,1.2454044300235076,1.2858457769095786,1.28471235460547,1.3753473750392957,1.2954133920150896,1.2649841640939565,1.321933479203509,1.2690605361228506,1.3242228341702622,1.4011073968810284,1.322028656839501,1.3205732770398315,1.3717398394048639,1.3106043912457142,1.3233013844515442,1.3817784877529287,1.3401916932907347,1.2928883694758257,1.3595983205644289,1.293624204648747,1.25511958730655,1.3348878814722178,1.291056571656853,1.3031138432938294,1.3609966833555147,1.3108562012801825,1.293597099711684,1.3635351545773742,1.3092023255592664,1.2593496320911466,1.345834322335628,1.26024210776169
Kyurem (Black),Dragon Tail,Avalanche,40,1.1844606985518855,1.2473001552805942,1.185231831819172,1.056802304406847,1.1038605436546038,1.0563404297586332,1.123476894058472,1.191480666457089,1.1170983967305879,1.1132791815284397,1.1893015216457354,1.1149177232263285,1.1705567909052086,1.257293062570869,1.1726994271577305,1.1388416348620134,1.209813755475836,1.142693450151164,1.1735356762513312,1.2440894568690095,1.1647177848775292,1.1477989871445267,1.2166212180236333,1.1562048218846037,1.1287061643478713,1.182576902367429,1.1273861011237907,1.174018209856983,1.221908866214589,1.1706698776855313,1.162713025605892,1.224524944572902,1.1774333209633372,1.1445430809399477,1.2275243294564444,1.1447519582245431
Kyurem (Black),Shadow Claw,Avalanche,40,1.2266938583363196,1.2829128110003303,1.2264040246481596,1.1061980597953847,1.162881170744628,1.1050508227659503,1.150289217227287,1.2363187676831184,1.1442785287645394,1.1532036487526103,1.2357501823377195,1.1547522704792734,1.0496635103892087,1.1108501332705023,1.0512833728481599,1.1851603747807462,1.2738755255480243,1.1846138929777088,1.0762300319488818,1.1419062832800853,1.0755271565495208,1.202796173657101,1.2973380080509025,1.2073496948448255,1.1890208952112968,1.2748857971618641,1.187570562590103,1.2099097957200498,1.2824323467900374,1.2082197857912416,1.2128019944239863,1.2781155738250882,1.2300248351460135,1.213330168525991,1.3200379776881084,1.21459292665559
Kyurem (Black),Dragon Tail,Ice Beam,40,1.2591446920034008,1.3334931810037731,1.2583173485662895,1.1235754726351688,1.1867397278416052,1.1258567029765256,1.1878057214712354,1.2824300534423136,1.185891229173216,1.1848354964081969,1.2684310963242715,1.185035318566476,1.246918579822404,1.3378002267807443,1.2476401549177552,1.2041726529928694,1.2961931372462607,1.2061822957524262,1.2442385516506922,1.3250798722044728,1.2425346112886049,1.2154092542094102,1.2991386400034628,1.2234082153832837,1.2051829850798117,1.2660361627846386,1.201726503743074,1.2375414580560662,1.3070536789403637,1.2366753279675518,1.24242337738955,1.3026176814821158,1.253270912429943,1.2162449560882982,1.311787324946594,1.2145169712793733
Kyurem (Black),Shadow Claw,Blizzard,40,1.4323124161238874,1.4592757319618053,1.4338072553276702,1.3431248551468398,1.3384316127537,1.3812452405390194,1.3393555485696322,1.432030807922037,1.3440081735303364,1.329276943520267,1.414640969537112,1.3324441247289913,1.13290235174577,1.1916002768492202,1.1364071450660462,1.3877552819229109,1.469172256352851,1.3914131843142095,1.18346112886049,1.244707135250266,1.1961767838125665,1.3944595939921223,1.4818421849976195,1.3998701467341905,1.3579455647612595,1.4630642836051622,1.3907213450749483,1.3712318059868602,1.4424234742379112,1.3808437374569575,1.3715566212782964,1.4417135299211175,1.3717945058186558,1.3676240208877286,1.4906432470923332,1.3789983384761453
Kyurem (Black),Dragon Tail,Glaciate,40,1.1717326082221426,1.1860205307645286,1.1709245870309086,1.073572161705791,1.0567393967486673,1.1068420355593815,1.102917321596982,1.1683621502672115,1.1108047783715813,1.080058747714534,1.136448560780905,1.0833458222182257,1.128145846525395,1.1764545628580263,1.1297951610290544,1.1267837783046726,1.168034340211365,1.1187540214890748,1.1380830670926518,1.1708626198083067,1.1436528221512248,1.1156559754144484,1.1664632298835649,1.1185387179154223,1.0867681031038854,1.140664895002866,1.1060479738766436,1.1145404229249847,1.152333269957961,1.123148910999852,1.1009772296917968,1.1683651622848334,1.1113299648882418,1.0903204367434132,1.1722762876809874,1.0948112983622122
Kyurem (Black),Shadow Claw,Ice Beam,40,1.2901446006618749,1.38193580798606,1.2898442275668727,1.178551799490117,1.2505247823063934,1.1717809489123598,1.215580006287331,1.312621817038667,1.2126846903489468,1.2228416709128875,1.3231424032610977,1.2244202659632928,1.1235881426068004,1.1844434299851268,1.1231537249473544,1.2605307924867568,1.3633927705745992,1.2644971926700925,1.1484132055378062,1.214664536741214,1.1420127795527155,1.2838592390598624,1.3796390079210492,1.291243561442237,1.2596182238201934,1.3596911746825768,1.2600611397703785,1.2894881382428123,1.3559477786932,1.281323277774257,1.2856136945372194,1.3654382309002502,1.2992206902457824,1.293994778067885,1.4045288393069073,1.2903774032755757
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,45,1.4616980389677003,1.504665444095473,1.3389420543411819,1.3879796708936198,1.3412624573717844,1.2458679601364104,1.632307450487268,1.689990569003458,1.580581578120088,1.6013248209093907,1.7120762521355994,1.5255922229216,1.394988734592899,1.466645559367959,1.3134286597847056,1.363401584797229,1.4267141459458983,1.2678289688240947,1.4099787007454738,1.4709797657082002,1.320521831735889,1.3996970090464442,1.4655758992338659,1.2971648703631564,1.3536900977888942,1.4183384572629532,1.2568738818543415,1.7341403130743394,1.7907767708135285,1.596372816190295,1.6859067682909423,1.7905569352858897,1.58884987582427,1.3849418466650842,1.4745596961784952,1.276458580583907
Shadow Glaceon,Frost Breath,Avalanche,45,1.1607645988350443,1.1688992643494025,1.1616516655775948,1.1750273151673676,1.0777488991159818,1.2778233950269842,1.1314429424709211,1.1791480666457088,1.1363659226658283,1.1133790926075793,1.1454805223351219,1.11648632716882,1.1091492776886036,1.1476725521669342,1.1097309555715906,1.0968683066996907,1.1407895780631627,1.11886860638326,1.1352822151224706,1.1710010649627263,1.144153354632588,1.116738085962862,1.163017789897416,1.1312383673116047,1.0839455994997655,1.117320619040175,1.082477897625623,1.12678243234679,1.1594101865348458,1.140946828062615,1.1193704623523926,1.1504286679417277,1.1165253632496932,1.0940992167101828,1.1448563968668408,1.0911464514597675
Kingler,Bubble,Crabhammer,35,1.3743597310343374,1.352325344462947,1.3740417922612649,1.4146574843558588,1.2667748236930108,1.415024997516803,1.3683935869223514,1.3490443256837472,1.3620088022634391,1.2838673580513345,1.3214938704552948,1.2837874291880227,1.2960519534068653,1.3487122093451338,1.3053367105011264,1.2834918424369564,1.3152318581262727,1.3089208747234538,1.3295953141640042,1.3512779552715655,1.3403940362087328,1.3176124312859803,1.340665714409384,1.3324157035882787,1.2518454831257708,1.2942264603199416,1.2651416462577945,1.3347487166487104,1.3596658005365783,1.3619050636922492,1.299639367036815,1.3209252757081822,1.304653973147593,1.2630809399477807,1.3261523854735344,1.2678756230714456
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.0511916556002896,1.1039027423536605,1.0518767170450314,1.1534483329470582,1.031526669536139,1.2257259212660994,1.0140207481923922,1.0732694121345487,1.0072618673373153,1.0015686039424911,1.0616651180449401,1.0045659363166781,1.0175313296125583,1.0855361008438011,1.0159114671536071,1.0047949371105216,1.0689889205221546,1.0038782579570396,1.0401064962726305,1.0976251331203408,1.0514802981895632,1.008821365190668,1.067792061637017,1.0101372116175389,0.9913935351640526,1.052750421204384,0.9951452938009135,0.9820330819443565,1.0269028455542177,0.929009020427995,0.977667399351051,1.015890687296014,0.9039231918396087,0.9639401851412296,1.0206503679088537,0.8906717303584144
Crabominable,Frost Breath,Avalanche,35,1.6165412477252448,1.5735861385721213,1.6188792394764024,1.5800086084163825,1.3865907360196008,1.6355958017415488,1.4225495127318453,1.468531908204967,1.4145834643193964,1.374386795751781,1.4564137917253646,1.3818901177951624,1.4187859867171277,1.491466270045798,1.4158039671904221,1.4169127303817441,1.4824993609688595,1.436462676174275,1.4545899893503726,1.524866879659212,1.468413205537806,1.4374063974375624,1.5197679954984202,1.461351339652859,1.382809650356938,1.451331353238497,1.3841991905928126,1.4434797304434164,1.5049749667279295,1.4615311489955003,1.4316843176995613,1.4779766492535182,1.445538713330098,1.3960788037028247,1.4889057678613815,1.4001993828625683
Crabominable,Frost Breath,Glaciate,35,1.6157297133983968,1.477414051137202,1.6186526422292955,1.7576631460450949,1.290954540939642,1.8214581332980169,1.3867243005344232,1.3873781829613328,1.38525620873939,1.3273386685849595,1.351137487636004,1.3299263655346742,1.3189435551563167,1.3705361744739128,1.3255629022044855,1.3336712118674694,1.3772046574352377,1.3354164279481373,1.3776038338658148,1.4385197018104365,1.3740362087326943,1.3604293814656105,1.4017054062243,1.3644115482837729,1.2923332117485626,1.3438243621141854,1.2882861758115782,1.362042376998965,1.4018737985085663,1.3769250269345332,1.335331563472353,1.37265089016395,1.343476730134262,1.2953145027296464,1.383774032755756,1.311977213387135
Feraligatr,Water Gun or Waterfall,Hydro Cannon,50,1.3284834496181221,1.3955931226857219,1.3258415716363483,1.2340247657517465,1.2124110187729695,1.222656689732808,1.2297296447657968,1.3381043696950643,1.2337818296133292,1.259319205906743,1.337779376355044,1.2629459780795094,1.3190981783910347,1.401909965099327,1.3162707820990471,1.2377812838796682,1.3142622936370127,1.2311882453527012,1.274174653887114,1.3607880724174652,1.2674334398296059,1.2980911569925984,1.3741765138726574,1.2988356490499071,1.2312194952495092,1.3044308964271447,1.2256179111736403,1.2789361387498153,1.3560428417516952,1.2714050320045631,1.2804087807941538,1.36252652412625,1.290618785266383,1.266650842629955,1.3807832898172323,1.2712556373130786
Clawitzer,Water Gun,Crabhammer,50,1.290434434350035,1.3306334886139275,1.2901358178228397,1.2611363109624871,1.2169652021322386,1.3332218653776116,1.2709556743162527,1.3468374724929266,1.2687456774599182,1.2548731628850325,1.3121921489874013,1.2532446122950573,1.2696776473706688,1.3360625561429602,1.2646928888038051,1.264030038870722,1.3240108238653894,1.266180709192353,1.303982960596379,1.3668477103301384,1.3129712460063898,1.2679305717872138,1.3327186945418346,1.2704150976063715,1.2425703020513088,1.3051604050509786,1.251941014016987,1.3142256585757441,1.3553140249698967,1.321735640196886,1.3225333752010124,1.3660186691787273,1.3197453683879992,1.22330880607643,1.3210538808450036,1.2257583669594114
Mega Gyarados,Waterfall,Aqua Tail or Hydro Pump,35,1.2405162904098426,1.2955407769650724,1.2409817808787056,1.1907492633182135,1.1728123034135682,1.2400771446545045,1.1944985853505186,1.2523923294561459,1.1970166614272242,1.173725384407877,1.2343814005535074,1.1703883543646156,1.1866228812935338,1.2499595034385262,1.1893251063955115,1.204472336562277,1.260187037804201,1.209205574114391,1.2208519701810436,1.2716613418530351,1.22653887113951,1.2026057222005802,1.274596372765442,1.21949530364022,1.17681031038855,1.229230715786914,1.1768971566532922,1.2337917485265226,1.28193590637345,1.2492447768130637,1.2006508521024235,1.2468860913666941,1.1986906834898614,1.186147638262521,1.2715214811298363,1.1869356752907667
Weavile,Snarl or Ice Shard,Avalanche,40,1.4496093393197165,1.4676334815876564,1.4458678498907416,1.4444293613217232,1.3304423401648844,1.540790649935437,1.4205501414649482,1.4526784030179187,1.4195253065073876,1.3510575587726923,1.4125428368751811,1.3544645265713515,1.249635530946736,1.2914058933541461,1.2475149837277453,1.3686989325976398,1.4046609609265512,1.3744105488616432,1.315143769968051,1.3438125665601703,1.316059637912673,1.353798208024932,1.4164480803358872,1.3693373155001516,1.3120646830979799,1.3656314591909402,1.308000277908047,1.4036799966199802,1.4515812155396413,1.4245833069269283,1.3553995032970796,1.4078197406106971,1.3587298868621125,1.3317825777355803,1.4006930928079753,1.325915024922858
Primarina,Waterfall,Hydro Pump,30,1.635858223899159,1.684599467408641,1.637936243614876,1.7189269277886303,1.5581415753401981,1.8961046915869286,1.6124992140836214,1.6600785916378498,1.6054479723357433,1.5824516180599266,1.64240825665158,1.5807631208224682,1.6016169172544803,1.6569499462500183,1.5974568159394467,1.562603016226984,1.6221430900901697,1.564030920292985,1.615335463258786,1.6712886048988285,1.6172630457933972,1.59366316062849,1.6604337099078044,1.585517032420032,1.5731506087923157,1.624980459590433,1.5820262970489638,1.6264866806092486,1.66328664680905,1.6320425882502059,1.5930271283529824,1.63808246029707,1.5912667827543223,1.5654118205554237,1.6434084975077143,1.5701970092570616
Mega Mewtwo Y,Psycho Cut,Ice Beam,30,1.1364747791994267,1.2054780323630054,1.1368805463628509,1.0514799854319108,1.0965351124060525,1.0303281131013475,1.107038667085822,1.1950424394844388,1.1103395158755107,1.1057059217296605,1.1604472019902288,1.1050465086073396,1.194729556599467,1.29646428203278,1.1923292149557483,1.1117379002758851,1.1840497827294123,1.1192035468431862,1.1294888178913738,1.2211395101171458,1.1256656017039404,1.1116738085962863,1.187386919447691,1.1157944855646453,1.115262362565786,1.1720511350806802,1.1046063258819239,1.0424403743371993,1.074867439846209,1.0450810148509622,1.0136926341430923,1.067473571027566,1.0242737384982825,1.093482079278424,1.194692618086874,1.0899881319724662
