Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (White),Dragon Breath,Blizzard,45,1.1898581037073548,1.2554261289532769,1.223713293033312,1.2825928188368234,1.1869320719443333,1.2801117053157984,1.3135920242983057,1.389747715648526,1.166868062204052,1.267741351204492,1.2296748611494608,1.3041222880577221,1.2130767117276495,1.2798933400802914,1.2508971493654009,1.3087747853487073,1.2599382953643339,1.3474674637349948,1.2617797331819471,1.334462815782004,1.2281329531755294,1.301479171051876,1.248453096564275,1.3233772679644846,1.263748366348992,1.3962172719129502,1.2117116531728807,1.2921155570572715,1.2638499258752425,1.3629262173565972,1.3112008616047388,1.4490037695207323,1.241019664391747,1.3345613290007803,1.254112812032635,1.3463030288292013,1.5714223169201134,1.6886036601383498,1.6343989547038327,1.8024825783972125,1.2311886889317478,1.3407473186163645,1.2464654922546778,1.340590211802089
Kyurem (White),Steel Wing,Blizzard,45,1.2329134747868835,1.2955802033308101,1.2988451480996877,1.3562717148962984,1.2362979184757072,1.3368310423892453,1.4107469345099368,1.4874006815274559,1.262700856470101,1.3557507697880817,1.273167783958972,1.3609027661471749,1.3054731403202564,1.36403726376587,1.2872697827825024,1.347811773462373,1.054818494551228,1.1065397291250691,1.2886353959693442,1.3641640647175701,1.043102623471555,1.1060487188809582,1.2776043677273479,1.3361054431147632,1.3144539567394529,1.4500359770334366,1.2937140183758074,1.3587051163757813,1.289234804424678,1.377591515566199,1.3455788906838986,1.4656758212170167,1.2893756975377535,1.3863346798486897,1.2960251936335005,1.3990248410199044,1.067876010624325,1.1229969936662678,1.0657926829268292,1.118588850174216,1.2737578221476045,1.4053641547918025,1.3217287687997166,1.4287677262138632
Shadow Raikou,Thunder Shock or Volt Switch,Wild Charge,35,1.0435610576530703,1.070277631530518,1.0538885923447945,1.1014739633214565,1.0457447214755462,1.092794442627333,1.126361405368359,1.182720448164963,1.091285222656351,1.1348746345123812,1.0527518886841902,1.109616107115213,1.049339107780679,1.0948099156564348,1.0688008768037558,1.1121666745050087,1.0779547258774567,1.1275078784671269,1.0430386034629577,1.0951710190178825,1.0626686312405518,1.1112057253296082,1.0453206860420228,1.0906634313130756,1.0685032085640025,1.1606484676720656,1.0721386892617188,1.1292284500123457,1.0458889269015852,1.1309613410879233,1.1020463112547119,1.1604092622509423,1.0539363351736808,1.1258086499619748,1.0506304487919944,1.1269895310239169,1.0673360380607688,1.1149703744782697,1.0674216027874563,1.1317421602787456,1.0469398232298706,1.1002761166072346,1.090023939110925,1.1490558543471492
Calyrex (Ice Rider),Confusion,Glaciate,30,1.319768344340551,1.3601816631007229,1.5314939463253048,1.5892538843529418,1.746124433213404,1.7650983979717716,1.19331796597471,1.2187507316522892,1.5344295805625274,1.6217403679457654,1.3772909773176838,1.3946818093345585,1.3628433684451884,1.3684471651904402,1.7766665507955235,1.790243922388145,1.3859546777646803,1.4547348986023239,1.3245671302866875,1.4182160090831677,1.341673204615473,1.3927935857938345,1.581348921855181,1.6178679755142558,1.4056006696133572,1.449022746295834,1.2638630781426659,1.3787313675291426,1.3096932375413388,1.3714220549663587,1.141917070543888,1.201690899299946,1.3333465021876758,1.3880729686219122,1.3501209829407974,1.4098585897887965,1.3537258106885381,1.4153921368319664,1.3336498257839722,1.4103310104529616,1.3539148894839812,1.4138974067239252,1.5282170193123141,1.5808508582654341
Calyrex (Ice Rider),Confusion,Avalanche,30,1.355980943937602,1.434176731056357,1.5213983863290816,1.604382771837261,1.64944653735105,1.7451216090347155,1.2449837919063826,1.3121148848405904,1.5591753564312882,1.6517025901104871,1.3884737077959994,1.4580823009129962,1.3729578756569882,1.4333602816327902,1.6792509544033418,1.7522640880566158,1.378208520772691,1.4695686689600422,1.3562766108430315,1.443081180811808,1.3750167435274305,1.4535104001224668,1.548282137539293,1.6471405724369932,1.4082291957297464,1.4863948075595823,1.376483125186812,1.4864520656538747,1.3742844109932717,1.4893488425133996,1.238912224017232,1.3100700053850296,1.3807642544617724,1.470760205039062,1.3762995026932383,1.4669455151198278,1.381213332944164,1.482698987186597,1.3761149825783972,1.456245644599303,1.3857584881575113,1.4731584132313968,1.559692119416444,1.6662587356284821
Mega Glalie,Frost Breath,Avalanche,35,1.2862986143227721,1.3069069424685507,1.2793361865799773,1.34177681085133,1.244750530882502,1.2988117197604512,1.4303562800775607,1.4447488117966827,1.280636271896913,1.324419747975263,1.2655542026335207,1.3187202665206115,1.3423218101350642,1.3080902221159225,1.340912669282628,1.3252659753930587,1.2974993384493252,1.3362962784767496,1.322175702526256,1.351550525120636,1.2539658240685814,1.3092098968598709,1.2688468538024595,1.32924502288645,1.2985359550066815,1.3564956900982394,1.2755201497095479,1.3400823922338172,1.2594366518417153,1.3315201277226594,1.31983844911147,1.384437264404954,1.2684767256960563,1.3346897253306205,1.2825407633476404,1.3316270077696581,1.2863897726277693,1.344290884679373,1.2886062717770035,1.3434320557491288,1.2871890219367015,1.352832623385273,1.3044561098407994,1.3628546584651058
Mega Glalie,Ice Shard,Avalanche,35,1.3167374254472366,1.3421577774114928,1.3126559666705848,1.3528281635099173,1.2755110003503245,1.3288947848161794,1.5117500697065092,1.4989027876218268,1.28845835381789,1.3341811783579578,1.2883723140851255,1.3463930545308052,1.3619934098559616,1.3539860092862916,1.3448938654408862,1.3475704888467208,1.3467247227501262,1.3901465034039788,1.3317307692307692,1.3813262844166903,1.2807841711475534,1.3462370118065787,1.2829206419235648,1.3388297578999613,1.29573121484897,1.383427069413648,1.2859036504697916,1.3509077440902415,1.3090318166267534,1.362709544988026,1.3431556273559504,1.429854604200323,1.2965165088050252,1.3518256970439213,1.3012900793988544,1.3625475724377758,1.3196710545518229,1.3786885963632118,1.2965766550522648,1.362883275261324,1.3033536373853563,1.3509317201093367,1.328234195356027,1.3828325443088252
Mega Glalie,Ice Fang,Avalanche,35,1.3032791213855812,1.331994437447691,1.2963130683449564,1.3547994858760437,1.2901631913717273,1.3387769197690849,1.54195693308388,1.5306676712917735,1.2887274562061737,1.3436321059849405,1.2794256770519778,1.3507656583122474,1.3318534829524002,1.3472377334174066,1.3515026101678973,1.3445503415813138,1.342280305035002,1.4044029204455244,1.340150439965938,1.3991768379222254,1.2798273981515145,1.3406972961595132,1.2731814923068439,1.3440247063365136,1.2997547687924933,1.382575368213924,1.2507375014620072,1.3377561761686312,1.2804880830197287,1.3464020983008325,1.32082929456112,1.3934733441033924,1.2664322610593686,1.3534158362057898,1.2717070145787484,1.3603102999647385,1.298721578471148,1.3786521117305393,1.2872996515679442,1.3572038327526132,1.279196903053933,1.335530241012335,1.3031464365076808,1.3814906658937447
Manectric,Thunder Fang,Wild Charge,45,1.3363439820897338,1.341840923166046,1.3226609576040436,1.361676953642129,1.2827914374754068,1.321342057682314,1.4048085784767586,1.462116906861462,1.2914935182549745,1.3494540326545397,1.3992762118585378,1.3568651237320128,1.315490791785842,1.3270284854726264,1.3693454030168755,1.346501066355314,1.4451153503812937,1.3678552527123577,1.2849666477434005,1.3462673857507805,1.2761629575766853,1.318174859832756,1.3025092373021563,1.3453041416202502,1.3313264511960528,1.3858059589714975,1.2735967978791147,1.3312193790692537,1.3064431520127724,1.3723229558672596,1.356467420570813,1.4242110931610124,1.2782052168416478,1.3353810901836067,1.2893376943934438,1.3390318932918301,1.2956422754735706,1.3692390765009779,1.2779965156794426,1.349425087108014,1.2910602045205424,1.3455620152349768,1.3043058194583106,1.364690348136936
Xurkitree,Spark or Thunder Shock,Discharge,30,1.1078040560543965,1.1110958196043164,1.1179324817272098,1.154458792039943,1.084665589682201,1.12228643912741,1.1663122809033966,1.2129124124411752,1.0944458819572023,1.143908970942117,1.1719890820700614,1.1446105168816003,1.1112338829073327,1.1151733421360053,1.1393439103239142,1.1416013528296756,1.2386574129760157,1.1568867425244773,1.0925241271643484,1.1472963383479988,1.095361564515203,1.1341491417746226,1.1176308388021838,1.1477747752716043,1.1454206376011395,1.16876899807633,1.0941922572093203,1.1554406165122353,1.1197057817310982,1.1538031702588665,1.151513193322563,1.205955842757135,1.1002577803237563,1.1486236901105196,1.098391352455528,1.1530707780601388,1.0926563731356354,1.1383205393888094,1.093074912891986,1.154198606271777,1.092159120866923,1.1572199636469593,1.112309855828583,1.170536644015759
Kyurem (Black),Dragon Tail,Avalanche,30,1.1793827103200067,1.2233678405743063,1.1618257181452227,1.2406111677435392,1.1645079935380933,1.223930307040191,1.2383026092583016,1.3291403005787237,1.1721259088674412,1.2337102491784613,1.175961090163452,1.2485254910126244,1.1767241805312043,1.2263301357759429,1.1961459894611786,1.2443517929696206,1.1583902667853447,1.2452428492386154,1.173814930456997,1.2506067272211183,1.1966551216058476,1.255209628963432,1.1845254508354932,1.2501847460431257,1.2186522562739541,1.2817809365776296,1.204408114465425,1.2670210139183096,1.190078686281218,1.2627551602235147,1.263112547119009,1.3308669897684435,1.1806635127260516,1.2671927623976533,1.187894410466544,1.2460513356759846,1.420996176410496,1.5782741309360497,1.486602787456446,1.627369337979094,1.1828197194433268,1.2787945220685157,1.209429647998454,1.2836301568387491
Kyurem (Black),Dragon Tail,Glaciate,30,1.1861486686520732,1.1892467990519977,1.1610896036350953,1.1945847408472254,1.121843137710672,1.1749214260691119,1.2671472691011798,1.2909304914362096,1.1562605118120421,1.1812792713535332,1.1712535250157297,1.1845727658303196,1.1725415936130552,1.1915174132795157,1.2098235555128423,1.2098194659430854,1.1521175635690057,1.210667805335707,1.1790235594663638,1.2240349134260573,1.1643544652595723,1.200443942670162,1.168058236364639,1.207257486350852,1.1757000837016696,1.2292691522636163,1.1381564412792888,1.2323486984886094,1.1633709659026115,1.2305279963507811,1.2218416801292407,1.2769197630586968,1.1447915534968247,1.21788857173898,1.144997142613961,1.1885266831219679,1.4948118852339396,1.620260646215814,1.5350696864111497,1.6304878048780487,1.140167334989108,1.223765453511121,1.1546595386085257,1.1997466533552328
Kyurem (Black),Shadow Claw,Ice Beam,30,1.2910018195115003,1.3840097424679105,1.1278777356192708,1.2058075966246644,1.4367100061597313,1.5488619439846323,1.3365110987661417,1.4549419254321272,1.148222371723549,1.210969803607007,1.2854708244123465,1.3875254050090304,1.279749044784911,1.3550474691988843,1.4258632570560412,1.526078163946762,1.2685474752820611,1.3975889484952728,1.4337815782003973,1.598165625887028,1.2868979505922424,1.3897319122065097,1.1507748304196768,1.2215959852203164,1.1770951115288038,1.271178725091411,1.6272986003716747,1.789470948290426,1.5352149617972404,1.7248146881058275,1.403834141087776,1.530382337102854,1.537773212574939,1.7060909243548084,1.525163235776905,1.6868426492224262,1.2826318554624794,1.4052275181693472,1.3265766550522649,1.440095818815331,1.5414799295139516,1.717167792870919,1.1863600742863891,1.258295492362028
Kyurem (Black),Ice Shard,Glaciate,30,1.0164428150099296,1.0147881317281517,1.0355339046249958,1.0725593082836007,1.021527513743174,1.049676323553584,1.1102469632439176,1.1696752208791747,1.0385411545527465,1.069794550676637,1.0356779120137969,1.0451518868735883,1.0369791285750147,1.0376314223760492,1.0362274536907343,1.0398651259894203,1.0271205706175275,1.0824472563689287,1.0282784558614817,1.0567059324439398,1.0121031783998928,1.0514361162670545,1.0397507307119616,1.0703468813764958,1.0269607483222956,1.0735399932451284,0.99299536056349,1.0383630716448558,1.0133880716159198,1.0935112327517391,1.0593322563274097,1.1178782983306408,1.0012543333761321,1.0804057324022953,1.0298505647897085,1.076055104993738,1.0028093167157994,1.0532091882898924,1.0167073170731706,1.080130662020906,1.0188841559018191,1.0871779217715865,1.0265906626732364,1.0663424688415832
Kyurem (Black),Ice Shard,Ice Beam,30,1.1359416732144543,1.1922953209589482,1.155291256616841,1.2294711730235228,1.1413699840112637,1.2055440902276113,1.2069293591045216,1.3122191785486998,1.1724972184128133,1.233928894868942,1.1374156372639994,1.217032332824856,1.1543722462824195,1.2045356162298604,1.1529335506258063,1.2046175332124183,1.1532542279102216,1.2372681565589743,1.1272104740278173,1.2107294919103038,1.1382058592778277,1.2280372758759255,1.1488005294214967,1.2337285611867865,1.1838646676162645,1.2550110868000999,1.1686701581567012,1.2274883364306228,1.1452731212224883,1.2210742387957578,1.2134625740441571,1.295573505654281,1.1654633626011122,1.2370690080889688,1.1675036173291344,1.243838381382002,1.1460479845888911,1.231487697381863,1.1598780487804878,1.2389198606271776,1.154042541382803,1.23510149713477,1.1743046386053053,1.2426438225285283
Kyurem (Black),Dragon Tail,Ice Beam,30,1.2493226840435083,1.3206068878992083,1.2341268082498782,1.3159973869861892,1.2385974408059786,1.3087569463007576,1.3149414571746623,1.419086174272658,1.24607602142469,1.3257730224855744,1.243630075909488,1.3327479053598346,1.2431751290256905,1.311385294135088,1.2618510619590264,1.3364877548057557,1.2291761889869854,1.3406564988332652,1.2275901220550667,1.3384047686630711,1.2587305535888553,1.345337645190302,1.2620526112612365,1.338201069872608,1.299431709716736,1.3732507085272911,1.286488453391207,1.3534678813239938,1.2633481582848671,1.3577945033641237,1.3390522347872913,1.4191060850834678,1.2597161453446453,1.3510355657833657,1.2672203105431465,1.335019393747796,1.4986500685911095,1.6792854849537375,1.5591898954703833,1.7395905923344948,1.2496288382289686,1.363891162881048,1.284209848314064,1.3714319452943007
Kyurem (Black),Dragon Tail,Blizzard,30,1.3840273454815464,1.4090988377210178,1.3497738663932894,1.3996080479283772,1.3071348283825808,1.3734374455212446,1.4761582454818476,1.5154280192496388,1.3452350764613035,1.383774937252568,1.36497435734946,1.4032527464568783,1.3663123854779633,1.390694337101483,1.4075624323943,1.424047488084016,1.3410774856263081,1.4278188072842743,1.3699191030371842,1.4277249503264262,1.3596126982912033,1.4068103101858052,1.3642640489714883,1.4174929686207467,1.3391973450417773,1.4536189958736545,1.354598500305397,1.4427088071319965,1.361797240278253,1.4436765879803855,1.4111039310716207,1.4796984383414107,1.3328526701498287,1.4023545911564559,1.321924054326812,1.3972252957698528,1.8259974898572722,1.979692653454365,1.842343205574913,1.9879616724738676,1.3225152974150491,1.3809437915388991,1.3409981428402735,1.4205769003682114
Kyurem (Black),Shadow Claw,Avalanche,30,1.211412193767573,1.2834325236480486,1.0614963936170008,1.1229966412366723,1.3518003516525845,1.4576547528719126,1.2626285845641056,1.3697914338682111,1.075893342303413,1.122590369239527,1.2039326275003281,1.296135270073918,1.214452458653468,1.2689031778567996,1.357773965389971,1.4244155493621293,1.2069992061391903,1.2979864803098462,1.3709977292080613,1.5074545841612261,1.2102795690694426,1.297374614898869,1.0767881762532399,1.1408040588981414,1.1041424984214159,1.181485778058415,1.5459330205720672,1.6771627961377016,1.4460257726080512,1.631292051545216,1.3229402261712437,1.4365858912224017,1.4464439154954616,1.6062380863020869,1.4536556302664057,1.5839037972836594,1.2085096757245848,1.3054931262952045,1.255705574912892,1.3456794425087109,1.4748511884114277,1.622608261297887,1.1164213712923898,1.180928150462143
Kyurem (Black),Shadow Claw,Glaciate,30,1.2467654462443971,1.2287223572675643,1.0250972653924049,1.0510828784004347,1.382959294303992,1.4513057468134598,1.2918350797208336,1.3400315435255956,1.0283851269180013,1.0558853209822237,1.2311278692383252,1.241848896211768,1.2088961014573825,1.2256402856651518,1.4204323084189927,1.4351711178225495,1.2066564026077125,1.2785850032476125,1.487957706500142,1.544986517172864,1.2084042939972062,1.2581469220612715,1.0466993878563944,1.0659901836430816,1.0290900013216053,1.0726295540316304,1.46919388166188,1.6055829185564465,1.4964078002052685,1.5650701334245638,1.2777705977382874,1.3392245557350564,1.4785133680332645,1.551432606741795,1.5332976666707197,1.5838186836569677,1.1695003064709144,1.2543051866553807,1.2315766550522649,1.3057839721254356,1.5381498799794648,1.6273119562653495,1.0429615793372193,1.1188260174122142
Kyurem (Black),Ice Shard,Avalanche,30,1.0496997085901105,1.1009196774487793,1.0859982155967633,1.1406229224516853,1.0705529977635693,1.1201562679001626,1.137880539006911,1.2141128543059467,1.0945532641602194,1.1440008280073484,1.057778572430869,1.1189293910492892,1.0750296003020317,1.1072805871434868,1.075953534308423,1.117094606061969,1.0854031850657941,1.1513838437297024,1.0499716151007663,1.1203093954016463,1.0656824661780746,1.1326565759008016,1.0890972260519494,1.1351127778084156,1.0974757338580596,1.1587394822244086,1.0906834396808276,1.1335689872512962,1.0662789371650132,1.1375413388071616,1.142046311254712,1.205525040387722,1.0856996118480182,1.1539669527600271,1.0892841943995233,1.1489488467103584,1.069269723592423,1.1345626222235194,1.075801393728223,1.147883275261324,1.067766508026807,1.1574974677748333,1.1010702822238683,1.1539080866960807
