Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
(Weather),,,,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Vikavolt,Spark,X-Scissor,45,1.4286466658144907,1.4056135719568155,1.1898600479188692,1.4730987686291448,1.4276600200083005,1.2358578558727566,1.2960643435990042,1.3037182176474467,1.1892742153151425,1.4917764592465714,1.495887707455105,1.2458031228195348,1.2882814043609454,1.2924085995973025,1.1407477763213048,1.4948933523854715,1.4887469405525582,1.2475817473216706,1.3428825142427867,1.3522293117463164,1.1324851954783945,1.47889567799276,1.5526871875426862,1.2158387306878309,1.3203131442323572,1.3309607445835814,1.1052494153317416,1.4919645319872274,1.576880637398343,1.2373651791100182
Vikavolt,Mud-Slap,X-Scissor,45,1.5307300043404,1.5376803856297514,1.3447319865394194,1.6067243430664324,1.5622323404818863,1.4083979715868642,1.5374392206364433,1.5725479196161347,1.4950386520055003,1.6007197777715676,1.623488425567226,1.4239728548689987,1.5974118592232212,1.6341073393823826,1.4839848069639912,1.6134770114541601,1.6085793930002237,1.4035160616049254,1.601114717348943,1.6303502951682953,1.4076773188320155,1.5768806258217802,1.6505992896548123,1.380107976993433,1.5876944349931839,1.62229148847313,1.4082183886782205,1.6017868610324224,1.6886140177140283,1.408901540715631
Pinsir,Fury Cutter or Bug Bite,X-Scissor,50,1.3131042600365963,1.2856894630829232,1.0536866783194,1.3159669736518016,1.2988851614666455,1.0781703392132318,1.274395160142645,1.2905566635243468,1.1225183602096176,1.352014906883665,1.3218092622482742,1.1329481036477664,1.3117601825772314,1.320731110708262,1.129506233672042,1.3754504114996533,1.353047871498036,1.1272182232767174,1.3244041421154156,1.352953496489041,1.1242241179646535,1.3311939427501864,1.3909650551264519,1.1018556949138503,1.3407370858504113,1.3604996407715033,1.1279347372142585,1.3660384275513036,1.4418346791437942,1.123247573476831
Breloom,Counter,Dynamic Punch,30,1.4954636768349763,1.3089892031218122,1.49997739004172,1.4418427058273755,1.3015246417569515,1.4434094919646263,1.327119458306766,1.3351293754271625,1.4569104833492763,1.4612026529950788,1.3717059350798744,1.4611570459008039,1.3753111035583043,1.3522666973869613,1.4527593601632227,1.3573499722184,1.3345607111061975,1.3935083960581376,1.3215441733481879,1.3157538268291697,1.3416590500731025,1.3382452258241049,1.3503513718126814,1.3387755326982897,1.346710574521353,1.3373542500805875,1.3558391014233475,1.2910862600220936,1.344017448066667,1.2910862600220936
Togekiss,Charm,Dazzling Gleam,40,1.2784768418837549,1.2902343762517818,1.2712233625316318,1.2521876170384343,1.2756963154192127,1.256037232561906,1.2771394737484685,1.2893662686967762,1.2915077871213565,1.292564935843509,1.3248499995888752,1.3037399430077887,1.2646335323617819,1.292006240096578,1.270627073610716,1.3110073757163458,1.3389544094965524,1.3107187190358183,1.3094119272550893,1.3618088911505148,1.316832246569536,1.3055860627497065,1.3668817141566802,1.3074386975633336,1.2928979401734018,1.3259949335602603,1.2951284577405338,1.3512467283938518,1.4184147177294237,1.3538851154141363
Shadow Granbull,Charm,Play Rough,30,1.3757713200334556,1.2897060242542542,1.3768325638232835,1.2947202802511668,1.2740928361512533,1.2946334503858263,1.4592534010558584,1.3936618745910867,1.4329378905771166,1.3908999120457273,1.3643416452020294,1.462256903942444,1.3310342305876774,1.310243184466926,1.3302849461524775,1.319972475520268,1.31284409060046,1.3302453225226822,1.3078161695760337,1.3455374804795175,1.3406397047195115,1.3037195466419047,1.3131385226983918,1.3026696235618849,1.3623442688243106,1.3513269811191628,1.3656894708446958,1.2787632570207257,1.3536296426340366,1.2787632570207257
Sneasler,Rock Smash,Close Combat,45,1.5428152940879054,1.336658451121721,1.5487558380870623,1.3523084091376862,1.3007192908019178,1.3510456593291653,1.2862018569948912,1.312541563440768,1.3793185754064452,1.3363313542322048,1.3279249752988012,1.3524470506262276,1.3344805718732646,1.3581445235678038,1.428349501503745,1.2947191130652538,1.3187332715491988,1.3040672133780788,1.33747831249586,1.3607223066575047,1.3586940668337066,1.290885772218363,1.3529136100971952,1.2872242183085858,1.2969742949097889,1.3472594227049337,1.3217157193118385,1.3226816001286605,1.3732714538136805,1.3207510699951717
Pinsir,Fury Cutter or Bug Bite,X-Scissor,45,1.3434028058424134,1.313097806406772,1.121620122791657,1.380812856176424,1.3367348638727028,1.115246902593656,1.318943442300865,1.3262446630505267,1.2267626519514043,1.430245482762726,1.402354034626968,1.1863638595319475,1.3581910004955335,1.3601721804970035,1.1908910214431916,1.4111329748134975,1.3808740743093184,1.1809448853320526,1.3674168274898808,1.3851316511611933,1.2006219774085714,1.36447734969547,1.4213171056722635,1.1393419226499895,1.3798752179734675,1.3886593582832092,1.1594090661002197,1.3840463866646706,1.4604965536771912,1.1508581750228284
Gardevoir,Charm,Dazzling Gleam,50,1.146268671463776,1.1581683192113077,1.1508059292924293,1.2156818005445766,1.1979471036888827,1.2071079444423827,1.1855398541651787,1.2028965448123865,1.2423931298321582,1.2652691560173221,1.2299906805538197,1.2488065813178588,1.1848894770582028,1.1967347058050857,1.202960191153069,1.2111083346859268,1.2122974877057922,1.2323433587381774,1.194150210239499,1.2375576854182666,1.2151741601293573,1.192477859283995,1.236163908084037,1.187068401817389,1.2186344311385209,1.2162426778930708,1.2084935110347594,1.2329020221931677,1.3007919781047592,1.232766856364987
Togekiss,Charm,Dazzling Gleam,50,1.1514787980902241,1.1786355388665184,1.1525208145139554,1.1619384369401136,1.1738610684196145,1.1595060935902584,1.2040054681950616,1.2052033439013603,1.1917631270456477,1.2156971528191676,1.2335759798195085,1.2236055551608818,1.1925431917872258,1.2109539290295108,1.1849564390773013,1.212316422910783,1.2404905684186869,1.2188406308395312,1.2173730721001834,1.2752030353053894,1.2326336671827047,1.2137990091780837,1.2746880422574771,1.2115999635605668,1.2268067282977502,1.2660593335205044,1.2309494030713009,1.2813972737832862,1.3492025715595364,1.2813972737832862
Shadow Hariyama,Counter,Dynamic Punch,40,1.0945285859304819,1.054424305954395,1.0926877881656987,1.0529209313644448,1.0545616836832818,1.053517985538689,1.0125299224921351,1.0635256701151998,1.1645859128484408,1.0578378329645064,1.0751918214556024,1.0591763813522983,1.0601221278561925,1.0880777429041735,1.1105047328270505,1.0421714919659253,1.06933945832956,1.0496361262627816,1.047508371080746,1.0984507602787128,1.070901732187814,1.0702279741517042,1.1177070969442444,1.0683392065365234,1.040929407912603,1.0895964053935296,1.0698518663075105,1.1005476432386307,1.1667135949103231,1.1005476432386307
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,40,1.105899214063608,1.0075165204021939,1.1060237913731081,1.0,0.9831102468308945,0.9987020332212014,1.0,1.0115698569072713,1.0888713548001123,1.0,1.0048311000090078,1.0054288834301972,0.9999999999999999,1.0108998307667127,1.0331072116993218,0.9999999999999999,1.0005323117978484,1.008844999667471,1.0,1.035286312708566,1.0265044968767996,1.0,1.0300498319814368,0.9990990625713423,1.0,1.0197580811902347,1.0075301354137873,1.0,1.0536721340255655,1.0
Buzzwole,Counter,Fell Stinger or Superpower,40,1.2106104706538765,1.1886488128703716,1.2059191268496994,1.200444503537724,1.198028292512577,1.186890134862017,1.2238202119480224,1.2380060620131885,1.2216860575134398,1.2436139822943477,1.2655573399753477,1.2517810231286663,1.2505856056182307,1.2565892792779496,1.2403284487036792,1.2246898596130613,1.2593698536521258,1.226532221839015,1.2699413997452138,1.3082604089645833,1.2706036092125768,1.2649410118547704,1.2974258092996507,1.2594546893114635,1.2406313123435553,1.2764441021838817,1.239919112527873,1.3054234523762402,1.3730340863870094,1.3036385142572167
Shadow Hariyama,Counter,Dynamic Punch,50,0.974641062461523,0.9938224075012365,0.9743918188269384,0.959998793766048,0.9838731054535271,0.9598087381105822,0.9359529593929603,0.9945310919171244,0.9881533622686709,0.9589294764413976,0.9968305581174111,0.9674468987347746,0.9610104098773089,1.0025808278194295,0.9971239372257502,0.971171604403394,1.014815502338697,0.9768361761719956,0.9759799509023647,1.0355400732207334,0.9849618512018593,0.9866194061777105,1.0447064067953038,0.9841855595051405,0.9664076013765548,1.003140861340702,0.9643782807863415,1.0193778975589114,1.0907952757763733,1.0193778975589114
Shadow Machamp,Counter,Dynamic Punch,50,0.9371698189458633,0.9238820621848626,0.9362699159016371,0.9121407236391489,0.9197273447332284,0.9122496431909359,0.886755194216645,0.929625772431412,0.9813916998972559,0.9179926808148775,0.9318066069900263,0.9251653547995307,0.911176643823954,0.9306205198499433,0.9609615099817829,0.9249623959009422,0.9371388400319998,0.927147053481678,0.9184745414175425,0.956378396978957,0.9329210626335274,0.9135182734703212,0.9516893048129782,0.9154501559708429,0.9093887831718075,0.9349486887253035,0.9198853648786978,0.9371091194667387,0.9918989156891129,0.9371091194667387
Genesect (Shock),Fury Cutter,X-Scissor,30,1.355272054768084,1.341290822101644,1.1819279582637974,1.57251764644355,1.481328310310854,1.2875744512057279,1.4515897083540856,1.4338223875979563,1.3404436046534667,1.51941184668201,1.5134095564920271,1.2857528222925785,1.437425792022283,1.426648210994385,1.3057309576207512,1.5421015867325292,1.5396007887409808,1.2682141224871237,1.4995911091876022,1.5048565101395854,1.2776213197713655,1.4770598250422402,1.549662577852047,1.2355338009202386,1.4880181094206857,1.5252396408343771,1.2827558714090148,1.4702344868025086,1.5508132987192274,1.2840287932557184
Zacian (Hero),Quick Attack,Play Rough,35,1.2925083238472392,1.3274126694812207,1.293569656652651,1.29492841887191,1.3175940187666384,1.2941637150487386,1.303281755129168,1.3548100478066725,1.3161578669733078,1.3324466873558072,1.3713894615039508,1.3356114231150449,1.307383862197451,1.3564106331280932,1.3125591745638896,1.321686166938038,1.3974024043546807,1.3223817865740184,1.3670205007909628,1.4318030294344521,1.3760293928021388,1.3260933751564985,1.407994171016674,1.3270991681520514,1.3711457599550787,1.4218426523565315,1.359403939446481,1.4178134951310961,1.507864278774495,1.4178134951310961
Vikavolt,Bug Bite,X-Scissor,35,1.3662523050585422,1.3378440941898817,1.1424683736532386,1.3889409645485313,1.351176404967322,1.1347625870091134,1.413270660401571,1.3367198803779439,1.2983432062814788,1.429157125640512,1.4085827739546108,1.2154679275975084,1.4420051277340895,1.3721462670766913,1.2129439198229677,1.421035378337687,1.3857381630552357,1.1864890247676245,1.384605841090937,1.3842168914861726,1.2227749492940045,1.3890219639988428,1.4319841551035315,1.160630751918835,1.4083860931295342,1.4058227662601375,1.2102931599557076,1.400539614450869,1.4744017148391853,1.1844679542111867
Vikavolt,Spark,X-Scissor,35,1.5490280032344703,1.5185336676521286,1.2811266577817246,1.5628869649129318,1.5100346222885044,1.3135325742213466,1.5062230332585727,1.4256708013366506,1.3416254666037386,1.615234202475881,1.6035872081539244,1.3954126348783547,1.5043272369260876,1.437185697940646,1.2697136881747642,1.6385898990492245,1.6084002726049416,1.361962787472123,1.4711434780263264,1.4647459428671723,1.252482661139174,1.586229366673412,1.6305201633774455,1.345933183778618,1.4472510253912034,1.4584198456151753,1.2720344544986506,1.5966913902551494,1.6779936671219644,1.3841882327439439
Vikavolt,Mud-Slap,X-Scissor,35,1.698952900786435,1.6920947841496716,1.4765961117280881,1.7041940037519783,1.6957886935389723,1.4934983041025451,1.8232834799392699,1.7549929926959622,1.7198364862256508,1.7551677398522694,1.77410988634104,1.5630062800572233,1.8038545893322893,1.7484821391663126,1.6072709151865086,1.773483812182521,1.7461959671468212,1.5471245761752999,1.762045718926258,1.7893662492102285,1.5736025747288114,1.7107248929912786,1.7539259666658744,1.5084827242010812,1.7457975948739266,1.7560010262980408,1.587653325033958,1.751248801144658,1.8406279386081181,1.542824217870583
Shadow Poliwrath,Rock Smash,Dynamic Punch,40,1.332886415759034,1.3539007696999499,1.3338923808713343,1.3168534079904985,1.3423439571896605,1.3101445751525929,1.287129602845876,1.3257579383782954,1.278308594827157,1.392133815286192,1.3845417543259253,1.495938734522902,1.3582129540522336,1.3801521197921152,1.347051516186783,1.334344761183547,1.3876114638558936,1.3389787705789966,1.3246852017181867,1.4104288020505864,1.340186128696174,1.345360818654918,1.414444621954659,1.3446540328795649,1.3213026851332603,1.3596768370287557,1.3400352239803581,1.374184962542521,1.4489027593932136,1.374184962542521
Tapu Koko,Volt Switch,Dazzling Gleam,40,1.3143681923106916,1.3413067113833486,1.2748277815500604,1.3477479696467676,1.3568815541523127,1.314855003087284,1.249566708088526,1.2930250028383505,1.4061425518612212,1.3688913824879811,1.4078287366626019,1.3503208346716924,1.2410863970843327,1.2698919598659613,1.2779926754417748,1.3497958441632185,1.382181732922056,1.290451494349768,1.263954734150275,1.2897583110265887,1.2446802314010008,1.3619364513109566,1.4139127819226103,1.2939615147956052,1.2589906271711195,1.2987196242743184,1.2190983086637304,1.3934159694961006,1.4684505475995362,1.3509845129304066
Tapu Koko,Quick Attack,Dazzling Gleam,40,1.3419696994513437,1.3468129928570336,1.338428436989607,1.371358733977333,1.339035934384247,1.3698891108284381,1.3605382969150714,1.4040918559799462,1.5875552636766037,1.3745273617845282,1.3896886140606854,1.4039628414018186,1.356255342919328,1.381244584575196,1.453591392619831,1.3855265981274256,1.4008501619137197,1.3862219962990199,1.3848623103798636,1.443029352996568,1.4161482977278397,1.3791410309032208,1.4148647900828222,1.3791410309032208,1.3911146203700815,1.4156326302804834,1.4108198027157237,1.4176249497264284,1.4774447877247203,1.4176249497264284
Machamp,Counter or Karate Chop,Dynamic Punch,50,1.0620392775922496,1.0845578613756754,1.062798090936184,1.0553015563792063,1.0724461053826715,1.057169479244341,1.0455540278588158,1.0802519798408554,1.060772788565458,1.0771075044874074,1.1025735805690828,1.077032946802854,1.0801512607398964,1.1041882026285381,1.089095242532101,1.079013244168228,1.1181525122023002,1.0957490863431394,1.088809340077432,1.12805644153261,1.0891099950865482,1.103186973180283,1.1549992973371763,1.1048890684663344,1.082111158427868,1.110005535335098,1.0827104872231457,1.1319043672734623,1.1968942201593498,1.1319043672734623
Hariyama,Counter,Dynamic Punch,40,1.2276837931462987,1.2452474579819741,1.2267578530438168,1.2157298811986086,1.2548761796630645,1.2156277625288063,1.1945402863846362,1.2647921665194044,1.2075065194397006,1.2287172511649838,1.2766688144743856,1.2367821056692314,1.2361043347554683,1.2742718779858029,1.2554142133199937,1.2372728680636773,1.2983832413292762,1.2472848964588663,1.2577325010331775,1.315211591197713,1.264137893566052,1.2775689701942303,1.3456193007834663,1.2847777955978605,1.248842271001204,1.3095391609844238,1.2411102735964514,1.305085194428396,1.3897252244158558,1.305259005821308
Mega Beedrill,Bug Bite,X-Scissor,50,1.1136907036040986,1.0207055143729902,0.9569829520914568,1.0616160962220416,1.0427777058442458,0.8777467655216161,1.101126845931665,1.057104855280823,0.9594805567695425,1.1133088295889733,1.091484618789335,0.91786375154228,1.0800326087411425,1.0489896921810313,0.9477722683405996,1.1057037776088299,1.0839462969239015,0.9209871987605435,1.099440424355046,1.0976948962957307,0.9205424331224151,1.051827199931845,1.104604522654096,0.8696610703849363,1.0809801206746579,1.0858967508864636,0.9162101949797,1.0604430991820002,1.1133684810270257,0.9084219985787922
Mega Beedrill,Infestation,X-Scissor,50,1.1823390322296945,1.0832794640692158,0.98819034700767,1.0943081468028897,1.0681511638892358,0.9062393505568921,1.1451646165610736,1.095862984059171,1.0100662236607172,1.1455729537293158,1.130801067063236,0.9514134273049224,1.1374609103706765,1.0999425756632268,0.978899254540917,1.1268075618660207,1.109891491973898,0.9474758009741199,1.1182832326180678,1.1246189846136871,0.9425296893459546,1.0643987836422746,1.1108739780907182,0.8960296038695081,1.100049549592032,1.1113350193253082,0.9368995074301414,1.0983258042117048,1.1457631537577786,0.9195546307812735
Mega Beedrill,Poison Jab,X-Scissor,50,1.2979269694786928,1.1919905914088569,1.1528696665867901,1.2192582209483194,1.2166884892383687,1.0714675691770954,1.2722109773315697,1.2285747779344982,1.2080758844441286,1.2425357248301123,1.2515802858166192,1.0974702921336645,1.278201344365326,1.26602534380261,1.172774931769594,1.261483066821984,1.2376360032171687,1.1196164360856993,1.2678041556708262,1.2714058682017582,1.1311064857413835,1.2267761545802687,1.285634395758556,1.0833627033203,1.2400072571169198,1.2591547647289123,1.1142394984004598,1.2218505644062987,1.29573733802108,1.0879624247738173
Mega Beedrill,Bug Bite,Fell Stinger,50,1.235233649884618,1.101322344300172,1.0523290126355842,1.1469054827128962,1.1171091844171444,0.9493111813669752,1.2075121300987464,1.140133491839127,1.049816796202173,1.2065513573028182,1.1782759370916098,1.0096279087709,1.1742878181769723,1.1298280478493552,1.0261345711908687,1.1926289034011548,1.150606390527596,1.00323805293207,1.1922204469381756,1.1797367130465601,0.9869172614320754,1.1296644230282549,1.1663585468257385,0.9393498702088636,1.1662915685166388,1.1715403430166633,0.9861389006374703,1.1480302436818248,1.190465695911724,0.9864038035726483
Mega Beedrill,Infestation,Fell Stinger,50,1.2969636428310232,1.1811043860826629,1.07914081802473,1.1825912920874428,1.1563656677137566,0.9797165012804638,1.2553782988615028,1.1911499287674234,1.1012108772397502,1.2513470947606755,1.2243953642781389,1.0585418478667368,1.2378911633703658,1.207476676548704,1.0616532966569432,1.2134507634951481,1.1814994321542414,1.0306202417961452,1.2141453052403344,1.204476605159632,1.0226434141683547,1.148264383460351,1.1821193267953545,0.9613284340514113,1.1890117431807645,1.1973897715035917,1.0170654090888316,1.1908050776401258,1.2364556660453825,0.9992558949469956
Mega Beedrill,Poison Jab,Fell Stinger,50,1.4045760063122732,1.263932852696656,1.2416823838515763,1.3077004752393067,1.2806907987968028,1.1421603122880655,1.366069939179404,1.3067470384223894,1.283578757002205,1.3410468633912596,1.3278284733312056,1.1812290294945176,1.3748567603848583,1.33845027420286,1.2425484745912543,1.33096353152602,1.301732668700994,1.1734946019274,1.3327725332956692,1.333938556029107,1.1832326295944122,1.2878706308134524,1.3450180542805426,1.1362810972843984,1.31260605462643,1.3208836053724429,1.1967633887277942,1.3052984630053313,1.3614337991486989,1.1506417224009797
Accelgor,Infestation,Bug Buzz,40,1.5230698572937769,1.4346982567544135,1.2668690762354384,1.5086655889289655,1.4816839068146315,1.260050174693043,1.6639912589672505,1.5616660463966203,1.405222871332615,1.6494179754823135,1.6372596529265757,1.5173268754040359,1.632738876540319,1.5533301452950994,1.3582785210292678,1.513581137364459,1.5248843031292008,1.2589560917400273,1.5278127207845171,1.5226654686060843,1.272577174010436,1.453379165913641,1.4512389604087466,1.2349804138046943,1.5260122662445397,1.5019529648865326,1.2779636592796906,1.4982008897594998,1.5265495029705891,1.2508049702566502
Sneasler,Rock Smash,Close Combat,35,1.6476534869006447,1.4530984900464556,1.6538465681109862,1.4348141260961547,1.3901041789680038,1.4350422983227444,1.4739782250556206,1.4377046129915254,1.6285854288355872,1.4429397217248112,1.4536486640439459,1.4528783668313696,1.526909957597329,1.495787376793005,1.5789852625553602,1.4215169969376125,1.4152209194727365,1.425178179725303,1.4445326280421484,1.4680859990898512,1.4626309837647065,1.4072574265079223,1.4551654191354222,1.4123372757520953,1.4361002512302152,1.4509449365951426,1.4678234767369622,1.456977871886769,1.521661182409438,1.456977871886769
